"id","pattern","indicator_type"
"indicator_1305","No output. AMSI will report initialization failure and skip subsequent scans.","success"
"indicator_1306","Flag already set - Not necessarily a problem, verify with test payload","failure"
"indicator_1307","Newer PowerShell versions may ignore this flag","failure"
"indicator_1308","Behavioral detection may flag the reflection operation itself","failure"
"indicator_1309","[+] AMSI patched successfully (if using verbose version). Silent operation indicates success.","success"
"indicator_1310","VirtualProtect fails - May indicate DEP/ASLR protections or hooking by EDR","failure"
"indicator_1311","Win32 type already exists - Use different type name or restart PowerShell","failure"
"indicator_1312","Access denied - Requires SeDebugPrivilege or admin rights in some contexts","failure"
"indicator_1313","AMSI.DLL not loaded - Call AmsiInitialize first or load DLL manually","failure"
"indicator_1314","String echoes back without red 'This script contains malicious content' error. Success = bypass working.","success"
"indicator_1315","Red error appears - Bypass failed, try alternate method","failure"
"indicator_1316","No output at all - PowerShell may have crashed, check session","failure"
"indicator_1317","Bypass executes silently from encoded payload. Test with flagged string afterward.","success"
"indicator_1318","Base64 corruption from copy/paste - Use file transfer","failure"
"indicator_1319","Character encoding mismatch - Must be UTF-16LE for PowerShell","failure"
"indicator_1320","Command line too long - Use staged approach with remote download","failure"
"indicator_1321","Registry key set, AMSI disabled for current user's WSH sessions","success"
"indicator_1322","Registry access denied - Rare for HKCU, check user permissions","failure"
"indicator_1323","Key persists after execution - May alert defenders, clean up afterward","failure"
"indicator_1324","Doesn't affect PowerShell - This only disables AMSI for JScript/VBScript","failure"
"indicator_1325","Registry key set to 0. AMSI disabled for current user's WSH sessions. Persists across reboots.","success"
"indicator_1326","Registry access denied - Rare for HKCU, check user permissions","failure"
"indicator_1327","Key persists after operation - Clean up with RegDelete for stealth","failure"
"indicator_1328","Doesn't affect PowerShell - Only disables AMSI for JScript/VBScript, not PowerShell","failure"
"indicator_1329","JScript reads itself, extracts embedded payload, writes to temp, executes. Initial AMSI scan only sees dropper code.","success"
"indicator_1330","Marker not found - Ensure marker string is unique and present","failure"
"indicator_1331","File write fails - Check TEMP permissions","failure"
"indicator_1332","Payload corrupted - Verify no encoding issues (use Base64 for binary)","failure"
"indicator_1333","Still detected - Dropper code itself may be signatured","failure"
"indicator_1334","Obfuscated strings bypass simple pattern matching. Code executes normally.","success"
"indicator_1335","fromCharCode() with wrong values - Verify ASCII codes","failure"
"indicator_1336","Obfuscation detected by heuristics - Combine with AMSI bypass","failure"
"indicator_1337","Still flagged - Use multiple obfuscation layers","failure"
"indicator_1338","Command executes via COM interface. Breaks WScript.exe -> cmd.exe parent-child relationship monitored by AV.","success"
"indicator_1339","WMI access denied - Requires appropriate permissions","failure"
"indicator_1340","Task Scheduler fails - Check task definition syntax","failure"
"indicator_1341","COM object not available - Verify object exists on target system","failure"
"indicator_1342","Still detected - Behavioral analysis may catch COM usage pattern","failure"
"indicator_1343","Script executes via chosen engine. WScript: GUI mode, CScript: console mode.","success"
"indicator_1344","Popups appear - Use //B flag to suppress","failure"
"indicator_1345","Script timeout - Increase //T value or remove timeout","failure"
"indicator_1346","Encoding issues - Save as ANSI/ASCII, not UTF-8 with BOM","failure"
"indicator_1347","WinDbg attaches to process, breaks at entry point or continues execution. Debugger command prompt ready.","success"
"indicator_1348","Access denied - Run WinDbg as Administrator","failure"
"indicator_1349","Process crashes on attach - Normal for some processes, try non-invasive attach","failure"
"indicator_1350","Wrong architecture - Use WinDbg x64 for 64-bit processes, x86 for 32-bit","failure"
"indicator_1351","Anti-debug detected - Process may have IsDebuggerPresent checks","failure"
"indicator_1352","Breakpoint set. Execution continues until breakpoint hit, then breaks to debugger prompt.","success"
"indicator_1353","Module not loaded - Use 'lm' to list modules, 'sxe ld:amsi' to break on module load","failure"
"indicator_1354","Function not found - Check spelling, use 'x amsi!*' to list exports","failure"
"indicator_1355","Breakpoint never hits - Function not called, check code path","failure"
"indicator_1356","Memory contents displayed in specified format (hex, ASCII, Unicode, etc.).","success"
"indicator_1357","Access violation - Address not valid or not readable","failure"
"indicator_1358","Wrong format - Use du for Unicode strings, da for ASCII","failure"
"indicator_1359","Address not found - Use registers (rsp, rcx) instead of hard-coded addresses","failure"
"indicator_1360","Assembly instructions with addresses, opcodes, and mnemonics. Shows function logic flow.","success"
"indicator_1361","Address not executable - Pointing to data section","failure"
"indicator_1362","Symbols not loaded - Use '.reload /f' to force symbol load","failure"
"indicator_1363","Too complex to follow - Use flow graph in IDA/Ghidra","failure"
"indicator_1364","Real-time log of AMSI function calls with timestamps. Handler scripts can log arguments and return values.","success"
"indicator_1365","Process crashes - Frida conflict with AV/EDR, disable or use WinDbg","failure"
"indicator_1366","No output - Functions not called, execute AMSI-flagged command","failure"
"indicator_1367","Permission denied - Run with appropriate privileges","failure"
"indicator_1368","Frida not found - Install with pip","failure"
"indicator_1369","Memory modified. Function behavior changes according to patch. Live testing of bypass techniques.","success"
"indicator_1370","Access violation - Memory not writable, use !vprot to check/change permissions","failure"
"indicator_1371","Patch doesn't work - Wrong address or wrong bytes","failure"
"indicator_1372","Process crashes - Patched critical code path incorrectly","failure"
"indicator_1373","Creates test files in output directory. Scan each with AV - undetected file shows safe range. Detected file shows signature range.","success"
"indicator_1374","Script not found - Download from GitHub or course materials","failure"
"indicator_1375","Execution policy - Run: Set-ExecutionPolicy Bypass -Scope Process","failure"
"indicator_1376","AV interference - Exclude output directory from real-time scanning","failure"
"indicator_1377","Multiple signatures - Repeat process after fixing first signature","failure"
"indicator_1378","Modified executable created. Test with AV scan - should be undetected if all signatures removed.","success"
"indicator_1379","Executable corrupted - Modified critical code section, not signature data","failure"
"indicator_1380","Still detected - Multiple signatures exist, repeat Find-AVSignature","failure"
"indicator_1381","Crashes on execution - Overwrote functional code instead of padding/data section","failure"
"indicator_1382","False sense of security - AV may update signatures","failure"
"indicator_1383","Encoded executable created. Note: Likely still detected by modern AV without additional evasion.","success"
"indicator_1384","Still detected - Shikata heavily signatured, combine with other techniques","failure"
"indicator_1385","Payload fails to execute - Over-encoding can corrupt payload","failure"
"indicator_1386","x86/x64 mismatch - Shikata is x86 only, use zutto_dekiru for x64","failure"
"indicator_1387","x64 encoded executable. Same limitations as shikata - likely detected without additional evasion.","success"
"indicator_1388","Still detected - Same issue as shikata, well-known encoder","failure"
"indicator_1389","Architecture mismatch - Ensure target is 64-bit","failure"
"indicator_1390","Payload corruption - Excessive iterations","failure"
"indicator_1391","AES-encrypted executable. Better evasion than encoding but decryption stub may still be signatured.","success"
"indicator_1392","Decryption stub detected - msfvenom's stub is known, use custom loaders","failure"
"indicator_1393","Key visible in strings - Obfuscate key in custom loader","failure"
"indicator_1394","Still flagged - AES alone insufficient, add heuristic evasion","failure"
"indicator_1395","Executable with embedded payload. Template's original functionality may work (-k flag) or be replaced.","success"
"indicator_1396","Template corruption - Choose simple executables (calc, notepad)","failure"
"indicator_1397","Architecture mismatch - Use x64 template for x64 payload","failure"
"indicator_1398","Still detected - Injection method is known, combine with encryption","failure"
"indicator_1399","-k flag breaks payload - Don't use -k if original functionality not needed","failure"
"indicator_1400","Clean: 'OK' or '0 infected'
Detected: Signature name and threat level","success"
"indicator_1401","ClamAV not installed - Download and install from clamav.net","failure"
"indicator_1402","Database outdated - Run freshclam.exe to update","failure"
"indicator_1403","False negatives - ClamAV less comprehensive than commercial AV","failure"
"indicator_1404","No console output. Shellcode executes (e.g., reverse shell connects, Meterpreter session opens).","success"
"indicator_1405","Defender flags VirtualAlloc(PAGE_EXECUTE_READWRITE) - Add encryption or sandbox checks","failure"
"indicator_1406","Compilation error - Ensure .NET 4.0+ framework installed","failure"
"indicator_1407","Shellcode doesn't execute - Verify architecture match (x86 vs x64)","failure"
"indicator_1408","Access denied - May need admin rights depending on payload","failure"
"indicator_1409","Encrypted runner bypasses static signatures. Shellcode executes normally after runtime decryption.","success"
"indicator_1410","Wrong key - Shellcode corrupted, won't execute","failure"
"indicator_1411","Encryption detected by heuristics - Add sleep timers or API checks","failure"
"indicator_1412","Still flagged - Caesar too simple, use XOR or AES instead","failure"
"indicator_1413","XOR encrypted payload bypasses more signatures than Caesar. Decrypts and executes at runtime.","success"
"indicator_1414","Key mismatch - Shellcode corrupted","failure"
"indicator_1415","XOR pattern detected - Use multi-byte key or AES","failure"
"indicator_1416","Still flagged by heuristics - Add sleep timers","failure"
"indicator_1417","In sandbox: Exits immediately (sandbox detected). On real system: Waits 10 seconds then executes payload.","success"
"indicator_1418","Advanced sandboxes may wait out sleep - Use longer delays or combine techniques","failure"
"indicator_1419","User impatience - 10 seconds may alert user, consider shorter sleep","failure"
"indicator_1420","False positive on slow systems - Adjust threshold downward","failure"
"indicator_1421","In sandbox: Exits (NULL returned). On real system: Continues to payload execution.","success"
"indicator_1422","Advanced sandboxes may emulate VirtualAllocExNuma - Use multiple checks","failure"
"indicator_1423","System doesn't support NUMA - Rare but possible, may fail on real systems","failure"
"indicator_1424","Check comparison wrong - Use IntPtr.Zero not null","failure"
"indicator_1425","Shellcode byte array in C# format:
byte[] buf = new byte[xxx] { 0xfc,0x48,0x83,... };","success"
"indicator_1426","Architecture mismatch - Ensure x64 payload for 64-bit target","failure"
"indicator_1427","Port 443 blocked - Use alternate port and update listener","failure"
"indicator_1428","LHOST not reachable - Verify network connectivity","failure"
"indicator_1429","runner.exe created in current directory. No output = success.","success"
"indicator_1430","csc.exe not found - .NET Framework not installed or wrong path","failure"
"indicator_1431","Syntax errors - Check C# code for typos","failure"
"indicator_1432","Permission denied - Write access required in output directory","failure"
"indicator_1433","Wrong architecture - Use Framework64 for x64, Framework for x86","failure"
"indicator_1434","Payload executes with high integrity (admin) without UAC prompt. No console window appears if configured properly.","success"
"indicator_1435","Payload doesn't execute - Increase sleep time before cleanup","failure"
"indicator_1436","UAC prompt appears - Fodhelper patched or monitored by EDR","failure"
"indicator_1437","Registry key persists - Cleanup failed, manually delete HKCU\Software\Classes\ms-settings","failure"
"indicator_1438","No elevation - User is not in Administrators group","failure"
"indicator_1439","Fodhelper.exe not found - Windows 10+ required","failure"
"indicator_1440","EventVwr opens, payload executes with high integrity. Event Viewer may appear briefly.","success"
"indicator_1441","Event Viewer stays open - Normal, close manually or programmatically","failure"
"indicator_1442","Patched on newer Windows - Try FodHelper instead","failure"
"indicator_1443","Registry key lingers - Cleanup failed","failure"
"indicator_1444","Low: Mandatory Label\Low Mandatory Level
Medium: Mandatory Label\Medium Mandatory Level
High: Mandatory Label\High Mandatory Level
System: Mandatory Label\System Mandatory Level","success"
"indicator_1445","Command not recognized - Old Windows version, use alternative methods","failure"
"indicator_1446","No output - User not in Administrators group (UAC bypass won't elevate)","failure"
"indicator_1447","Confused with UAC vs integrity - Medium + Admin group = UAC bypass possible","failure"
"indicator_1448","No AV alert = Bypass likely undetected. AV alert = Need alternate method or additional evasion.","success"
"indicator_1449","False negative - Some AV only alerts on trigger, not registry creation","failure"
"indicator_1450","Test file not created - Bypass blocked or path permissions issue","failure"
"indicator_1451","Macro executes silently when document opens (Auto_Open). Shellcode runs (e.g., Meterpreter callback).","success"
"indicator_1452","Macro security blocks execution - User must enable macros","failure"
"indicator_1453","64-bit Office requires PtrSafe declarations - Use 'Private Declare PtrSafe'","failure"
"indicator_1454","Shellcode doesn't execute - Verify architecture match (x86/x64)","failure"
"indicator_1455","AV blocks VirtualAlloc with PAGE_EXECUTE_READWRITE - Add encryption","failure"
"indicator_1456","Encrypted shellcode decrypts and executes at runtime. Evades static signature scans.","success"
"indicator_1457","Wrong key - Shellcode corrupted, won't execute","failure"
"indicator_1458","Modulo calculation error - Ensure proper wrapping (Mod 256)","failure"
"indicator_1459","Decryption loop detected - Obfuscate variable names","failure"
"indicator_1460","Still flagged - Caesar too weak, use XOR","failure"
"indicator_1461","PowerShell process spawned by wmiprvse.exe (not WINWORD.exe). Breaks behavioral detection chains.","success"
"indicator_1462","WMI blocked by policy - Try WScript.Shell as alternative","failure"
"indicator_1463","PowerShell execution policy - Use -ExecutionPolicy Bypass","failure"
"indicator_1464","Network connection blocked - Ensure firewall allows outbound","failure"
"indicator_1465","Base64 corruption - Use -w0 flag in base64 command","failure"
"indicator_1466","Obfuscated strings bypass simple signature matching. Code executes normally.","success"
"indicator_1467","Over-obfuscation breaks functionality - Test after each obfuscation","failure"
"indicator_1468","Chr() values wrong - Verify ASCII codes","failure"
"indicator_1469","Still detected by heuristics - Combine with encryption and dechaining","failure"
"indicator_1470","Stomped document opens normally, macro executes. VBA editor shows empty/garbage code. Static analysis tools fail to extract meaningful source.","success"
"indicator_1471",".docx format used - Must use legacy .doc format","failure"
"indicator_1472","P-code corrupted - Test before stomping, stomp carefully","failure"
"indicator_1473","Modern Office versions may fail - Works best on Office 2016 and earlier","failure"
"indicator_1474","AV still detects behavior - Stomping only evades static analysis","failure"
"indicator_1475","Macro executes automatically when document opens (if macros enabled).","success"
"indicator_1476","Wrong trigger for Office version - Use multiple for compatibility","failure"
"indicator_1477","Macro security blocks execution - User must enable macros","failure"
"indicator_1478","Nothing happens - Check VBA editor for errors","failure"
"indicator_1479","No error messages displayed","success"
"indicator_1480","Get-Command shows PowerView cmdlets available","success"
"indicator_1481","File not found error","failure"
"indicator_1482","Execution policy restriction","failure"
"indicator_1483","Cannot be loaded because running scripts is disabled","failure"
"indicator_1484","Returns domain object with multiple properties","success"
"indicator_1485","Forest and Name fields populated","success"
"indicator_1486","DomainControllers array contains hostnames","success"
"indicator_1487","Empty output or null result","failure"
"indicator_1488","Access denied errors","failure"
"indicator_1489","Cannot contact domain controller","failure"
"indicator_1490","Returns user object(s) with populated properties","success"
"indicator_1491","Multiple fields displayed per user","success"
"indicator_1492","No access denied errors","success"
"indicator_1493","Access denied","failure"
"indicator_1494","No users returned when domain has users","failure"
"indicator_1495","LDAP query errors","failure"
"indicator_1496","Returns group object(s) with properties","success"
"indicator_1497","Member field shows DNs of members","success"
"indicator_1498","No access denied errors","success"
"indicator_1499","Access denied","failure"
"indicator_1500","Group not found errors","failure"
"indicator_1501","Empty member lists for known populated groups","failure"
"indicator_1502","Returns computer objects with multiple properties","success"
"indicator_1503","DNSHostName and OperatingSystem fields populated","success"
"indicator_1504","List includes workstations and servers","success"
"indicator_1505","Access denied","failure"
"indicator_1506","No computers returned","failure"
"indicator_1507","LDAP query errors","failure"
"indicator_1508","Returns one or more computer hostnames","success"
"indicator_1509","No access denied errors","success"
"indicator_1510","Completes scan without crashes","success"
"indicator_1511","All attempts return access denied","failure"
"indicator_1512","Network connectivity errors","failure"
"indicator_1513","Timeout on all hosts","failure"
"indicator_1514","Returns list of share paths","success"
"indicator_1515","Includes common shares (SYSVOL, NETLOGON, etc.)","success"
"indicator_1516","Shows both default and custom shares","success"
"indicator_1517","No shares returned (unlikely in domain)","failure"
"indicator_1518","All shares return access denied","failure"
"indicator_1519","Network connectivity errors","failure"
"indicator_1520","Returns GPO objects with properties","success"
"indicator_1521","DisplayName and gpcFileSysPath populated","success"
"indicator_1522","Shows both default and custom GPOs","success"
"indicator_1523","No GPOs returned","failure"
"indicator_1524","Access denied to SYSVOL","failure"
"indicator_1525","LDAP query errors","failure"
"indicator_1526","Returns SID in S-1-5-21-X-X-X format","success"
"indicator_1527","SID matches domain structure","success"
"indicator_1528","No errors","success"
"indicator_1529","Empty or null result","failure"
"indicator_1530","Access denied","failure"
"indicator_1531","Not domain-joined error","failure"
"indicator_1532","ZIP file created with timestamp","success"
"indicator_1533","No collection errors","success"
"indicator_1534","File size > 0 bytes (contains data)","success"
"indicator_1535","All collection methods completed","success"
"indicator_1536","Access denied on multiple queries","failure"
"indicator_1537","Empty or tiny output file","failure"
"indicator_1538","LDAP connection errors","failure"
"indicator_1539","Session enumeration failures","failure"
"indicator_1540","[+] VALID USERNAME:","success"
"indicator_1541","Done! Tested","success"
"indicator_1542","successes","success"
"indicator_1543","Network error","failure"
"indicator_1544","Couldn't find any KDCs","failure"
"indicator_1545","context deadline exceeded","failure"
"indicator_1546","[+]","success"
"indicator_1547","SidTypeUser","success"
"indicator_1548","Brute forcing RIDs","success"
"indicator_1549","Found","success"
"indicator_1550","STATUS_ACCESS_DENIED","failure"
"indicator_1551","STATUS_LOGON_FAILURE","failure"
"indicator_1552","Connection refused","failure"
"indicator_1553","sAMAccountName:","success"
"indicator_1554","userPrincipalName:","success"
"indicator_1555","# numEntries:","success"
"indicator_1556","ldap_bind: Invalid credentials","failure"
"indicator_1557","Can't contact LDAP server","failure"
"indicator_1558","Operations error","failure"
"indicator_1559","# numEntries: 0","failure"
"indicator_1560","user:","success"
"indicator_1561","Users on","success"
"indicator_1562","Got domain/workgroup name","success"
"indicator_1563","NT_STATUS_ACCESS_DENIED","failure"
"indicator_1564","Cannot connect to server","failure"
"indicator_1565","Protocol negotiation failed","failure"
"indicator_1566","Guessed password for user:","success"
"indicator_1567","Users guessed are:","success"
"indicator_1568","with password:","success"
"indicator_1569","The user name or password is incorrect","failure"
"indicator_1570","Account locked out","failure"
"indicator_1571","Access denied","failure"
"indicator_1572","[+]","success"
"indicator_1573","(Pwn3d!)","success"
"indicator_1574","valid credentials","success"
"indicator_1575","[-]","failure"
"indicator_1576","STATUS_LOGON_FAILURE","failure"
"indicator_1577","STATUS_ACCOUNT_LOCKED_OUT","failure"
"indicator_1578","Connection refused","failure"
"indicator_1579","[+] VALID LOGIN:","success"
"indicator_1580","Done! Tested","success"
"indicator_1581","successes","success"
"indicator_1582","Network error","failure"
"indicator_1583","Couldn't find any KDCs","failure"
"indicator_1584","context deadline exceeded","failure"
"indicator_1585","[+]","success"
"indicator_1586","(Pwn3d!)","success"
"indicator_1587","valid credentials","success"
"indicator_1588","[-]","failure"
"indicator_1589","Connection refused","failure"
"indicator_1590","Authentication failed","failure"
"indicator_1591","Coercing","success"
"indicator_1592","authentication received","success"
"indicator_1593","Authenticated","success"
"indicator_1594","Connection refused","failure"
"indicator_1595","STATUS_ACCESS_DENIED","failure"
"indicator_1596","Coercion worked!","success"
"indicator_1597","received authentication","success"
"indicator_1598","All methods failed","failure"
"indicator_1599","Connection refused","failure"
"indicator_1600","Got Handle","success"
"indicator_1601","Triggered RPC","success"
"indicator_1602","Print Spooler not running","failure"
"indicator_1603","Access denied","failure"
"indicator_1604","Successfully triggered","success"
"indicator_1605","auth received","success"
"indicator_1606","DFS not available","failure"
"indicator_1607","Access denied","failure"
"indicator_1608","Certificate saved","success"
"indicator_1609","Base64 certificate","success"
"indicator_1610","Template not found","failure"
"indicator_1611","Access denied","failure"
"indicator_1612","Output: '[DC] <DOMAIN>.com will be the domain'","success"
"indicator_1613","Output: '[DC] <DC_FQDN> will be the DC server'","success"
"indicator_1614","Output: '[DC] <DOMAIN>\<USERNAME> will be the user account'","success"
"indicator_1615","Output: 'Object RDN : <username>'","success"
"indicator_1616","Output: 'SAM Username : <username>'","success"
"indicator_1617","Output: 'Hash NTLM: [32-character hex hash]'","success"
"indicator_1618","Output may include: 'ntlm-0:', 'ntlm-1:' (password history)","success"
"indicator_1619","Output may include: 'aes256-cts-hmac-sha1-96:' (Kerberos AES keys)","success"
"indicator_1620","ERROR kuhl_m_lsadump_dcsync ; GetNCChanges: 0x00002105 (8453)","failure"
"indicator_1621","ERROR: The attempted operation did not complete","failure"
"indicator_1622","Access is denied","failure"
"indicator_1623","The RPC server is unavailable","failure"
"indicator_1624","The user name or password is incorrect","failure"
"indicator_1625","ERROR: Object not found","failure"
"indicator_1626","Output: 'SAM Username : krbtgt'","success"
"indicator_1627","Output: 'Object RDN : krbtgt'","success"
"indicator_1628","Output: 'RID  : 000001f6 (502)' - krbtgt always has RID 502","success"
"indicator_1629","Output: 'User Account Control : 00000202 ( ACCOUNTDISABLE NORMAL_ACCOUNT )'","success"
"indicator_1630","Output: 'Hash NTLM: [32-character hex]' - THIS IS THE PRIZE","success"
"indicator_1631","Optional: 'aes256-cts-hmac-sha1-96: [64-character hex]' - For AES Golden Tickets","success"
"indicator_1632","ERROR 0x00002105 (Access Denied)","failure"
"indicator_1633","RPC server unavailable","failure"
"indicator_1634","Object not found","failure"
"indicator_1635","Output: 'SAM Username : Administrator'","success"
"indicator_1636","Output: 'RID  : 000001f4 (500)' - Administrator always RID 500","success"
"indicator_1637","Output: 'Hash NTLM: [32-character hex hash]'","success"
"indicator_1638","Output: 'User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )'","success"
"indicator_1639","Password may have history: 'ntlm- 1:', 'ntlm- 2:' (older password hashes)","success"
"indicator_1640","ERROR 0x00002105 (Access Denied)","failure"
"indicator_1641","Object not found","failure"
"indicator_1642","Output contains: 'Domain : <DOMAIN> / S-1-5-21-...'","success"
"indicator_1643","Output contains: 'RID  : 000001f6 (502)' (krbtgt RID)","success"
"indicator_1644","Output contains: 'User : krbtgt'","success"
"indicator_1645","Output contains: 'NTLM : [32-character hex hash]'","success"
"indicator_1646","Hash format: 32 hexadecimal characters (example: 1693c6cefafffc7af11ef34d1c788f47)","success"
"indicator_1647","ERROR kuhl_m_lsadump_dcsync ; GetNCChanges: 0x00002105","failure"
"indicator_1648","Access is denied","failure"
"indicator_1649","The attempted operation did not complete because the user does not have the necessary access rights","failure"
"indicator_1650","The RPC server is unavailable","failure"
"indicator_1651","Output contains: 'Privilege '20' OK' (from privilege::debug)","success"
"indicator_1652","Output contains: 'Domain : <DOMAIN> / S-1-5-21-...'","success"
"indicator_1653","Output contains: 'RID  : 000001f6 (502)'","success"
"indicator_1654","Output contains: 'User : krbtgt'","success"
"indicator_1655","Output contains: 'NTLM : [32-character hex hash]'","success"
"indicator_1656","Multiple account hashes displayed (Administrator, Guest, krbtgt, etc.)","success"
"indicator_1657","Handle on memory (0x00000000)","failure"
"indicator_1658","ERROR kuhl_m_lsadump_lsa ; LsaRetrievePrivateData: 0x00000002","failure"
"indicator_1659","Mimikatz requires Local System privileges","failure"
"indicator_1660","Access is denied","failure"
"indicator_1661","Output: 'Ticket(s) purge for current session is OK'","success"
"indicator_1662","Verification with klist shows: 'No credentials cached' or empty ticket list","success"
"indicator_1663","ERROR kuhl_m_kerberos_purge","failure"
"indicator_1664","Access is denied","failure"
"indicator_1665","Unable to purge tickets","failure"
"indicator_1666","Output: 'User      : <username>'","success"
"indicator_1667","Output: 'Domain    : <domain> (NETBIOS_NAME)'","success"
"indicator_1668","Output: 'SID       : S-1-5-21-...'","success"
"indicator_1669","Output: 'User Id   : 500' (default RID)","success"
"indicator_1670","Output: 'Groups Id : *513 512 520 518 519' (privileged groups)","success"
"indicator_1671","Output: 'ServiceKey: [hash] - rc4_hmac_nt'","success"
"indicator_1672","Output: 'Golden ticket for '<user> @ <domain>' successfully submitted for current session'","success"
"indicator_1673","Ticket visible in: klist (shows Client: <user> @ <domain>, Server: krbtgt/<domain> @ <domain>)","success"
"indicator_1674","ERROR kuhl_m_kerberos_golden","failure"
"indicator_1675","Data length error","failure"
"indicator_1676","SID is too long","failure"
"indicator_1677","KRB_AP_ERR_MODIFIED","failure"
"indicator_1678","Output: '[*] Action: Build TGT'","success"
"indicator_1679","Output: '[*] Building PAC'","success"
"indicator_1680","Output: '[*] Domain         : <DOMAIN>'","success"
"indicator_1681","Output: '[*] SID            : S-1-5-21-...'","success"
"indicator_1682","Output: '[*] Username       : <username>'","success"
"indicator_1683","Output: '[*] Groups         : 512,513,518,519,520' (privileged groups)","success"
"indicator_1684","Output: '[+] Ticket successfully imported!' (if /ptt used)","success"
"indicator_1685","Verification with: Rubeus.exe klist (shows injected TGT)","success"
"indicator_1686","[X] Error: Invalid domain SID","failure"
"indicator_1687","[X] Error: Invalid hash format","failure"
"indicator_1688","[X] Unable to import ticket","failure"
"indicator_1689","User is not a member of the domain","failure"
"indicator_1690","Output contains: '#0>     Client: <username> @ <DOMAIN>'","success"
"indicator_1691","Output contains: '        Server: krbtgt/<domain> @ <DOMAIN>' (indicates TGT)","success"
"indicator_1692","Output contains: '        KerbTicket Encryption Type: RC4-HMAC-NT' (or AES256-CTS-HMAC-SHA1-96)","success"
"indicator_1693","Output contains: '        Ticket Flags 0x40e10000' (forwardable, renewable, initial, pre_authent)","success"
"indicator_1694","Start Time and End Time show valid dates (End Time far in future for Golden Ticket)","success"
"indicator_1695","Renew Time shows date far in future (default: 10 years for Golden Ticket)","success"
"indicator_1696","Current LogonId is 0:0x0","failure"
"indicator_1697","No credentials cached","failure"
"indicator_1698","Cached Tickets: (0)","failure"
"indicator_1699","klist failed with 0x...: The system cannot find the file specified","failure"
"indicator_1700","Output: 'PsExec v2.4 - Execute processes remotely'","success"
"indicator_1701","Output: 'Copyright (C) 2001-2022 Mark Russinovich'","success"
"indicator_1702","New command prompt opens showing target system","success"
"indicator_1703","Prompt shows: 'C:\Windows\system32>'","success"
"indicator_1704","Commands execute on remote system (verify with: hostname, ipconfig)","success"
"indicator_1705","whoami shows domain\username (your impersonated account)","success"
"indicator_1706","whoami /groups shows Domain Admins, Enterprise Admins membership","success"
"indicator_1707","Couldn't access <TARGET>:","failure"
"indicator_1708","Access is denied.","failure"
"indicator_1709","The network path was not found","failure"
"indicator_1710","The user name or password is incorrect","failure"
"indicator_1711","There are currently no logon servers available to service the logon request","failure"
"indicator_1712","Output: 'Ticket(s) purge for current session is OK'","success"
"indicator_1713","klist shows: 'No credentials cached' or 'Cached Tickets: (0)'","success"
"indicator_1714","Next domain authentication uses legitimate credentials (generates new TGT)","success"
"indicator_1715","ERROR kuhl_m_kerberos_purge","failure"
"indicator_1716","Access is denied","failure"
"indicator_1717","Saving ticket in <USERNAME>.ccache","success"
"indicator_1718","Ticket saved","success"
"indicator_1719","Invalid hash format","failure"
"indicator_1720","Error creating ticket","failure"
"indicator_1721","offset","success"
"indicator_1722","adjust time server","success"
"indicator_1723","no server suitable for synchronization found","failure"
"indicator_1724","[+] TGT request successful!","success"
"indicator_1725","Ticket successfully imported!","success"
"indicator_1726","KDC_ERR_PREAUTH_FAILED","failure"
"indicator_1727","Client not found in Kerberos database","failure"
"indicator_1728","Name","success"
"indicator_1729","PasswordLastSet","success"
"indicator_1730","UAC","success"
"indicator_1731","$krb5asrep$","success"
"indicator_1732","Kerberos SessionError","failure"
"indicator_1733","KDC_ERR_C_PRINCIPAL_UNKNOWN","failure"
"indicator_1734","KRB_AP_ERR_SKEW","failure"
"indicator_1735","Name","success"
"indicator_1736","MemberOf","success"
"indicator_1737","PasswordLastSet","success"
"indicator_1738","UAC","success"
"indicator_1739","No entries","failure"
"indicator_1740","KDC_ERR_C_PRINCIPAL_UNKNOWN","failure"
"indicator_1741","SamAccountName","success"
"indicator_1742","DistinguishedName","success"
"indicator_1743","AS-REP hash:","success"
"indicator_1744","$krb5asrep$","success"
"indicator_1745","No users found","failure"
"indicator_1746","Access denied","failure"
"indicator_1747","Unhandled Rubeus exception","failure"
"indicator_1748","samaccountname","success"
"indicator_1749","memberof","success"
"indicator_1750","pwdlastset","success"
"indicator_1751","Access denied","failure"
"indicator_1752","Get-DomainUser : The term 'Get-DomainUser' is not recognized","failure"
"indicator_1753","useraccountcontrol set","success"
"indicator_1754","Success","success"
"indicator_1755","Access denied","failure"
"indicator_1756","Insufficient access rights","failure"
"indicator_1757","useraccountcontrol set","success"
"indicator_1758","Success","success"
"indicator_1759","Access denied","failure"
"indicator_1760","[TARGET]: PS C:\Users\username>","success"
"indicator_1761","Prompt changes to show remote computer name","success"
"indicator_1762","Commands execute on remote system","success"
"indicator_1763","WinRM cannot process the request","failure"
"indicator_1764","Access is denied","failure"
"indicator_1765","Connecting to remote server failed","failure"
"indicator_1766","The WinRM client cannot process the request","failure"
"indicator_1767","Command output returned","success"
"indicator_1768","PSComputerName property shows source of output (for multi-host)","success"
"indicator_1769","No error messages","success"
"indicator_1770","WinRM cannot process the request","failure"
"indicator_1771","Access is denied","failure"
"indicator_1772","Cannot validate argument on parameter 'ScriptBlock'","failure"
