"command_id","alternative_command_id"
"john-incremental-mode","hashcat-mask-attack"
"ad-sid-whoami-extract","ad-sid-powerview-domain"
"ad-sid-whoami-extract","ad-sid-wmic-extract"
"ad-sid-powerview-domain","ad-sid-whoami-extract"
"ad-sid-powerview-domain","ad-sid-wmic-extract"
"ad-sid-wmic-extract","ad-sid-whoami-extract"
"ad-sid-wmic-extract","ad-sid-powerview-domain"
"ps-get-group-members-basic","powerview-get-netgroupmember"
"ps-nested-group-check-member-type","powerview-get-netgroupmember"
"ps-nested-group-recursive-function","powerview-get-netgroupmember"
"ps-get-last-nested-user","powerview-get-netuser"
"ps-find-new-domain-admin","powerview-get-netgroupmember"
"powerview-get-domaingroup-recursive","ps-nested-group-recursive-function"
"ps-powerview-get-user-details","ps-get-last-nested-user"
"ps-extract-flag-from-user","ps-get-last-nested-user"
"ps-nested-group-one-liner","powerview-get-domaingroup-recursive"
"bloodhound-analyze-paths","bloodhound-cypher-query"
"bloodhound-analyze-paths","powerview-find-localadminaccess"
"bloodhound-analyze-paths","powerview-get-netuser"
"bloodhound-cypher-query","bloodhound-analyze-paths"
"bloodhound-python-all-collection","ldapsearch-users-ad"
"bloodhound-python-dconly","bloodhound-python-all-collection"
"bloodhound-python-pth","bloodhound-python-all-collection"
"bloodhound-python-pth","bloodhound-python-kerberos"
"bloodhound-python-kerberos","bloodhound-python-all-collection"
"bloodhound-python-kerberos","bloodhound-python-pth"
"bloodhound-python-specific-collection","bloodhound-python-all-collection"
"bloodhound-python-specific-collection","bloodhound-python-dconly"
"bloodhound-python-ldaps","bloodhound-python-all-collection"
"bloodhound-python-computerfile","bloodhound-python-all-collection"
"ps-ldap-directorysearcher","ldapsearch-users-ad"
"ps-ldap-directorysearcher","get-netuser"
"nessus-scan","nmap-vuln-scan"
"nessus-scan","nikto-scan"
"nessus-scan","whatweb-enum"
"burp-intruder","wfuzz-params"
"burp-intruder","ffuf-param-fuzz"
"burp-intruder","wfuzz-dir"
"burp-scanner","nikto-scan"
"burp-scanner","sqlmap-basic"
"burp-scanner","wfuzz-params"
"wfuzz-z-file","ffuf-dir-fuzz"
"wfuzz-z-file","gobuster-dir"
"wfuzz-z-file","wfuzz-params"
"wfuzz-post-login-brute","hydra-http-post-form"
"wfuzz-post-login-brute","ffuf-param-fuzz"
"wfuzz-post-login-brute","burp-intruder"
"dirbuster","gobuster-dir"
"dirbuster","ffuf-dir-fuzz"
"masscan-full-tcp","nmap-port-check"
"masscan-full-tcp","nmap-service-scan"
"gpp-decrypt-python-script","get-gpppassword"
"manual-hash-generation-loop","john-show-cracked"
"calculate-keyspace","hash-rate-benchmark"
"hash-rate-benchmark","calculate-keyspace"
"ps-get-current-domain","powerview-get-netdomain"
"rule-append-digit","rule-capitalize-append"
"rule-append-digit","rule-prepend-year"
"rule-prepend-year","rule-append-digit"
"rule-prepend-year","create-policy-rules"
"rule-capitalize-append","rule-append-digit"
"rule-capitalize-append","create-policy-rules"
"hashcat-test-rules","john-test-rules"
"john-test-rules","hashcat-test-rules"
"hashcat-best64-rules","hashcat-rockyou-rules"
"hashcat-best64-rules","john-rules-attack"
"hashcat-rockyou-rules","john-rules-attack"
"create-policy-rules","rule-append-digit"
"create-policy-rules","rule-capitalize-append"
"create-policy-rules","rule-prepend-year"
"hashcat-md5-crack","john-wordlist-attack"
"hashcat-sha256-crack","john-wordlist-attack"
"hashcat-ntlm-crack","john-wordlist-attack"
"hashcat-rule-attack","john-rules-attack"
"hashcat-rule-attack","hashcat-best64-rules"
"hashcat-keepass-crack","john-keepass-crack"
"hashcat-ssh-key-crack","john-ssh-key-crack"
"hashcat-mask-attack","hashcat-increment"
"hashcat-mask-attack","john-incremental-mode"
"hashcat-hybrid-attack","hashcat-rule-attack"
"hashcat-hybrid-attack","hashcat-mask-attack"
"hashcat-show-cracked","john-show-cracked"
"hashcat-increment","hashcat-mask-attack"
"hashcat-increment","john-incremental-mode"
"hashcat-custom-charset","hashcat-mask-attack"
"hashcat-bcrypt-crack","john-wordlist-attack"
"hashcat-sha512crypt-crack","john-wordlist-attack"
"hydra-ssh-single-user","hydra-ssh-user-list"
"hydra-ssh-user-list","hydra-ssh-single-user"
"hydra-rdp-spray","crackmapexec-smb-spray"
"hydra-rdp-spray","hydra-smb-attack"
"hydra-http-post-form","wfuzz-post-login-brute"
"hydra-http-post-form","ffuf-param-fuzz"
"hydra-smb-attack","crackmapexec-smb-spray"
"hydra-smb-attack","hydra-rdp-spray"
"hydra-custom-port","hydra-ssh-single-user"
"hydra-combo-attack","hydra-ssh-single-user"
"post-vss-ntds-exfil-combo","ad-dcsync-impacket-secretsdump-user"
"post-vss-ntds-exfil-combo","ad-vssadmin-create-shadow"
"post-nc-receive-zip-secretsdump","ft-nc-receive"
"python-http-server","python-m-simplehttpserver"
"wget-download","curl-upload"
"wget-download","certutil-download"
"wget-download","powershell-download"
"curl-upload","wget-download"
"curl-upload","nc-file-transfer"
"curl-upload","base64-transfer"
"certutil-download","powershell-download"
"powershell-download","certutil-download"
"smb-server","python-http-server"
"smb-server","ftp-transfer"
"nc-file-transfer","wget-download"
"nc-file-transfer","base64-transfer"
"rdesktop-disk-share","smb-server"
"rdesktop-disk-share","scp-transfer"
"base64-transfer","nc-file-transfer"
"base64-transfer","curl-upload"
"ftp-transfer","python-m-simplehttpserver"
"php-download","wget-download"
"php-download","curl-upload"
"cat-etc-group","check-docker-group"
"stat-var-run","linux-suid-find"
"docker-run-pid","docker-run-pid-2"
"docker-run-pid","docker-mount-escape"
"docker-run-pid","docker-privileged-escape"
"docker-run-pid-2","docker-run-pid"
"docker-run-pid-2","docker-mount-escape"
"docker-run-pid-2","docker-privileged-escape"
"cat-etc-sudoers","cat-etc-sudoers-2"
"cat-etc-sudoers","check-sudo-privs"
"cat-etc-shadow","cat-etc-shadow-2"
"cat-etc-shadow-2","cat-etc-shadow"
"grep-r-etc","grep-r-etc"
"grep-r-etc","grep-file"
"docker-run-v","docker-mount-escape"
"grep-r-private","grep-r-etc"
"grep-r-private","find-name-authorized"
"cat-etc-sudoers-2","cat-etc-sudoers"
"cat-etc-sudoers-2","check-sudo-privs"
"wget-o-https","curl-upload"
"wget-o-https","file-transfer-python-http"
"ls-la-bin","linux-suid-find"
"getcap-bin-systemctl","linux-capabilities"
"getcap-bin-systemctl","searchsploit-linux-capability"
"test-shadow-file","cat-etc-shadow"
"test-sudo-without","linux-sudo-list"
"test-sudo-without","gtfobins-sudo-lookup"
"use-cp-command","tar-create"
"bash-dev-tcp-download","file-transfer-curl"
"bash-dev-tcp-download","file-transfer-wget"
"bash-dev-tcp-download","file-transfer-nc-push"
"invoke-watson","win-privesc-winpeas"
"find-suid-usr-bin","find-suid-binaries"
"searchsploit-linux-capability","searchsploit"
"searchsploit-linux-capability","gtfobins-lookup"
"gtfobins-capability-lookup","searchsploit-linux-capability"
"powershell-wget-alias","certutil-download"
"windows-hashcat-crack-ntlm","windows-hashcat-crack-ntlm-file"
"windows-hashcat-crack-ntlm","john-wordlist-attack"
"windows-hashcat-crack-ntlm-file","windows-hashcat-crack-ntlm"
"windows-hashcat-crack-ntlm-file","john-wordlist-attack"
"windows-rdp-xfreerdp","ad-pass-the-hash-impacket-psexec"
"windows-rdp-xfreerdp","evil-winrm-shell"
"linux-privesc-linpeas","linux-privesc-linenum"
"linux-privesc-linpeas","linux-unix-privesc-check-nc"
"linux-privesc-linenum","linux-linpeas-http"
"linux-privesc-linenum","linux-privesc-linenum"
"linux-suid-find","linux-privesc-linpeas"
"linux-suid-find","linux-privesc-linenum"
"linux-sudo-list","linux-privesc-linpeas"
"linux-sudo-list","linux-privesc-linenum"
"linux-sudo-list","linux-sudo-check"
"linux-cron-enum","linux-privesc-linpeas"
"linux-cron-enum","linux-cron-jobs"
"linux-writable-etc-passwd","linux-writable-passwd"
"linux-writable-etc-passwd","linux-find-world-writable"
"linux-capabilities","linux-privesc-linpeas"
"linux-capabilities","linux-privesc-linenum"
"linux-kernel-exploit","cat-proc-version"
"linux-kernel-exploit","linux-kernel-version"
"linux-writable-services","linux-privesc-linpeas"
"linux-nfs-no-root-squash","linux-nfs-root-squash"
"linux-nfs-no-root-squash","showmount-e-localhost"
"linux-docker-escape","linux-privesc-linpeas"
"linux-path-hijack","linux-privesc-linpeas"
"linux-ssh-keys","linux-privesc-linpeas"
"linux-mysql-udf","linux-mysql-root"
"linux-sudo-check","linux-sudo-list"
"linux-sudo-check","linux-privesc-linpeas"
"linux-cron-jobs","linux-cron-enum"
"linux-cron-jobs","linux-privesc-linpeas"
"linux-writable-passwd","linux-writable-etc-passwd"
"linux-writable-passwd","linux-find-world-writable"
"linux-kernel-version","linux-kernel-exploit"
"linux-kernel-version","cat-proc-version"
"linux-linpeas","linux-privesc-linpeas"
"linux-linpeas","linux-privesc-linenum"
"linux-mysql-root","linux-mysql-udf"
"linux-nfs-root-squash","showmount-e-localhost"
"linux-nfs-root-squash","linux-nfs-no-root-squash"
"linux-systemctl-privesc","getcap-bin-systemctl"
"linux-systemctl-privesc","linux-writable-services"
"linux-wildcard-injection","linux-privesc-linpeas"
"linux-unix-privesc-check-nc","linux-linpeas-http"
"linux-unix-privesc-check-nc","linux-linpeas-nc"
"linux-unix-privesc-check-nc","linux-suid-find"
"linux-find-world-writable","linux-find-writable-etc-focused"
"linux-find-world-writable","linux-writable-passwd"
"linux-find-world-writable","linux-unix-privesc-check-nc"
"linux-find-writable-etc-focused","linux-find-world-writable"
"linux-find-writable-etc-focused","linux-writable-passwd"
"linux-find-writable-etc-focused","linux-test-file-writable"
"linux-linpeas-http","linux-linpeas-nc"
"linux-linpeas-http","linux-linpeas"
"linux-linpeas-http","linux-unix-privesc-check-nc"
"linux-linpeas-nc","linux-linpeas-http"
"linux-linpeas-nc","linux-linpeas"
"linux-linpeas-nc","linux-unix-privesc-check-nc"
"linux-linpeas-save-output","linux-linpeas-http"
"linux-linpeas-save-output","linux-linpeas"
"linux-linpeas-save-output","linux-parse-linpeas-writable"
"linux-test-file-writable","linux-writable-passwd"
"linux-test-file-writable","linux-find-world-writable"
"linux-test-file-writable","linux-find-writable-etc-focused"
"linux-check-shadow-readable","linux-find-world-writable"
"linux-check-shadow-readable","linux-test-file-writable"
"linux-parse-linpeas-writable","linux-find-world-writable"
"linux-parse-linpeas-writable","linux-find-writable-etc-focused"
"linux-parse-linpeas-writable","linux-linpeas-save-output"
"linux-find-writable-services-systemd","linux-writable-services"
"linux-find-writable-services-systemd","linux-systemctl-privesc"
"invoke-mimikatz-remote","procdump-lsass"
"invoke-mimikatz-remote","comsvcs-lsass-dump"
"procdump-lsass","invoke-mimikatz-remote"
"procdump-lsass","comsvcs-lsass-dump"
"pypykatz-parse","secretsdump-hashes"
"comsvcs-lsass-dump","procdump-lsass"
"comsvcs-lsass-dump","invoke-mimikatz-remote"
"ps-get-process-owner","win-tasklist-verbose"
"file-transfer-python-http","exfil-uploadserver"
"file-transfer-wget","file-transfer-curl"
"file-transfer-wget","bash-dev-tcp-download"
"file-transfer-wget","file-transfer-nc-push"
"file-transfer-curl","file-transfer-wget"
"file-transfer-curl","file-transfer-dev-tcp"
"file-transfer-certutil","bitsadmin-download"
"file-transfer-powershell-download","file-transfer-certutil"
"file-transfer-powershell-download","file-transfer-bitsadmin"
"file-transfer-smb","file-transfer-powershell-download"
"file-transfer-smb","file-transfer-certutil"
"file-transfer-nc-push","file-transfer-nc-pull"
"file-transfer-nc-push","file-transfer-curl"
"file-transfer-nc-push","file-transfer-wget"
"exfil-uploadserver","file-transfer-python-http"
"exfil-uploadserver","exfil-smb-upload"
"exfil-powershell-upload","exfil-smb-upload"
"exfil-powershell-upload","exfil-nc-tcp-upload"
"exfil-powershell-upload","exfil-powershell-base64"
"exfil-smb-upload","exfil-powershell-upload"
"exfil-smb-upload","exfil-nc-tcp-upload"
"exfil-nc-tcp-upload","file-transfer-nc-pull"
"exfil-nc-tcp-upload","exfil-powershell-upload"
"exfil-powershell-base64","file-transfer-base64"
"exfil-powershell-base64","exfil-powershell-upload"
"exfil-curl-upload","file-transfer-nc-pull"
"exfil-curl-upload","file-transfer-scp"
"ps-get-localuser","win-net-user-local"
"ps-get-localgroup","win-net-localgroup"
"ps-get-localgroupmember","win-net-localgroup-members"
"win-net-user-local","ps-get-localuser"
"win-net-localgroup","ps-get-localgroup"
"win-net-localgroup-members","ps-get-localgroupmember"
"win-runas-cmd","evil-winrm-shell"
"win-runas-cmd","ps-winrm-credential-setup"
"win-privesc-winpeas","win-privesc-powerup"
"win-privesc-powerup","win-privesc-winpeas"
"win-systeminfo","windows-whoami-privs"
"win-unquoted-service-paths","get-unquotedservice"
"win-weak-service-perms","get-modifiableservicefile"
"win-always-install-elevated","win-potato-exploits"
"win-always-install-elevated","win-unquoted-service-paths"
"win-potato-exploits","win-always-install-elevated"
"win-sam-system-backup","ad-sam-dump-reg-save"
"win-sam-system-backup","crackmapexec-sam-dump"
"win-group-membership","powerview-get-netgroup"
"windows-whoami-privs","whoami-all"
"windows-systeminfo","get-computerinfo"
"windows-unquoted-service","win-unquoted-service-paths"
"windows-unquoted-service","get-unquotedservice"
"windows-alwaysinstallelevated","win-privesc-winpeas"
"windows-alwaysinstallelevated","win-privesc-powerup"
"windows-scheduled-tasks","get-scheduledtask"
"windows-scheduled-tasks","win-schtasks-list-all"
"windows-scheduled-tasks","win-wmic-scheduled-job"
"windows-service-permissions","sc-sdshow-service"
"windows-potato-attacks","win-potato-exploits"
"windows-sam-system-backup","ad-sam-dump-reg-save"
"windows-sam-system-backup","crackmapexec-sam-dump"
"windows-stored-credentials","windows-autologon"
"windows-stored-credentials","mimikatz-sekurlsa-logonpasswords"
"windows-autologon","win-privesc-winpeas"
"windows-autologon","win-privesc-powerup"
"windows-pass-the-hash","ad-pass-the-hash-crackmapexec"
"windows-pass-the-hash","ad-pass-the-hash-impacket-psexec"
"windows-kerberoasting","rubeus-kerberoast"
"get-aduser","powerview-get-netuser"
"get-aduser","net-user-domain-list"
"get-adgroup","powerview-get-netgroup"
"get-adgroup","net-group-domain-list"
"get-adgroupmember","powerview-get-netgroupmember"
"get-adgroupmember","net-group-domain-list"
"get-adcomputer","powerview-get-netcomputer"
"get-computerinfo","win-systeminfo"
"get-computerinfo","get-ciminstance"
"get-itemproperty","get-itemproperty"
"get-itemproperty","windows-search-sensitive-files"
"get-acl","powerview-get-objectacl"
"get-acl","ad-acl-enumeration-by-sid"
"get-scheduledtask","windows-scheduled-tasks"
"get-scheduledtask","get-scheduledtask"
"get-unquotedservice","win-sc-query-services"
"import-module-activedirectory","import-powerview"
"import-powersploit","import-powerview"
"import-powersploit","import-powerup"
"get-service","get-service"
"get-service","systemctl-running-services"
"powershell-runas-basic","fodhelper-uac-bypass"
"powershell-runas-basic","eventvwr-uac-bypass"
"powershell-runas-output-redirect","fodhelper-uac-bypass"
"powershell-runas-output-redirect","eventvwr-uac-bypass"
"powershell-runas-output-redirect","powershell-runas-keepopen"
"powershell-runas-keepopen","fodhelper-uac-bypass"
"powershell-runas-keepopen","eventvwr-uac-bypass"
"powershell-runas-download-execute","fodhelper-uac-bypass"
"powershell-runas-download-execute","eventvwr-uac-bypass"
"powershell-runas-download-execute","win-privesc-powerup"
"linux-passwd-privesc","execute-suid-exploit-find"
"linux-quick-privesc-enum","find-suid-binaries"
"linux-full-privesc-check","linux-quick-privesc-enum"
"linux-gtfobins-suid-filter","filter-suid-binaries"
"linux-suid-vuln-check","find-suid-binaries"
"linux-cron-hijack-suid","linux-cron-hijack-revshell"
"linux-cron-hijack-revshell","linux-cron-hijack-suid"
"windows-search-sensitive-files","powerview-find-localadminaccess"
"windows-search-sensitive-files","ps-search-credentials"
"windows-net-use-smb-connect","ad-pass-the-hash-impacket-psexec"
"windows-net-use-smb-connect","ad-pass-the-hash-impacket-wmiexec"
"powerview-enumerate-spns","impacket-getuserspns-kerberoast"
"powerview-enumerate-spns","get-aduser"
"ps-search-desktop-flags","grep-r-private"
"ps-search-desktop-flags","windows-flag-finder-cmd"
"ps-search-desktop-flags","windows-flag-finder-ps"
"ps-search-desktop-flags","linux-flag-finder"
"windows-flag-finder-cmd","linux-flag-finder"
"windows-flag-finder-cmd","ps-search-desktop-flags"
"windows-flag-finder-cmd","windows-flag-finder-ps"
"windows-flag-finder-ps","linux-flag-finder"
"windows-flag-finder-ps","ps-search-desktop-flags"
"windows-flag-finder-ps","windows-flag-finder-cmd"
"windows-flag-finder-ps","windows-flag-finder-ps-simple"
"windows-flag-finder-ps-simple","windows-flag-finder-ps"
"windows-flag-finder-ps-simple","windows-flag-finder-cmd"
"ps-enum-processes","ps-enum-processes-wmi"
"ps-enum-processes","ps-enum-processes-nonstandard"
"ps-enum-processes-wmi","ps-enum-processes"
"ps-enum-processes-nonstandard","ps-enum-processes"
"ps-search-keepass-db","ps-search-password-files"
"ps-search-app-config","ps-search-config-files"
"ps-search-user-documents","ps-search-password-files"
"ps-search-password-files","ps-search-keepass-db"
"ps-search-password-files","ps-search-user-documents"
"win-service-binary-enum-running","win-wmic-service-path"
"win-service-binary-enum-running","win-ps-get-service-details"
"win-icacls-binary-check","win-get-acl-check"
"win-service-startmode-check","win-sc-query-config"
"win-net-stop-service","win-sc-stop-service"
"win-cross-compile-adduser","win-msfvenom-service-exe"
"win-msfvenom-service-exe","win-cross-compile-adduser"
"execute-sudo-exploit","sudo-exploit-find"
"execute-sudo-exploit","sudo-exploit-vim"
"execute-sudo-exploit","sudo-exploit-python"
"execute-sudo-exploit","sudo-exploit-less"
"execute-sudo-exploit","sudo-exploit-nmap"
"ps-type-file","ps-get-content"
"docker-privileged-escape","docker-mount-escape"
"docker-socket-mount","docker-mount-escape"
"find-suid-binaries","linux-suid-find"
"execute-suid-exploit-find","execute-suid-exploit-find"
"execute-suid-exploit-find","execute-suid-exploit-find"
"execute-suid-exploit-find","execute-sudo-exploit"
"verify-root-access-suid","cat-etc-shadow"
"procdump-lsass-dump","comsvcs-lsass-dump"
"procdump-lsass-dump","mimikatz-sekurlsa-logonpasswords"
"pypykatz-parse-lsass","mimikatz-sekurlsa-logonpasswords"
"comsvcs-lsass-dump","procdump-lsass-dump"
"comsvcs-lsass-dump","mimikatz-sekurlsa-logonpasswords"
"winrm-enter-pssession","winrm-new-pssession"
"winrm-enter-pssession","winrm-invoke-command"
"winrm-enter-pssession","evil-winrm-creds"
"winrm-new-pssession","winrm-enter-pssession"
"winrm-new-pssession","winrm-invoke-command"
"winrm-invoke-command","winrm-new-pssession"
"winrm-invoke-command","evil-winrm-creds"
"winrm-invoke-command","wmi-invoke-method"
"winrm-winrs","winrm-invoke-command"
"winrm-winrs","evil-winrm-creds"
"evil-winrm-creds","evil-winrm-hash"
"evil-winrm-creds","winrm-enter-pssession"
"evil-winrm-creds","psexec-impacket-shell"
"evil-winrm-hash","evil-winrm-creds"
"evil-winrm-hash","psexec-impacket-shell"
"winrm-revshell-invoke","wmi-powershell-revshell"
"psexec-impacket-shell","psexec-sysinternals"
"psexec-impacket-shell","smbexec-impacket-fileless"
"psexec-impacket-shell","wmi-impacket-exec"
"psexec-impacket-shell","evil-winrm-creds"
"psexec-sysinternals","psexec-impacket-shell"
"psexec-sysinternals","psexec-sysinternals-interactive"
"psexec-sysinternals-interactive","psexec-sysinternals"
"smbexec-impacket-fileless","psexec-impacket-shell"
"smbexec-impacket-fileless","wmi-impacket-exec"
"smbexec-impacket-fileless","evil-winrm-creds"
"nc-listener-setup","socat-listener"
"bash-reverse-shell","python-reverse-shell"
"bash-reverse-shell","netcat-reverse-shell-mkfifo"
"msfvenom-windows-reverse-tcp","msfvenom-windows-meterpreter"
"msfvenom-linux-reverse-tcp","bash-reverse-shell"
"msfvenom-linux-reverse-tcp","python-reverse-shell"
"msfvenom-php-webshell","php-reverse-shell"
"netcat-reverse-shell-mkfifo","bash-reverse-shell"
"netcat-reverse-shell-mkfifo","python-reverse-shell"
"python-reverse-shell","bash-reverse-shell"
"python-reverse-shell","perl-reverse-shell"
"python-reverse-shell","netcat-reverse-shell-mkfifo"
"perl-reverse-shell","bash-reverse-shell"
"perl-reverse-shell","python-reverse-shell"
"perl-reverse-shell","netcat-reverse-shell-mkfifo"
"php-reverse-shell","msfvenom-php-webshell"
"php-reverse-shell","msfvenom-php-reverse"
"php-reverse-shell","web-shell-php"
"overpass-mimikatz-pth","overpass-rubeus-asktgt"
"passticket-mimikatz-inject","passticket-rubeus-ptt"
"passticket-mimikatz-inject","rubeus-ptt"
"passticket-rubeus-ptt","passticket-mimikatz-inject"
"overpass-rubeus-asktgt","overpass-mimikatz-pth"
"pth-mimikatz-sekurlsa","pth-impacket-psexec"
"pth-mimikatz-sekurlsa","pth-evil-winrm"
"pth-mimikatz-sekurlsa","pth-cme-spray"
"pth-impacket-psexec","pth-impacket-wmiexec"
"pth-impacket-psexec","pth-impacket-smbexec"
"pth-impacket-psexec","pth-evil-winrm"
"pth-impacket-wmiexec","pth-impacket-psexec"
"pth-impacket-wmiexec","pth-impacket-smbexec"
"pth-impacket-smbexec","pth-impacket-psexec"
"pth-impacket-smbexec","pth-impacket-wmiexec"
"pth-evil-winrm","pth-impacket-psexec"
"pth-evil-winrm","pth-impacket-wmiexec"
"pth-cme-spray","pth-impacket-psexec"
"pth-cme-exec","pth-impacket-psexec"
"impacket-psexec","impacket-smbexec"
"impacket-psexec","impacket-wmiexec"
"impacket-psexec","ad-pass-the-hash-impacket-psexec"
"impacket-smbexec","impacket-psexec"
"impacket-smbexec","impacket-wmiexec"
"impacket-wmiexec","impacket-psexec"
"impacket-wmiexec","impacket-smbexec"
"impacket-wmiexec","ad-pass-the-hash-impacket-wmiexec"
"impacket-secretsdump","ad-dcsync-secretsdump-user"
"impacket-secretsdump","ad-dcsync-secretsdump-all"
"impacket-secretsdump","crackmapexec-sam-dump"
"msf-set-option","msf-setg-option"
"msf-setg-option","msf-set-option"
"msf-db-import","msf-db-nmap"
"evil-winrm-upload-file","certutil-download"
"evil-winrm-upload-file","file-transfer-powershell-download"
"evil-winrm-upload-file","smbclient-connect"
"evil-winrm-download-file","smbclient-connect"
"evil-winrm-download-file","nc-file-transfer"
"mysql-connect-basic","sqli-union-mysql-info"
"postgres-connect-basic","postgres-direct-connect"
"postgres-connect-basic","sqli-union-postgresql-info"
"nc-reverse-shell","bash-reverse-shell"
"nc-reverse-shell","python-reverse-shell"
"nc-reverse-shell","netcat-reverse-shell-mkfifo"
"powershell-reverse-shell","msfvenom-windows-reverse"
"powershell-reverse-shell","msfvenom-windows-exe"
"powershell-reverse-shell","msfvenom-powershell-reverse"
"msfvenom-linux-elf","msfvenom-linux-reverse-tcp"
"msfvenom-windows-exe","msfvenom-linux-reverse-tcp"
"searchsploit","searchsploit-cve-lookup"
"searchsploit","searchsploit-service-version"
"web-shell-php","powershell-reverse-shell"
"web-shell-php","nc-reverse-shell"
"web-shell-php","bash-reverse-shell"
"searchsploit-cve-lookup","searchsploit"
"searchsploit-cve-lookup","searchsploit-service-version"
"searchsploit-service-version","searchsploit"
"searchsploit-service-version","searchsploit-cve-lookup"
"searchsploit-copy-exploit","searchsploit"
"searchsploit-copy-exploit","searchsploit-cve-lookup"
"searchsploit-copy-exploit","searchsploit-service-version"
"nmap-script-help","nmap-script-args"
"nmap-script-help","nmap-vuln-scan"
"nmap-script-args","nmap-script-help"
"nmap-script-args","nmap-vuln-scan"
"gobuster-dir-common","gobuster-dir-custom"
"gobuster-dir-common","gobuster-dir"
"gobuster-dir-custom","gobuster-dir-common"
"gobuster-dir-custom","gobuster-dir"
"nikto-comprehensive","nikto-scan"
"nikto-comprehensive","gobuster-dir-common"
"nikto-comprehensive","whatweb-technology-detection"
"dcom-mmc20-revshell","psexec-impacket-shell"
"dcom-shellbrowserwindow","dcom-shellwindows"
"msf-session-command","msf-session-interact"
"wmi-legacy-wmic","wmi-invoke-method"
"wmi-legacy-wmic","wmi-new-cimsession"
"wmi-legacy-wmic","wmi-impacket-exec"
"wmi-invoke-method","wmi-new-cimsession"
"wmi-invoke-method","wmi-impacket-exec"
"wmi-invoke-method","wmi-legacy-wmic"
"wmi-new-cimsession","wmi-invoke-method"
"wmi-new-cimsession","wmi-impacket-exec"
"wmi-impacket-exec","psexec-impacket-shell"
"wmi-impacket-exec","smbexec-impacket-fileless"
"wmi-impacket-exec","evil-winrm-shell"
"wmi-cme-exec","wmi-impacket-exec"
"mysql-connect-interactive","mysql-connect-basic"
"smbmap-enumerate-auth","smbmap-shares"
"smbmap-enumerate-auth","smbclient-connect"
"grep-metasploit-exploits","searchsploit-service-version"
"msfvenom-linux-x86-shell","msfvenom-linux-elf"
"msfvenom-linux-x64-meterpreter","msfvenom-linux-elf"
"msfvenom-windows-shell-tcp","msfvenom-windows-exe"
"msfvenom-windows-meterpreter-tcp","msfvenom-windows-exe"
"google-exploitdb-search","searchsploit-service-version"
"google-exploitdb-search","searchsploit-cve-lookup"
"curl-web-server-verify","whatweb-technology-id"
"whatweb-technology-id","curl-web-server-verify"
"nc-listener-non-staged","rlwrap-nc-listener"
"nc-listener-non-staged","msf-handler-setup"
"rlwrap-nc-listener","nc-listener-non-staged"
"ls-metasploit-auxiliary","msfconsole-search"
"msfvenom-windows-x64-meterpreter-tcp","msfvenom-windows-meterpreter-tcp"
"msfvenom-linux-x64-meterpreter-non-staged","msfvenom-linux-x64-meterpreter"
"rubeus-ptt","passticket-mimikatz-inject"
"rubeus-ptt","pth-mimikatz-sekurlsa"
"msf-show-auxiliary","msf-search-auxiliary"
"msfvenom-php-reverse","php-reverse-shell"
"msfvenom-python-reverse","python-reverse-shell"
"msfvenom-bash-reverse","bash-reverse-shell"
