"id","flag","explanation"
"01d9adcd8f304d6a","--filter-method","Test only specific methods"
"20441b8290300d8f","--filter-protocol","Test only specific protocols (MS-RPRN, MS-EFSR, etc.)"
"27b399d95a640a6b","--adcs","Enable ADCS relay mode"
"38ee1f67d141a53a","--template","Certificate template to request"
"c86456687d2468a2","lsadump::dcsync","Mimikatz module that performs DC synchronization attack. Simulates the behavior of a domain controller requesting password data via Directory Replication Service Remote Protocol (MS-DRSR). This is NOT memory dumping - it's a network-based attack using legitimate AD replication APIs. CRITICAL: Requires Domain Admin or replication rights (DS-Replication-Get-Changes, DS-Replication-Get-Changes-All)."
"d6a6261332a7cb1d","/user:<DOMAIN>\<USERNAME>","Specifies the target account to replicate. Format must include domain prefix (DOMAIN\user or DOMAIN.COM\user). The backslash must be escaped in some contexts (double backslash in scripts). Common targets: krbtgt (RID 502), Administrator (RID 500), service accounts (SPN-based accounts like sqlsvc, backup-svc). WHY specific user: Reduces noise and log volume compared to dumping all hashes."
"0c16a96f151e7664","Optional: /domain:<DOMAIN_FQDN>","Explicitly specify target domain FQDN. Usually auto-detected from /user parameter, but useful in multi-domain forests or when current domain context is ambiguous. Example: /domain:corp.com"
"808af291fecf0c3b","Optional: /dc:<DC_FQDN>","Target specific domain controller. Auto-detected by default (uses closest DC), but useful for targeting specific DCs or troubleshooting replication issues. Example: /dc:DC1.corp.com"
"47452a7a3ddbb7d1","/user:krbtgt","The Kerberos Ticket Granting Ticket account. This is a DISABLED built-in account (cannot be used for authentication directly). Its ONLY purpose is password hash storage for TGT encryption. CRITICAL: The krbtgt password is randomly generated at domain creation and ONLY changes during domain functional level upgrades (Server 2003 -> 2008+). In mature environments, this hash may be 10+ years old, providing extremely stable persistence."
"55137dfea2babbb4","Why krbtgt is critical","With krbtgt hash, you can create Golden Tickets (forged TGTs) that grant Domain Admin rights to ANY user. These tickets are valid until krbtgt password changes (rare). The DC cannot revoke Golden Tickets because they're cryptographically valid. This is the ULTIMATE persistence mechanism in Active Directory."
"bfe56bc583ca5868","/user:Administrator","The built-in domain administrator account (SID S-1-5-21-<domain>-500). CANNOT be deleted or removed from Administrators group. Often renamed for security (query with RID 500 instead), but still usable. WHY target this: (1) Often has weak/default password, (2) Cannot be locked out (useful for password spraying), (3) Maximum privileges for lateral movement."
"0aa035dbcdd05811","/domain","Target domain's Fully Qualified Domain Name (FQDN). Example: corp.com, internal.local, ad.example.com. CRITICAL: Use the FQDN format, not NetBIOS name. The DCSync protocol requires proper domain specification for replication requests."
"7cfd93cd83909f0e","lsadump::lsa","Mimikatz module that dumps the Local Security Authority (LSA) secrets from memory. LSA stores sensitive security information including cached domain credentials, service account passwords, and the krbtgt hash. This method requires running Mimikatz ON the Domain Controller itself with local admin privileges."
"89beacbf7ee48e3d","/patch","Patches LSASS.exe memory to bypass security protections that prevent credential dumping. This temporarily modifies the LSASS process in-memory to disable safeguards. CRITICAL: Use 'privilege::debug' first to obtain SeDebugPrivilege, which is required for LSASS memory access. The /patch flag is necessary on modern Windows Server versions (2012+) due to enhanced LSA protections."
"64444240b44af2c8","kerberos::purge","Mimikatz module that removes all Kerberos tickets from the current logon session's ticket cache. Equivalent to 'klist purge' but works even when klist fails. This clears both TGTs (Ticket Granting Tickets) and TGS tickets (service tickets). CRITICAL: Purge tickets BEFORE creating a Golden Ticket to ensure Windows uses the forged ticket instead of cached legitimate tickets. The purge only affects the current session - other logged-in users retain their tickets."
"6c725f3bf1531480","kerberos::golden","Mimikatz module for forging Kerberos tickets (both TGTs and TGS). When used with /krbtgt parameter, it creates a Golden Ticket (TGT). The forged ticket is encrypted with the krbtgt password hash, making it indistinguishable from legitimate TGTs issued by the KDC. Windows systems trust this ticket because it has valid encryption."
"05b1dd9ddfceac0a","/user","Account name to impersonate in the forged ticket. CRITICAL: As of July 2022 Microsoft security updates, this MUST be an existing domain account. Prior to this update, fictional usernames worked. Use a real low-privileged account (e.g., 'jen', 'bob') - the ticket's group memberships grant Domain Admin rights regardless of the real account's privileges. WHY: This provides stealth - using 'Administrator' is obvious, using 'jen' with DA rights is subtle."
"d3d567ff3861c547","/sid","Domain Security Identifier WITHOUT the RID (Relative Identifier). Format: S-1-5-21-XXXXXXXXXX-XXXXXXXXXX-XXXXXXXXXX. CRITICAL: Exclude the user RID (the last segment after the final hyphen). Example: if 'whoami /user' shows 'S-1-5-21-1987370270-658905905-1781884369-1105', use only 'S-1-5-21-1987370270-658905905-1781884369'. WHY: The /user parameter adds the user RID automatically. The /sid parameter is the DOMAIN SID, not a user SID."
"846943bbb60ee7b5","/krbtgt","NTLM password hash of the krbtgt account (32 hex characters). This is the secret key used to encrypt TGTs. By possessing this hash, we can forge TGTs that the domain controller will trust and decrypt. The KDC has no way to distinguish our forged TGT from a legitimate one because the encryption is valid. CRITICAL: This is the most sensitive credential in Active Directory - protect it carefully."
"4805cc6a3c83ff36","/ptt","Pass The Ticket - automatically inject the forged ticket into the current session's Kerberos ticket cache after creation. Without this flag, the ticket is only created but not used. WITH /ptt: Ticket is immediately usable for authentication. Alternative: Use /ticket parameter to save to file, then 'kerberos::ptt <file>' to inject later. WHY /ptt: Streamlines the attack - create and use in one command."
"eba09c1d3f0f9fa8","Default: /id:500","Mimikatz automatically sets the forged user's RID to 500 (built-in Administrator). This doesn't change the /user value shown in the ticket, but affects internal ticket structure. WHY 500: Ensures maximum compatibility and privileges."
"d989257cbb550ade","Default: /groups:513,512,520,518,519","Mimikatz automatically adds the user to the most privileged groups: 512 (Domain Admins), 513 (Domain Users), 518 (Schema Admins), 519 (Enterprise Admins), 520 (Group Policy Creator Owners). These group memberships grant domain-wide administrative access. The domain controller trusts these group claims because the ticket encryption is valid."
"2fb91c765405fbfd","golden","Rubeus command for Golden Ticket creation. Rubeus is a C# toolset for Kerberos abuse, compiled as a .NET assembly. Advantage over Mimikatz: Pure C#, doesn't touch LSASS, better AV/EDR evasion, can be loaded reflectively via PowerShell or Cobalt Strike's execute-assembly."
"16f6094fef6e8a0e","/rc4","NTLM hash of krbtgt account. In Rubeus, RC4 encryption is specified with /rc4 flag (unlike Mimikatz which uses /krbtgt). WHY RC4: Fastest encryption, widest compatibility. Tradeoff: RC4 is deprecated and monitored by modern SOCs. For evasion, use /aes256 instead (requires AES krbtgt key)."
"8a0b9cb703dd180b","Alternative: /aes256:<AES_KEY>","Use AES256 encryption instead of RC4. Requires AES256 krbtgt key (obtain with: lsadump::dcsync /domain:<DOMAIN> /user:krbtgt). BENEFIT: AES256 is the modern encryption standard, less suspicious than RC4. Many SOC rules alert on RC4 ticket usage. EXAM NOTE: AES keys may not be available in older lab environments."
"d77feffc794e91a5","klist","Native Windows command (part of Windows since Server 2008) that displays cached Kerberos tickets for the current logon session. Shows TGTs (Ticket Granting Tickets) and TGS tickets (service tickets). NO FLAGS REQUIRED for basic listing. Useful for verifying ticket injection success, checking ticket lifetimes, and troubleshooting Kerberos authentication issues."
"1d5a17def3e14d5d","Optional: klist tickets","Same as 'klist' without arguments - displays tickets for current session."
"80e7ca05f99607c9","Optional: klist purge","Deletes all tickets from current session (equivalent to mimikatz kerberos::purge)."
"669ff6aefbe53d3e","Optional: klist sessions","Lists all logon sessions on the system (requires admin privileges). Useful for seeing all users' tickets."
"03f6a321f7c464cc","PsExec.exe","Sysinternals tool for executing commands on remote Windows systems via SMB. When provided with a FQDN/hostname, PsExec uses Kerberos authentication. It will automatically use any cached Kerberos tickets (like our Golden Ticket) for authentication. CRITICAL: Use hostname/FQDN (\\DC1), not IP (\\192.168.50.70). IPs force NTLM authentication which bypasses Kerberos."
"960077111e658751","\\<TARGET_FQDN>","UNC path to target system using hostname. Format: \\HOSTNAME or \\HOSTNAME.DOMAIN.COM. Windows networking automatically selects Kerberos when FQDN is used. WHY: Kerberos requires Service Principal Names (SPNs) which are based on hostnames, not IPs. Using IP forces fallback to NTLM authentication."
"4267acb1e6891b2c","cmd.exe","Command to execute on remote system. PsExec launches this in an interactive shell with SYSTEM privileges by default. Alternatives: powershell.exe (interactive PowerShell), whoami /groups (verify group memberships), ipconfig (verify you're on target)."
"6a048cd8473f8ffa","Default behavior","PsExec uses current session's credentials. With Golden Ticket injected, this means domain-administrative access via forged Kerberos ticket. PsExec doesn't know the ticket is forged - it's valid Kerberos authentication."
"d06d9ee7dc3d2332","-nthash","NTLM hash of krbtgt account (obtained via DCSync)"
"f14ce435e42e4858","-domain-sid","Domain SID (obtain with lookupsid.py or from DCSync output)"
"13bba4d314a73c4b","-domain","Target domain FQDN"
"1cd412ae91e24b4d","asktgt","Request TGT from KDC"
"a88036476125d790","/password","User password (alt: /rc4, /aes256 for hash)"
"aef91781fce40d68","-format","Hash format - Options: hashcat (default), john. Use hashcat for mode 18200 compatibility"
"262236d9e3c47267","-no-pass","Unauthenticated enumeration - No password required (useful for external assessments)"
"0ba5eab5e98f9249","asreproast","AS-REP roasting mode - Automatically find and extract hashes from vulnerable users"
"ee8bc1817405a2b0","/nowrap","Disable line wrapping in hash output - CRITICAL for Hashcat compatibility (prevents newlines in hash)"
"c7c2a16ade7f9568","/format","Output format - Options: hashcat (default), john. Use hashcat for mode 18200"
"9d71890b524fa952","/dc","Domain controller - Specify DC if multiple DCs exist: /dc:DC1.corp.com"
"860e3173e9d11dc4","-PreauthNotRequired","Filter for users with 'DONT_REQ_PREAUTH' UAC flag (AS-REP roastable)"
"0c95f89b6ca2d02b","-Properties","Specify properties to retrieve - Useful properties: samaccountname (username), memberof (groups), pwdlastset (password age), lastlogon (activity), admincount (privileged account indicator)"
"417fcbeca4144455","-Identity","Target specific user - Syntax: -Identity username"
"f88006847f0e9b2b","-LDAPFilter","Custom LDAP filter - Advanced users only"
"dd919f84cd97c3d5","-Server","Specify domain controller - Syntax: -Server DC1.corp.com"
"8fab7645b88d7516","-XOR","XOR operation on userAccountControl - 4194304 is the DONT_REQ_PREAUTH flag (0x400000). XOR toggles the flag without affecting other UAC bits."
"a0ac26030e824863","-Verbose","Show detailed output for confirmation"
"9f3edaf5c887dc06","-Set","Alternative to -XOR - Directly set UAC value (more dangerous, can overwrite other flags)"
"82a8d95ba805003b","-Credential","Specify alternate credentials: Enter-PSSession -ComputerName <TARGET> -Credential CORP\admin"
"12d8aaf05aeb34b6","-ScriptBlock","PowerShell code to execute on remote system. Enclosed in curly braces {}."
"fc7909d52b4e0f54","-FilePath","Execute local script on remote system: Invoke-Command -ComputerName <TARGET> -FilePath C:\Scripts\script.ps1"
"40ed964031986887","-Authentication","Specify authentication method: -Authentication Negotiate (default), Kerberos, Basic"
"184e94aaedd0839d","-Force","Skip confirmation prompts - enables remoting silently"
"7bf8688dd3d7276c","-SkipNetworkProfileCheck","Enable remoting even on Public network profiles (normally blocked for security)"
"7568e9fb1828faad","Test-Path","PowerShell cmdlet to test if path exists and is accessible"
"474b168e8ae22252","\\\\<TARGET>\\C$","Administrative share path. C$ = C: drive root (ADMIN$ = Windows directory, IPC$ = inter-process communication)"
"bfacc29c337997d9","/persistent:no","Don't save connection (optional - prevents persistence across reboots)"
"156ec37449b8f27b","/delete","Disconnect from share: net use \\<TARGET>\C$ /delete"
"430b553e4f52a4bd","/s","Recursive listing (subdirectories): dir \\<TARGET>\<SHARE> /s"
"ae3181cdbde2e570","/b","Bare format (file names only, no details): dir \\<TARGET>\<SHARE> /b"
"670f722d419458cc","/a","Show all files including hidden/system: dir \\<TARGET>\<SHARE> /a"
"daa550bffe227a15","/Y","Suppress confirmation prompt for overwriting files: copy /Y <LOCAL> \\<TARGET>\C$\<REMOTE>"
"c1d451564ea27df5","list shadows","VSS operation to enumerate all shadow copies. Shows creation time, volume name, and shadow copy device path needed for file access."
"aef19180ae4608a0","vssadmin","Native Windows Volume Shadow Copy Service administration tool. Requires elevated privileges (Administrator or Backup Operators group)."
"6a5f9b9449e329ee","sc query","Service Control query operation. Returns service status, type, and current state without modification."
"3dd011efe5b93b72","vss","Volume Shadow Copy Service (VSS). Service name for shadow copy backend. Display name: 'Volume Shadow Copy'. Required for all shadow copy operations."
"798c3bbb50dd72d1","create shadow","VSS operation to create new shadow copy snapshot. Creates point-in-time copy of entire volume, including locked files (NTDS.dit, SAM, SYSTEM)."
"4db7449af86de878","/for","Specifies target volume by drive letter. Format: /for=C: (with colon). Shadow copy captures ALL files on volume at creation moment - later file changes NOT reflected in snapshot."
"73d1c1c8ef16cf1b","-nw","No-writers option. Disables VSS writers (application-aware snapshot components). ADVANTAGE: Significantly speeds up shadow copy creation (seconds vs minutes). SAFE for NTDS.dit extraction - database consistency handled by AD itself. Writers only needed for application-level consistency (SQL, Exchange). EXAM TIP: Always use -nw for speed."
"df79a2ac5d036b47","vshadow.exe","Microsoft signed binary from Windows SDK. REQUIRES UPLOAD to target DC. Download: Windows SDK → Debugging Tools → vshadow.exe (x64/x86). Bypasses UAC due to Microsoft signature. ALTERNATIVE: vssadmin (built-in, no upload)."
"2c5fefe5bdae9b55","diskshadow","Native Windows shadow copy scripting utility. ADVANTAGE: Built-in, scriptable, supports complex operations (expose, import, break). More powerful than vssadmin. SCRIPT COMMANDS: 'set context persistent nowriters' (equivalent to vshadow -nw -p), 'add volume C:' (select volume), 'create' (execute snapshot), 'expose %vssc% Z:' (mount as drive letter for easy access)."
"702f3d8d122cc381","Script file format","Plain text, one command per line. Example:
set context persistent nowriters
set metadata C:\Windows\Temp\meta.cab
set verbose on
add volume C:
begin backup
create
end backup
(Creates shadow copy without writers, similar to vshadow -nw -p)"
"62b4119c9c4380b3","shadowcopy call create","WMIC invocation of Win32_ShadowCopy WMI class Create method. Programmatic shadow copy creation via WMI. Alternative to VSS command-line tools."
"e677f75d37f39ca9","Volume","WMI property specifying target volume. MUST include trailing backslash (C:\). Without backslash, command fails silently. Format critical: Volume=C:\ (correct) vs Volume=C: (incorrect)."
"c544516e8e0ec9ee","wmic","Windows Management Instrumentation Command-line tool. DEPRECATED since Windows 10 21H1 / Server 2022. Removed in future Windows versions. Microsoft recommends PowerShell (Invoke-WmiMethod or Invoke-CimMethod) instead. STILL WORKS on: Windows 7/8/10 (pre-21H1), Server 2012/2016/2019."
"d4e47a890cbe8478","\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy","Special Windows object namespace path to access shadow copy volumes. \\?\ prefix bypasses Win32 file name parsing, allows long paths and special device access. GLOBALROOT exposes NT kernel object namespace. Shadow copy devices incremented: HarddiskVolumeShadowCopy1, HarddiskVolumeShadowCopy2, etc."
"0999aa37632534ae","\Windows\NTDS\ntds.dit","Default location of Active Directory database on domain controllers. Contains ALL domain credentials (NTLM hashes, Kerberos keys), user objects, group memberships, GPOs. File locked during normal operation (cannot copy directly) - shadow copy bypasses lock by accessing point-in-time snapshot."
"3981ae5c1215058d","copy command","Native Windows file copy. ADVANTAGE: Built-in, no upload. Can copy locked files from shadow volumes (locked in main filesystem). Alternative: robocopy (more robust, resumable), xcopy (older systems)."
"fb8a75bf24132771","Output path .bak extension","Convention to distinguish shadow copy from live database. Prevents accidental confusion. Extension irrelevant - file is exact binary copy of NTDS.dit at shadow creation time."
"0b7518f3d7b51ed7","reg save","Registry export operation. Saves binary copy of registry hive to file. Binary format (NOT .reg text export) - includes SAM, SECURITY, SYSTEM hives for offline parsing. Alternative: reg export (text format, not suitable for credential extraction)."
"c1fbd76b7c8cc526","HKLM\SYSTEM","HKEY_LOCAL_MACHINE\SYSTEM hive. Contains system configuration, services, drivers, and CRITICAL: Boot Key (syskey) for NTDS.dit decryption. Boot key encrypts PEK (Password Encryption Key) stored in NTDS.dit. Without SYSTEM hive, NTDS.dit credentials cannot be decrypted."
"9152636e42ed7008","SYSTEM hive structure","Boot key derived from 4 registry keys (JD, Skew1, GBG, Data) in SYSTEM\CurrentControlSet\Control\Lsa\{JD,Skew1,GBG,Data} class data. Impacket's secretsdump uses boot key to decrypt NTDS.dit PEK (Password Encryption Keys List), then decrypts individual password hashes."
"ebf4863bd004d8ae","Why SYSTEM not SECURITY/SAM","For NTDS.dit: Only SYSTEM needed (boot key sufficient). For local account extraction (non-DC): Need both SYSTEM + SAM (local hashes) OR SYSTEM + SECURITY (cached domain credentials, LSA secrets). DC credentials stored in NTDS.dit, not SAM/SECURITY."
"ad5adbf36b610271","impacket-secretsdump","Impacket tool for extracting credentials from various sources (NTDS.dit, SAM, LSA, DCSync). Python-based, Kali pre-installed (apt install impacket-scripts). Offline mode parses local files without network access to target."
"db2d5fbe03e9e586","-ntds","Path to NTDS.dit database file (transferred from DC). File contains ALL domain objects, credentials, metadata. Binary ESE (Extensible Storage Engine) database format - requires parsing tools (secretsdump, ntdsutil, DSInternals PowerShell module)."
"c2c2a3b9477983b9","LOCAL","Keyword instructing secretsdump to parse local files (offline mode). NO network connection to target. Alternative modes: DOMAIN/user:password@IP (live DCSync), SAM/SECURITY file parsing. LOCAL mode safest (passive, no network footprint)."
"04a3bb9cef07c6c4","Output format","domain\username:RID:LMhash:NThash::: (one per line). Example: CORP\Administrator:500:aad3b435b51404eeaad3b435b51404ee:2892d26cdf84d7a70e2eb3b9f05c425e::: LMhash field often empty (aad3b...ee = empty LM). NThash is NTLM hash for Pass-the-Hash. Also outputs Kerberos keys (AES256, AES128, DES) for Kerberos attacks."
"1768a02c6a270615","delete shadows","VSS operation to remove shadow copies. Frees disk space (10-30% of volume size), eliminates forensic evidence of shadow copy creation/usage."
"3cdee2a652c73bca","/quiet","Suppress confirmation prompts. Non-interactive deletion (required for scripting). WITHOUT /quiet: User prompted 'Do you really want to delete X shadow copies? [Y/N]' for each operation. WITH /quiet: Immediate deletion, no prompts."
"07cdb4d40f7deb3e","-just-dc-user","Extracts credentials for ONLY the specified user using DRSUAPI (Directory Replication Service API). This is the DCSync operation - impacket impersonates a domain controller and requests credential replication for the target user. OUTPUT FORMAT: domain\user:RID:LMhash:NThash::: followed by Kerberos keys. COMPARISON:
- -just-dc-user <user>: Single user (fast, 1-5 seconds, stealthy)
- -just-dc-ntlm: All users, NTLM hashes only (faster than -just-dc, 30-120 seconds)
- -just-dc: All users, full credential dump (NTLM, Kerberos keys, password history, 1-10 minutes)

For OSCP exam: Use -just-dc-user for targeted extraction (krbtgt, specific admin). Use -just-dc-ntlm for full domain dump if needed.

WHY 'just-dc': Indicates DCSync method (vs -sam for SAM database, -ntds for NTDS.dit file extraction, -security for SECURITY hive)."
"0562b71ce2af3150","DOMAIN/USERNAME:PASSWORD@DC_IP","Authentication string format. COMPONENTS:
- DOMAIN: Can be NetBIOS (CORP) or FQDN (corp.com) - secretsdump handles both
- USERNAME: Domain admin or user with replication rights (Domain Admins, Enterprise Admins, or custom ACL)
- PASSWORD: Plaintext password. SPECIAL CHARACTERS: Bash interprets !, $, `, etc. - escape with backslash OR use single quotes around entire command
- DC_IP: Domain controller IP or FQDN. RECOMMENDATION: Use IP to avoid DNS issues (192.168.50.70 instead of DC1.corp.com)

ALTERNATIVE AUTHENTICATION FORMATS:
- Hash authentication: -hashes :NTLM_HASH (Pass-the-Hash)
  Example: impacket-secretsdump -hashes :2892d26cdf84d7a70e2eb3b9f05c425e corp.com/administrator@192.168.50.70
- Kerberos ticket: -k -no-pass (requires TGT in KRB5CCNAME cache)
- AES key: -aesKey <hex_key> (Kerberos authentication with AES key)

QUOTING RULES:
- Single quotes: '<domain>/<user>:<pass>@<dc>' - Prevents bash expansion (RECOMMENDED)
- Double quotes: ""<domain>/<user>:<pass>@<dc>"" - Bash expands variables/special chars (use \! for !)
- No quotes: Fails if password contains special chars (!, $, `, &, |, ;, <, >, etc.)"
"7f046ded5e5e23a7","Get-DomainObjectAcl","PowerView function that retrieves Access Control Lists (ACLs) for Active Directory objects. Returns discretionary access control entries (DACEs) showing WHO has WHAT permissions on an object. For DCSync validation, we query the domain root object's ACL to see who has replication rights. Requires PowerView module (Import-Module PowerView.ps1). ALTERNATIVES: Get-Acl (native PowerShell but output less readable), dsacls.exe (Windows built-in, cmd-line tool)."
"90727951464427a0","-DistinguishedName 'DC=corp,DC=com'","Specifies the Active Directory object to query ACLs for. Distinguished Name (DN) is the full LDAP path to an object. Format: DC=<domain>,DC=<tld> for domain root. EXAMPLES:
- Single domain: DC=corp,DC=com
- Subdomain: DC=subdomain,DC=corp,DC=com
- With OUs: OU=Servers,DC=corp,DC=com

For DCSync, we MUST query the domain root object (DC=corp,DC=com) because replication rights are granted at domain level, not OU level. GET DN AUTOMATICALLY: (Get-ADDomain).DistinguishedName OR $((Get-Domain).distinguishedname) (PowerView)."
"163d7143bca23918","-ResolveGUIDs","Translates ObjectType and ObjectAceType GUIDs into human-readable names. WITHOUT this flag, output shows GUIDs like {1131f6aa-9c07-11d1-f79f-00c04fc2dcd2} (meaningless). WITH -ResolveGUIDs, shows 'DS-Replication-Get-Changes' (actionable). PERFORMANCE: Slower (requires additional LDAP queries to schema), but essential for analysis. FOR DCSYNC, KEY GUIDS:
- 1131f6aa-9c07-11d1-f79f-00c04fc2dcd2 = DS-Replication-Get-Changes
- 1131f6ad-9c07-11d1-f79f-00c04fc2dcd2 = DS-Replication-Get-Changes-All
BOTH are required for full DCSync capability."
"c44da1c3cc760bfb","? {($_.ObjectAceType -match 'Replication')}","PowerShell filter (Where-Object shorthand: ?) to show ONLY ACEs related to replication. $_.ObjectAceType is the permission type (e.g., 'DS-Replication-Get-Changes'). -match 'Replication' uses regex to find any permission containing 'Replication'. WHY FILTER: Domain root object has 100+ ACEs (Domain Admins, Enterprise Admins, Backup Operators, etc.). Filtering shows only DCSync-relevant permissions (Replication-related). ALTERNATIVE FILTERS:
- ? {$_.ObjectAceType -eq 'DS-Replication-Get-Changes'} (exact match)
- ? {$_.ObjectAceType -like '*Replication*'} (wildcard match)"
"a83a6b3f79d17b52","$_.SecurityIdentifier -match $(ConvertTo-SID $env:USERNAME)","Filters ACEs to show ONLY permissions granted to the current user. $_.SecurityIdentifier is the SID of the principal (user/group) who has the permission. ConvertTo-SID $env:USERNAME converts current username to SID. -match compares SIDs. RESULT: Shows if YOU (current user) have replication rights. TO CHECK SPECIFIC USER: Replace $env:USERNAME with 'jeffadmin'. TO CHECK SPECIFIC GROUP: ConvertTo-SID 'Domain Admins'. TO SEE ALL PRINCIPALS: Remove this filter (shows everyone with replication rights, useful for attack planning)."
"babb88194292947e","net group","Windows built-in command for querying group information in Active Directory. Operates at the domain level (not local groups). This is the fastest native method to check group membership without requiring additional tools."
"4a3847f397052965","""Domain Admins""","Built-in privileged group (SID S-1-5-21-<domain>-512) that has full administrative access across the entire domain. Members automatically receive the extended rights required for DCSync: Replicating Directory Changes, Replicating Directory Changes All, and Replicating Directory Changes in Filtered Set. CRITICAL: Quote the group name because it contains a space."
"759d441e47e3e673","whoami","Built-in Windows utility that displays security information about the current user and their access token. No installation required, works on all Windows versions from XP onwards. Faster than 'net user' because it queries the local security token instead of contacting the DC."
"d136777cabf85617","/groups","Display all security groups the current user belongs to, including SIDs, types, and attributes. Shows both domain and local groups. CRITICAL: Check for 'Domain Admins' (S-1-5-21-<domain>-512), 'Enterprise Admins' (S-1-5-21-<root-domain>-519), or 'Administrators' (S-1-5-32-544). Any of these groups grant DCSync capabilities."
"a067498c9aa90f1d","Get-Acl 'AD:\<DOMAIN_DN>'","PowerShell cmdlet to retrieve Access Control List for the domain root object. The 'AD:' drive must be mounted (requires RSAT Active Directory module). This shows ALL permissions on the domain object, including replication rights."
"af3bb5ed1ef08f1f","ObjectType GUIDs","1131f6aa-9c07-11d1-f79f-00c04fc2dcd2 = DS-Replication-Get-Changes (basic replication). 1131f6ad-9c07-11d1-f79f-00c04fc2dcd2 = DS-Replication-Get-Changes-All (sensitive data including password hashes). BOTH are required for DCSync. Domain Admins have these by default."
"9c482ead820eaa6b","IdentityReference filter","Matches the user or group being checked. Format: DOMAIN\Username. This filters the ACL to show only permissions for the specified identity."
"35c60b74a5a7287b","ActiveDirectoryRights","The specific permissions granted. For DCSync, you need 'ExtendedRight' with the replication ObjectType GUIDs. Generic permissions like 'GenericAll' also grant replication rights."
"97c370cbd39f8102","privilege::debug","Enables SeDebugPrivilege for the current process. This Windows privilege allows debugging of processes you don't own, specifically required to access LSASS memory. WHY REQUIRED: LSASS runs as SYSTEM - even local admins need SeDebugPrivilege to read its memory. SUCCESS: Outputs 'Privilege '20' OK'. FAILURE: 'ERROR kuhl_m_privilege_simple ; RtlAdjustPrivilege (20) c0000061' indicates insufficient privileges."
"cf628c40f394f1a6","sekurlsa::logonpasswords","Dumps credentials from LSASS memory for all authenticated sessions. Extracts: (1) Plaintext passwords (if WDigest enabled or stored), (2) NTLM hashes (LM and NTLM), (3) Kerberos tickets (TGT/TGS), (4) SHA1 hashes. WHY THIS WORKS: Windows caches credentials in memory for Single Sign-On. Credentials persist until reboot or logoff. CRITICAL: Service sessions ('Service from 0') often contain Domain Admin credentials even without interactive logons."
"2bdd6cd1374b3cc8","exit","Cleanly exits Mimikatz after commands execute. WHY: When chaining commands with quotes, 'exit' prevents interactive prompt. Example: mimikatz.exe ""cmd1"" ""cmd2"" ""exit"" runs all commands then terminates. Alternative: Redirect output to file for offline analysis: ... ""exit"" > logonpasswords.txt"
"85d2668dcf37d81a","/export","Save tickets to .kirbi files in current directory"
"6ead25d6be25e658","sekurlsa::tickets","Extracts Kerberos tickets from LSASS memory. Windows caches Kerberos TGT (Ticket Granting Ticket) and TGS (Service Ticket) for authenticated sessions. WHY THIS MATTERS: Tickets can be reused for authentication without passwords or hashes. TGT lifetime: typically 10 hours. TGS lifetime: varies by service."
"03a56908baf41724","Ticket types","Type 2 = TGT (Ticket Granting Ticket) - reusable for any service. Type 0 = TGS (Service Ticket) - specific service only. CRITICAL: TGT is most valuable (works for all services). TGS only works for one service (e.g., cifs/SERVER for SMB access)."
"3a747f0b352b0594","/ticket","Path to .kirbi file or base64-encoded ticket to inject"
"810f3e11fd415c2a","Use case","Run this BEFORE attempting sekurlsa commands to verify you have necessary privileges. Faster than running full credential extraction only to fail. TIME SAVED: 30 seconds to verify vs 2 minutes to attempt full extraction and fail."
"2dbc58dd071ff04d","--host","Domain controller"
"20d634700d35f189","get object","Read AD object attributes"
"a1709bb13b6e3162","--attr","Specific attribute to read"
"15cae1c47c77fb7c","--laps","Retrieve LAPS password for computers"
"9c58d818a4b78d73","--laps-password","Use LAPS password for authentication (after retrieval)"
"a78e1c1d72db3e84","ms-MCS-AdmPwd","LAPS password attribute"
"831db77708bb7988","Get-ADServiceAccount","AD module cmdlet for service accounts"
"cb42219057f762ef","msDS-ManagedPassword","gMSA password blob"
"1eab99766e5fd2fc","-vulnerable","Only show vulnerable templates and CAs"
"67b0d996f3e0c0e3","-stdout","Output to terminal (also saves JSON/TXT files)"
"78adb46fdc03d63e","-old-bloodhound","Output BloodHound 4.x compatible format"
"473079b6ace3acbf","-text","Output text format instead of JSON"
"7d0a19811117700a","-ca","Certificate Authority name (from certipy find output)"
"00fa6ae16bf4ce1f","-target","CA server hostname or IP"
"8f6379e78e9fe5a1","-template","Vulnerable certificate template name"
"40a3235e6b8f312a","-upn","User Principal Name to impersonate in the certificate"
"661e0286f88c9041","-pfx","PFX certificate file containing cert and private key"
"36d43c13420d2844","-save-old","Save original template config for restoration"
"f8e048de3793ef9d","-configuration","Custom configuration file (optional)"
"ccfca280b136e87e","-add-officer","Add user as certificate officer (ManageCertificates)"
"ef4e42c189320613","-enable-template","Enable a disabled template"
"59ca66dc4ed6a63f","-ca-pfx","CA private key in PFX format"
"60fa92c0dce0c24d","-subject","Certificate subject DN"
"80acf7f3a1de0a94","shadow","Shadow credentials subcommand"
"c014d509d5231f17","auto","Automatic attack mode"
"c31012878c8358e6","-account","Target account to add shadow credentials to"
"5bf7fe29a649e82f","find","Enumerate certificate templates and CAs"
"04c04224ffe0d744","/vulnerable","Only show vulnerable configurations"
"587e2cab0244c220","/ca","Specify CA to query"
