"id","name","description","example","required"
"68ce9aa636e3df56","<SECONDS>","Seconds to wait between attempts","5","True"
"6201c48a94230fd0","<CREDENTIAL_FILE>","File with username:password pairs (one per line)","creds.txt","True"
"44d35d8145c169ff","<VSHADOW_PATH>","Full path to vshadow.exe on target DC (must be pre-uploaded)","C:\Tools\vshadow.exe","True"
"fdeea79f16e6ae55","<IMAGE_NAME>","Docker image name","alpine","True"
"7f7b526d6eada61f","<BASE64_STRING>","Base64 encoded data","SGVsbG8gV29ybGQ=","True"
"7df2aed938e9810f","<CAPABILITY>","Capability name (e.g., cap_setuid, cap_dac_override)","cap_setuid","True"
"0603bc6d55918806","<SEARCH_PATH>","Directory to search (common: /var/www/html, /opt, /home)","/var/www/html","True"
"99e16b670a2dda8b","<MIMIKATZ_SCRIPT>","Mimikatz PowerShell script name","Invoke-Mimikatz.ps1","False"
"b3ecf6a4b392c878","<LSASS_PID>","LSASS process ID (get with: tasklist /fi ""imagename eq lsass.exe"" OR (Get-Process lsass).Id)","624","True"
"23480f6e50c4a7ab","<DATE>","Date of exploit database","2024-01-15","True"
"c262dfe76ae8a977","<CLASSNAME>","WMI class name to query","Win32_Process","True"
"36ca42cf1f80894e","<REGISTRY_PATH>","Registry path to query (HKLM:, HKCU:, etc.)","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Run","True"
"9e03d7d9188e21af","<WRITABLE_SCRIPT>","Path to script that cron runs as root and you can write to","/var/archives/archive.sh","True"
"137d47a1a3f60caa","<APP_PATH>","Application installation directory","C:\xampp","True"
"ab8fdddd0f8e3cd9","<USER_PATH>","User home directory to search","C:\Users\dave\","True"
"facc85b8c410a4b5","<ORIGINAL_PATH>","Full path to original service binary","C:\xampp\mysql\bin\mysqld.exe","True"
"208906d2c4812336","<BACKUP_PATH>","Path to store original binary backup","C:\Users\dave\mysqld.exe.bak","True"
"ca710665a9acf838","<PAYLOAD_PATH>","Path to malicious binary to use as replacement","C:\Users\dave\adduser.exe","True"
"f93ae144812398d3","<DESTINATION>","Local path to save file","C:\Users\dave\adduser.exe","True"
"9eb6e87697f83cf5","<SUDO_BINARY>","GTFOBins-exploitable binary from sudo -l output","find","True"
"4de5feb8405ea980","<EXPLOIT_FLAGS>","Exploitation flags from GTFOBins",". -exec /bin/bash \; -quit","True"
"147b29159d4cf68f","<WEB_ROOT>","Web server document root directory. Identify from running processes (httpd, w3wp) or common paths.","C:\inetpub\wwwroot","True"
"35f1bcb56ba46b75","<PATTERNS>","File patterns to search (comma-separated)","*.txt,*.xml,*.ini,*.config","False"
"26f7c8db16e9424f","<SESSION_ID>","Session ID to interact with (use 1 for first logged-on user, query user to find)","1","False"
"d8b02f746f8e8453","<DC>","Domain controller hostname","DC1","True"
"1e7b4e7c1ba5ab01","<RESOURCE_SCRIPT>","Path to .rc file containing Metasploit commands","~/listener.rc","True"
"968e5d68c6d0fc54","<WORKSPACE_NAME>","Unique name for workspace (alphanumeric, underscores, hyphens)","client_pentest_2024","True"
"33ffa2ae15bd7773","<QUERY>","Search term (service name, CVE ID, keyword, or platform)","apache","True"
"785dce72ed775daf","<MODULE_PATH>","Full module path (e.g., exploit/unix/ftp/vsftpd_234_backdoor) or search result index number","exploit/multi/handler","True"
"344ea0eef2895cb0","<OPTION>","Option name from 'show options' output (case-insensitive)","RHOSTS","True"
"a53bf5d29271ee3c","<SCAN_FILE>","Path to scan results file (nmap XML, .nessus, etc)","/home/kali/scans/network.xml","True"
"afe7373f056210af","<NMAP_OPTIONS>","Nmap flags (same syntax as standalone nmap)","-sV -sC -p-","False"
"827013477ae410c0","<CVE_ID>","CVE identifier (year-number format)","2017-0144","True"
"bbdd1d9ee309ce9a","<PLATFORM>","Target platform (windows, linux, osx, unix, etc.)","windows","True"
"3d7eed7737c6a0f3","<TARGET_ID>","Target ID number from 'show targets' output","1","True"
"637ac5af665dd4a4","<NTLM>","NTLM hash","abc123...","True"
"598f258381c43c31","<VERSION>","Version number","2.4.49","False"
"957d8fb0ed18fa36","<EDB_ID>","Exploit-DB ID number or full path to exploit","50383","True"
"c65690f60d090286","<SCRIPT_NAME>","NSE script name or pattern (wildcards supported)","http-vuln-*","True"
"9e42469386d565e1","<ARGUMENTS>","Script arguments in key=value format (comma-separated)","userdb=users.txt,passdb=passwords.txt","False"
"a1e8454c580c76a5","<EXTENSIONS>","File extensions to search (comma-separated)","php,html,txt","False"
"476428baca676d75","<BLACKLIST>","Status codes to exclude (comma-separated)","404,403","False"
"8615577a4395c6ec","<PROGRAM>","Program to execute (full path or command name)","notepad.exe","True"
"79cbc34d6385a411","<ARGS>","Command-line arguments (optional)","C:\temp\file.txt","False"
"86d6064fb5b194b3","<NETMASK>","Network mask (CIDR notation)","24","True"
"902b3bab6928b84f","<REMOTE_HOST>","Internal target IP address","172.16.5.100","True"
"32fa0cdd5c9c9560","<ARCH>","Target architecture (x86, x64, arm, mips, etc)","x64","False"
"d77bdf197741c68a","<BAD_CHARS>","Characters to avoid in payload (hex format)","\x00\x0a\x0d","True"
"0814baaaf3a0c524","<BADCHARS>","Characters to avoid (hex format)","\x00\x0a\x0d","True"
