"command_id","indicator_id","indicator_type"
"journalctl-follow","indicator_1042","success"
"journalctl-follow","indicator_1043","success"
"journalctl-follow","indicator_1044","success"
"journalctl-follow","indicator_1045","failure"
"journalctl-follow","indicator_1046","failure"
"journalctl-service-follow","indicator_1047","success"
"journalctl-service-follow","indicator_1048","success"
"journalctl-service-follow","indicator_1049","failure"
"journalctl-service-follow","indicator_1050","failure"
"journalctl-priority-filter","indicator_1051","success"
"journalctl-priority-filter","indicator_1052","success"
"journalctl-priority-filter","indicator_1053","failure"
"journalctl-priority-filter","indicator_1054","failure"
"journalctl-time-range","indicator_1055","success"
"journalctl-time-range","indicator_1056","success"
"journalctl-time-range","indicator_1057","failure"
"journalctl-time-range","indicator_1058","failure"
"dmesg-kernel-messages","indicator_1059","success"
"dmesg-kernel-messages","indicator_1060","success"
"dmesg-kernel-messages","indicator_1061","success"
"dmesg-kernel-messages","indicator_1062","failure"
"dmesg-kernel-messages","indicator_1063","failure"
"dmesg-follow","indicator_1064","success"
"dmesg-follow","indicator_1065","success"
"dmesg-follow","indicator_1066","failure"
"dmesg-follow","indicator_1067","failure"
"grep-auth-failed","indicator_1068","success"
"grep-auth-failed","indicator_1069","success"
"grep-auth-failed","indicator_1070","success"
"grep-auth-failed","indicator_1071","failure"
"grep-auth-failed","indicator_1072","failure"
"grep-sudo-commands","indicator_1073","success"
"grep-sudo-commands","indicator_1074","success"
"grep-sudo-commands","indicator_1075","success"
"grep-sudo-commands","indicator_1076","failure"
"grep-sudo-commands","indicator_1077","failure"
"lastb-failed-logins","indicator_1078","success"
"lastb-failed-logins","indicator_1079","success"
"lastb-failed-logins","indicator_1080","success"
"lastb-failed-logins","indicator_1081","success"
"lastb-failed-logins","indicator_1082","failure"
"lastb-failed-logins","indicator_1083","failure"
"lastb-failed-logins","indicator_1084","failure"
"journalctl-boot-messages","indicator_1085","success"
"journalctl-boot-messages","indicator_1086","success"
"journalctl-boot-messages","indicator_1087","success"
"journalctl-boot-messages","indicator_1088","failure"
"journalctl-boot-messages","indicator_1089","failure"
"systemctl-list","indicator_1090","success"
"systemctl-list","indicator_1091","success"
"systemctl-list","indicator_1092","success"
"systemctl-list","indicator_1093","success"
"systemctl-list","indicator_1094","failure"
"systemctl-list","indicator_1095","failure"
"systemctl-list","indicator_1096","failure"
"systemctl-list","indicator_1097","failure"
"lsof-list","indicator_1098","success"
"lsof-list","indicator_1099","success"
"lsof-list","indicator_1100","success"
"lsof-list","indicator_1101","success"
"lsof-list","indicator_1102","failure"
"lsof-list","indicator_1103","failure"
"lsof-list","indicator_1104","failure"
"lsof-list","indicator_1105","failure"
"ps-sort-memory","indicator_1106","success"
"ps-sort-memory","indicator_1107","success"
"ps-sort-memory","indicator_1108","success"
"ps-sort-memory","indicator_1109","success"
"ps-sort-memory","indicator_1110","failure"
"ps-sort-cpu","indicator_1111","success"
"ps-sort-cpu","indicator_1112","success"
"ps-sort-cpu","indicator_1113","success"
"ps-sort-cpu","indicator_1114","success"
"ps-sort-cpu","indicator_1115","failure"
"free-memory-human","indicator_1116","success"
"free-memory-human","indicator_1117","success"
"free-memory-human","indicator_1118","success"
"free-memory-human","indicator_1119","success"
"free-memory-human","indicator_1120","success"
"free-memory-human","indicator_1121","success"
"free-memory-human","indicator_1122","failure"
"vmstat-cpu-monitoring","indicator_1123","success"
"vmstat-cpu-monitoring","indicator_1124","success"
"vmstat-cpu-monitoring","indicator_1125","success"
"vmstat-cpu-monitoring","indicator_1126","success"
"vmstat-cpu-monitoring","indicator_1127","success"
"vmstat-cpu-monitoring","indicator_1128","success"
"vmstat-cpu-monitoring","indicator_1129","failure"
"iostat-disk-stats","indicator_1130","success"
"iostat-disk-stats","indicator_1131","success"
"iostat-disk-stats","indicator_1132","success"
"iostat-disk-stats","indicator_1133","success"
"iostat-disk-stats","indicator_1134","success"
"iostat-disk-stats","indicator_1135","failure"
"uptime-load-average","indicator_1136","success"
"uptime-load-average","indicator_1137","success"
"uptime-load-average","indicator_1138","success"
"uptime-load-average","indicator_1139","failure"
"df-disk-usage","indicator_1140","success"
"df-disk-usage","indicator_1141","success"
"df-disk-usage","indicator_1142","success"
"df-disk-usage","indicator_1143","success"
"df-disk-usage","indicator_1144","success"
"df-disk-usage","indicator_1145","success"
"df-disk-usage","indicator_1146","failure"
"du-directory-usage","indicator_1147","success"
"du-directory-usage","indicator_1148","success"
"du-directory-usage","indicator_1149","success"
"du-directory-usage","indicator_1150","success"
"du-directory-usage","indicator_1151","failure"
"du-directory-usage","indicator_1152","failure"
"lsof-user-files","indicator_1153","success"
"lsof-user-files","indicator_1154","success"
"lsof-user-files","indicator_1155","success"
"lsof-user-files","indicator_1156","success"
"lsof-user-files","indicator_1157","success"
"lsof-user-files","indicator_1158","success"
"lsof-user-files","indicator_1159","failure"
"lsof-user-files","indicator_1160","failure"
"lsof-directory-usage","indicator_1161","success"
"lsof-directory-usage","indicator_1162","success"
"lsof-directory-usage","indicator_1163","success"
"lsof-directory-usage","indicator_1164","failure"
"lsof-directory-usage","indicator_1165","failure"
"fuser-directory-processes","indicator_1166","success"
"fuser-directory-processes","indicator_1167","success"
"fuser-directory-processes","indicator_1168","success"
"fuser-directory-processes","indicator_1169","success"
"fuser-directory-processes","indicator_1170","failure"
"fuser-directory-processes","indicator_1171","failure"
"w-user-activity","indicator_1172","success"
"w-user-activity","indicator_1173","success"
"w-user-activity","indicator_1174","success"
"w-user-activity","indicator_1175","success"
"w-user-activity","indicator_1176","success"
"w-user-activity","indicator_1177","success"
"w-user-activity","indicator_1178","success"
"w-user-activity","indicator_1179","failure"
"who-logged-in","indicator_1180","success"
"who-logged-in","indicator_1181","success"
"who-logged-in","indicator_1182","success"
"who-logged-in","indicator_1183","failure"
"last-login-history","indicator_1184","success"
"last-login-history","indicator_1185","success"
"last-login-history","indicator_1186","success"
"last-login-history","indicator_1187","success"
"last-login-history","indicator_1188","success"
"last-login-history","indicator_1189","failure"
"last-login-history","indicator_1190","failure"
"lastlog-user-last","indicator_1191","success"
"lastlog-user-last","indicator_1192","success"
"lastlog-user-last","indicator_1193","success"
"lastlog-user-last","indicator_1194","success"
"lastlog-user-last","indicator_1195","failure"
"lastlog-user-last","indicator_1196","failure"
"ps-aux-full","indicator_1197","success"
"ps-aux-full","indicator_1198","success"
"ps-aux-full","indicator_1199","success"
"ps-aux-full","indicator_1200","success"
"ps-aux-full","indicator_1201","success"
"ps-aux-full","indicator_1202","failure"
"ps-aux-full","indicator_1203","failure"
"ps-auxww-no-truncate","indicator_1204","success"
"ps-auxww-no-truncate","indicator_1205","success"
"ps-auxww-no-truncate","indicator_1206","success"
"ps-auxww-no-truncate","indicator_1207","failure"
"ps-ef-full","indicator_1208","success"
"ps-ef-full","indicator_1209","success"
"ps-ef-full","indicator_1210","success"
"ps-ef-full","indicator_1211","success"
"ps-ef-full","indicator_1212","failure"
"pstree-hierarchy","indicator_1213","success"
"pstree-hierarchy","indicator_1214","success"
"pstree-hierarchy","indicator_1215","success"
"pstree-hierarchy","indicator_1216","failure"
"top-snapshot","indicator_1217","success"
"top-snapshot","indicator_1218","success"
"top-snapshot","indicator_1219","success"
"top-snapshot","indicator_1220","success"
"top-snapshot","indicator_1221","success"
"top-snapshot","indicator_1222","failure"
"pgrep-pattern-search","indicator_1223","success"
"pgrep-pattern-search","indicator_1224","success"
"pgrep-pattern-search","indicator_1225","failure"
"pgrep-pattern-search","indicator_1226","failure"
"pidof-exact","indicator_1227","success"
"pidof-exact","indicator_1228","success"
"pidof-exact","indicator_1229","failure"
"pidof-exact","indicator_1230","failure"
"ps-user-filter","indicator_1231","success"
"ps-user-filter","indicator_1232","success"
"ps-user-filter","indicator_1233","success"
"ps-user-filter","indicator_1234","success"
"ps-user-filter","indicator_1235","failure"
"ps-pid-details","indicator_1236","success"
"ps-pid-details","indicator_1237","success"
"ps-pid-details","indicator_1238","failure"
"win-tasklist-verbose","indicator_1239","success"
"win-tasklist-verbose","indicator_1240","success"
"win-tasklist-verbose","indicator_1241","success"
"win-tasklist-verbose","indicator_1242","success"
"win-tasklist-verbose","indicator_1243","success"
"win-tasklist-verbose","indicator_1244","success"
"win-tasklist-verbose","indicator_1245","success"
"win-tasklist-verbose","indicator_1246","success"
"win-tasklist-verbose","indicator_1247","failure"
"win-tasklist-verbose","indicator_1248","failure"
"win-tasklist-services","indicator_1249","success"
"win-tasklist-services","indicator_1250","success"
"win-tasklist-services","indicator_1251","success"
"win-tasklist-services","indicator_1252","success"
"win-tasklist-services","indicator_1253","failure"
"win-wmic-process-full","indicator_1254","success"
"win-wmic-process-full","indicator_1255","success"
"win-wmic-process-full","indicator_1256","success"
"win-wmic-process-full","indicator_1257","success"
"win-wmic-process-full","indicator_1258","success"
"win-wmic-process-full","indicator_1259","failure"
"win-wmic-process-full","indicator_1260","failure"
"win-ps-get-process","indicator_1261","success"
"win-ps-get-process","indicator_1262","success"
"win-ps-get-process","indicator_1263","success"
"win-ps-get-process","indicator_1264","success"
"win-ps-get-process","indicator_1265","failure"
"win-ps-get-process","indicator_1266","failure"
"win-ps-get-process-detailed","indicator_1267","success"
"win-ps-get-process-detailed","indicator_1268","success"
"win-ps-get-process-detailed","indicator_1269","success"
"win-ps-get-process-detailed","indicator_1270","success"
"win-ps-get-process-detailed","indicator_1271","failure"
"win-ps-get-process-detailed","indicator_1272","failure"
"sleep-timer-validation","indicator_1273","success"
"sleep-timer-validation","indicator_1274","failure"
"sleep-timer-validation","indicator_1275","failure"
"sleep-timer-validation","indicator_1276","failure"
"non-emulated-api-numa","indicator_1277","success"
"non-emulated-api-numa","indicator_1278","failure"
"non-emulated-api-numa","indicator_1279","failure"
"non-emulated-api-numa","indicator_1280","failure"
"large-memory-allocation","indicator_1281","success"
"large-memory-allocation","indicator_1282","failure"
"large-memory-allocation","indicator_1283","failure"
"check-processor-count","indicator_1284","success"
"check-processor-count","indicator_1285","failure"
"check-processor-count","indicator_1286","failure"
"check-processor-count","indicator_1287","failure"
"check-username-environment","indicator_1288","success"
"check-username-environment","indicator_1289","failure"
"check-username-environment","indicator_1290","failure"
"check-username-environment","indicator_1291","failure"
"check-recent-files","indicator_1292","success"
"check-recent-files","indicator_1293","failure"
"check-recent-files","indicator_1294","failure"
"check-recent-files","indicator_1295","failure"
"check-uptime","indicator_1296","success"
"check-uptime","indicator_1297","failure"
"check-uptime","indicator_1298","failure"
"check-uptime","indicator_1299","failure"
"amsi-context-corruption","indicator_1300","success"
"amsi-context-corruption","indicator_1301","failure"
"amsi-context-corruption","indicator_1302","failure"
"amsi-context-corruption","indicator_1303","failure"
"amsi-context-corruption","indicator_1304","failure"
"amsi-init-failed","indicator_1305","success"
"amsi-init-failed","indicator_1306","failure"
"amsi-init-failed","indicator_1307","failure"
"amsi-init-failed","indicator_1308","failure"
"amsi-memory-patch","indicator_1309","success"
"amsi-memory-patch","indicator_1310","failure"
"amsi-memory-patch","indicator_1311","failure"
"amsi-memory-patch","indicator_1312","failure"
"amsi-memory-patch","indicator_1313","failure"
"amsi-test-payload","indicator_1314","success"
"amsi-test-payload","indicator_1315","failure"
"amsi-test-payload","indicator_1316","failure"
"amsi-base64-staging","indicator_1317","success"
"amsi-base64-staging","indicator_1318","failure"
"amsi-base64-staging","indicator_1319","failure"
"amsi-base64-staging","indicator_1320","failure"
"amsi-jscript-registry","indicator_1321","success"
"amsi-jscript-registry","indicator_1322","failure"
"amsi-jscript-registry","indicator_1323","failure"
"amsi-jscript-registry","indicator_1324","failure"
"jscript-amsi-registry-bypass","indicator_1325","success"
"jscript-amsi-registry-bypass","indicator_1326","failure"
"jscript-amsi-registry-bypass","indicator_1327","failure"
"jscript-amsi-registry-bypass","indicator_1328","failure"
"jscript-self-modifying-exe","indicator_1329","success"
"jscript-self-modifying-exe","indicator_1330","failure"
"jscript-self-modifying-exe","indicator_1331","failure"
"jscript-self-modifying-exe","indicator_1332","failure"
"jscript-self-modifying-exe","indicator_1333","failure"
"jscript-wsh-obfuscation","indicator_1334","success"
"jscript-wsh-obfuscation","indicator_1335","failure"
"jscript-wsh-obfuscation","indicator_1336","failure"
"jscript-wsh-obfuscation","indicator_1337","failure"
"jscript-com-execution","indicator_1338","success"
"jscript-com-execution","indicator_1339","failure"
"jscript-com-execution","indicator_1340","failure"
"jscript-com-execution","indicator_1341","failure"
"jscript-com-execution","indicator_1342","failure"
"wscript-cscript-execution","indicator_1343","success"
"wscript-cscript-execution","indicator_1344","failure"
"wscript-cscript-execution","indicator_1345","failure"
"wscript-cscript-execution","indicator_1346","failure"
"windbg-attach-process","indicator_1347","success"
"windbg-attach-process","indicator_1348","failure"
"windbg-attach-process","indicator_1349","failure"
"windbg-attach-process","indicator_1350","failure"
"windbg-attach-process","indicator_1351","failure"
"windbg-breakpoint-commands","indicator_1352","success"
"windbg-breakpoint-commands","indicator_1353","failure"
"windbg-breakpoint-commands","indicator_1354","failure"
"windbg-breakpoint-commands","indicator_1355","failure"
"windbg-memory-inspection","indicator_1356","success"
"windbg-memory-inspection","indicator_1357","failure"
"windbg-memory-inspection","indicator_1358","failure"
"windbg-memory-inspection","indicator_1359","failure"
"windbg-disassemble","indicator_1360","success"
"windbg-disassemble","indicator_1361","failure"
"windbg-disassemble","indicator_1362","failure"
"windbg-disassemble","indicator_1363","failure"
"frida-trace-amsi","indicator_1364","success"
"frida-trace-amsi","indicator_1365","failure"
"frida-trace-amsi","indicator_1366","failure"
"frida-trace-amsi","indicator_1367","failure"
"frida-trace-amsi","indicator_1368","failure"
"windbg-edit-memory","indicator_1369","success"
"windbg-edit-memory","indicator_1370","failure"
"windbg-edit-memory","indicator_1371","failure"
"windbg-edit-memory","indicator_1372","failure"
"find-av-signature","indicator_1373","success"
"find-av-signature","indicator_1374","failure"
"find-av-signature","indicator_1375","failure"
"find-av-signature","indicator_1376","failure"
"find-av-signature","indicator_1377","failure"
"modify-signature-bytes","indicator_1378","success"
"modify-signature-bytes","indicator_1379","failure"
"modify-signature-bytes","indicator_1380","failure"
"modify-signature-bytes","indicator_1381","failure"
"modify-signature-bytes","indicator_1382","failure"
"msfvenom-encoder-shikata","indicator_1383","success"
"msfvenom-encoder-shikata","indicator_1384","failure"
"msfvenom-encoder-shikata","indicator_1385","failure"
"msfvenom-encoder-shikata","indicator_1386","failure"
"msfvenom-encoder-zutto","indicator_1387","success"
"msfvenom-encoder-zutto","indicator_1388","failure"
"msfvenom-encoder-zutto","indicator_1389","failure"
"msfvenom-encoder-zutto","indicator_1390","failure"
"msfvenom-encrypt-aes","indicator_1391","success"
"msfvenom-encrypt-aes","indicator_1392","failure"
"msfvenom-encrypt-aes","indicator_1393","failure"
"msfvenom-encrypt-aes","indicator_1394","failure"
"msfvenom-template-injection","indicator_1395","success"
"msfvenom-template-injection","indicator_1396","failure"
"msfvenom-template-injection","indicator_1397","failure"
"msfvenom-template-injection","indicator_1398","failure"
"msfvenom-template-injection","indicator_1399","failure"
"clamscan-test","indicator_1400","success"
"clamscan-test","indicator_1401","failure"
"clamscan-test","indicator_1402","failure"
"clamscan-test","indicator_1403","failure"
"csharp-shellcode-runner-basic","indicator_1404","success"
"csharp-shellcode-runner-basic","indicator_1405","failure"
"csharp-shellcode-runner-basic","indicator_1406","failure"
"csharp-shellcode-runner-basic","indicator_1407","failure"
"csharp-shellcode-runner-basic","indicator_1408","failure"
"csharp-caesar-encrypt","indicator_1409","success"
"csharp-caesar-encrypt","indicator_1410","failure"
"csharp-caesar-encrypt","indicator_1411","failure"
"csharp-caesar-encrypt","indicator_1412","failure"
"csharp-xor-encrypt","indicator_1413","success"
"csharp-xor-encrypt","indicator_1414","failure"
"csharp-xor-encrypt","indicator_1415","failure"
"csharp-xor-encrypt","indicator_1416","failure"
"csharp-sleep-timer","indicator_1417","success"
"csharp-sleep-timer","indicator_1418","failure"
"csharp-sleep-timer","indicator_1419","failure"
"csharp-sleep-timer","indicator_1420","failure"
"csharp-non-emulated-api","indicator_1421","success"
"csharp-non-emulated-api","indicator_1422","failure"
"csharp-non-emulated-api","indicator_1423","failure"
"csharp-non-emulated-api","indicator_1424","failure"
"msfvenom-csharp-payload","indicator_1425","success"
"msfvenom-csharp-payload","indicator_1426","failure"
"msfvenom-csharp-payload","indicator_1427","failure"
"msfvenom-csharp-payload","indicator_1428","failure"
"compile-csharp-runner","indicator_1429","success"
"compile-csharp-runner","indicator_1430","failure"
"compile-csharp-runner","indicator_1431","failure"
"compile-csharp-runner","indicator_1432","failure"
"compile-csharp-runner","indicator_1433","failure"
"fodhelper-uac-bypass","indicator_1434","success"
"fodhelper-uac-bypass","indicator_1435","failure"
"fodhelper-uac-bypass","indicator_1436","failure"
"fodhelper-uac-bypass","indicator_1437","failure"
"fodhelper-uac-bypass","indicator_1438","failure"
"fodhelper-uac-bypass","indicator_1439","failure"
"eventvwr-uac-bypass","indicator_1440","success"
"eventvwr-uac-bypass","indicator_1441","failure"
"eventvwr-uac-bypass","indicator_1442","failure"
"eventvwr-uac-bypass","indicator_1443","failure"
"check-integrity-level","indicator_1444","success"
"check-integrity-level","indicator_1445","failure"
"check-integrity-level","indicator_1446","failure"
"check-integrity-level","indicator_1447","failure"
"uac-bypass-detection","indicator_1448","success"
"uac-bypass-detection","indicator_1449","failure"
"uac-bypass-detection","indicator_1450","failure"
"vba-shellcode-runner-basic","indicator_1451","success"
"vba-shellcode-runner-basic","indicator_1452","failure"
"vba-shellcode-runner-basic","indicator_1453","failure"
"vba-shellcode-runner-basic","indicator_1454","failure"
"vba-shellcode-runner-basic","indicator_1455","failure"
"vba-caesar-cipher","indicator_1456","success"
"vba-caesar-cipher","indicator_1457","failure"
"vba-caesar-cipher","indicator_1458","failure"
"vba-caesar-cipher","indicator_1459","failure"
"vba-caesar-cipher","indicator_1460","failure"
"vba-wmi-dechain","indicator_1461","success"
"vba-wmi-dechain","indicator_1462","failure"
"vba-wmi-dechain","indicator_1463","failure"
"vba-wmi-dechain","indicator_1464","failure"
"vba-wmi-dechain","indicator_1465","failure"
"vba-string-obfuscation","indicator_1466","success"
"vba-string-obfuscation","indicator_1467","failure"
"vba-string-obfuscation","indicator_1468","failure"
"vba-string-obfuscation","indicator_1469","failure"
"vba-stomping","indicator_1470","success"
"vba-stomping","indicator_1471","failure"
"vba-stomping","indicator_1472","failure"
"vba-stomping","indicator_1473","failure"
"vba-stomping","indicator_1474","failure"
"vba-autoopen-variants","indicator_1475","success"
"vba-autoopen-variants","indicator_1476","failure"
"vba-autoopen-variants","indicator_1477","failure"
"vba-autoopen-variants","indicator_1478","failure"
"import-powerview","indicator_1479","success"
"import-powerview","indicator_1480","success"
"import-powerview","indicator_1481","failure"
"import-powerview","indicator_1482","failure"
"import-powerview","indicator_1483","failure"
"get-netdomain","indicator_1484","success"
"get-netdomain","indicator_1485","success"
"get-netdomain","indicator_1486","success"
"get-netdomain","indicator_1487","failure"
"get-netdomain","indicator_1488","failure"
"get-netdomain","indicator_1489","failure"
"get-netuser","indicator_1490","success"
"get-netuser","indicator_1491","success"
"get-netuser","indicator_1492","success"
"get-netuser","indicator_1493","failure"
"get-netuser","indicator_1494","failure"
"get-netuser","indicator_1495","failure"
"get-netgroup","indicator_1496","success"
"get-netgroup","indicator_1497","success"
"get-netgroup","indicator_1498","success"
"get-netgroup","indicator_1499","failure"
"get-netgroup","indicator_1500","failure"
"get-netgroup","indicator_1501","failure"
"get-netcomputer","indicator_1502","success"
"get-netcomputer","indicator_1503","success"
"get-netcomputer","indicator_1504","success"
"get-netcomputer","indicator_1505","failure"
"get-netcomputer","indicator_1506","failure"
"get-netcomputer","indicator_1507","failure"
"find-localadminaccess","indicator_1508","success"
"find-localadminaccess","indicator_1509","success"
"find-localadminaccess","indicator_1510","success"
"find-localadminaccess","indicator_1511","failure"
"find-localadminaccess","indicator_1512","failure"
"find-localadminaccess","indicator_1513","failure"
"invoke-sharefinder","indicator_1514","success"
"invoke-sharefinder","indicator_1515","success"
"invoke-sharefinder","indicator_1516","success"
"invoke-sharefinder","indicator_1517","failure"
"invoke-sharefinder","indicator_1518","failure"
"invoke-sharefinder","indicator_1519","failure"
"get-netgpo","indicator_1520","success"
"get-netgpo","indicator_1521","success"
"get-netgpo","indicator_1522","success"
"get-netgpo","indicator_1523","failure"
"get-netgpo","indicator_1524","failure"
"get-netgpo","indicator_1525","failure"
"get-domainsid","indicator_1526","success"
"get-domainsid","indicator_1527","success"
"get-domainsid","indicator_1528","success"
"get-domainsid","indicator_1529","failure"
"get-domainsid","indicator_1530","failure"
"get-domainsid","indicator_1531","failure"
"invoke-bloodhound","indicator_1532","success"
"invoke-bloodhound","indicator_1533","success"
"invoke-bloodhound","indicator_1534","success"
"invoke-bloodhound","indicator_1535","success"
"invoke-bloodhound","indicator_1536","failure"
"invoke-bloodhound","indicator_1537","failure"
"invoke-bloodhound","indicator_1538","failure"
"invoke-bloodhound","indicator_1539","failure"
"kerbrute-userenum-ad","indicator_1540","success"
"kerbrute-userenum-ad","indicator_1541","success"
"kerbrute-userenum-ad","indicator_1542","success"
"kerbrute-userenum-ad","indicator_1543","failure"
"kerbrute-userenum-ad","indicator_1544","failure"
"kerbrute-userenum-ad","indicator_1545","failure"
"crackmapexec-rid-cycling","indicator_1546","success"
"crackmapexec-rid-cycling","indicator_1547","success"
"crackmapexec-rid-cycling","indicator_1548","success"
"crackmapexec-rid-cycling","indicator_1549","success"
"crackmapexec-rid-cycling","indicator_1550","failure"
"crackmapexec-rid-cycling","indicator_1551","failure"
"crackmapexec-rid-cycling","indicator_1552","failure"
"ldapsearch-users-ad","indicator_1553","success"
"ldapsearch-users-ad","indicator_1554","success"
"ldapsearch-users-ad","indicator_1555","success"
"ldapsearch-users-ad","indicator_1556","failure"
"ldapsearch-users-ad","indicator_1557","failure"
"ldapsearch-users-ad","indicator_1558","failure"
"ldapsearch-users-ad","indicator_1559","failure"
"enum4linux-users-ad","indicator_1560","success"
"enum4linux-users-ad","indicator_1561","success"
"enum4linux-users-ad","indicator_1562","success"
"enum4linux-users-ad","indicator_1563","failure"
"enum4linux-users-ad","indicator_1564","failure"
"enum4linux-users-ad","indicator_1565","failure"
"spray-passwords-ldap","indicator_1566","success"
"spray-passwords-ldap","indicator_1567","success"
"spray-passwords-ldap","indicator_1568","success"
"spray-passwords-ldap","indicator_1569","failure"
"spray-passwords-ldap","indicator_1570","failure"
"spray-passwords-ldap","indicator_1571","failure"
"crackmapexec-smb-spray","indicator_1572","success"
"crackmapexec-smb-spray","indicator_1573","success"
"crackmapexec-smb-spray","indicator_1574","success"
"crackmapexec-smb-spray","indicator_1575","failure"
"crackmapexec-smb-spray","indicator_1576","failure"
"crackmapexec-smb-spray","indicator_1577","failure"
"crackmapexec-smb-spray","indicator_1578","failure"
"kerbrute-passwordspray","indicator_1579","success"
"kerbrute-passwordspray","indicator_1580","success"
"kerbrute-passwordspray","indicator_1581","success"
"kerbrute-passwordspray","indicator_1582","failure"
"kerbrute-passwordspray","indicator_1583","failure"
"kerbrute-passwordspray","indicator_1584","failure"
"crackmapexec-winrm-spray","indicator_1585","success"
"crackmapexec-winrm-spray","indicator_1586","success"
"crackmapexec-winrm-spray","indicator_1587","success"
"crackmapexec-winrm-spray","indicator_1588","failure"
"crackmapexec-winrm-spray","indicator_1589","failure"
"crackmapexec-winrm-spray","indicator_1590","failure"
"ad-dcsync-mimikatz-user","indicator_1591","success"
"ad-dcsync-mimikatz-user","indicator_1592","success"
"ad-dcsync-mimikatz-user","indicator_1593","success"
"ad-dcsync-mimikatz-user","indicator_1594","success"
"ad-dcsync-mimikatz-user","indicator_1595","success"
"ad-dcsync-mimikatz-user","indicator_1596","success"
"ad-dcsync-mimikatz-user","indicator_1597","success"
"ad-dcsync-mimikatz-user","indicator_1598","success"
"ad-dcsync-mimikatz-user","indicator_1599","failure"
"ad-dcsync-mimikatz-user","indicator_1600","failure"
"ad-dcsync-mimikatz-user","indicator_1601","failure"
"ad-dcsync-mimikatz-user","indicator_1602","failure"
"ad-dcsync-mimikatz-user","indicator_1603","failure"
"ad-dcsync-mimikatz-user","indicator_1604","failure"
"ad-dcsync-mimikatz-krbtgt","indicator_1605","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1606","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1607","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1608","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1609","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1610","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1611","failure"
"ad-dcsync-mimikatz-krbtgt","indicator_1612","failure"
"ad-dcsync-mimikatz-krbtgt","indicator_1613","failure"
"ad-dcsync-mimikatz-administrator","indicator_1614","success"
"ad-dcsync-mimikatz-administrator","indicator_1615","success"
"ad-dcsync-mimikatz-administrator","indicator_1616","success"
"ad-dcsync-mimikatz-administrator","indicator_1617","success"
"ad-dcsync-mimikatz-administrator","indicator_1618","success"
"ad-dcsync-mimikatz-administrator","indicator_1619","failure"
"ad-dcsync-mimikatz-administrator","indicator_1620","failure"
"ad-golden-ticket-dcsync-krbtgt","indicator_1621","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1622","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1623","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1624","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1625","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1626","failure"
"ad-golden-ticket-dcsync-krbtgt","indicator_1627","failure"
"ad-golden-ticket-dcsync-krbtgt","indicator_1628","failure"
"ad-golden-ticket-dcsync-krbtgt","indicator_1629","failure"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1630","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1631","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1632","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1633","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1634","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1635","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1636","failure"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1637","failure"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1638","failure"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1639","failure"
"ad-golden-ticket-purge-tickets","indicator_1640","success"
"ad-golden-ticket-purge-tickets","indicator_1641","success"
"ad-golden-ticket-purge-tickets","indicator_1642","failure"
"ad-golden-ticket-purge-tickets","indicator_1643","failure"
"ad-golden-ticket-purge-tickets","indicator_1644","failure"
"ad-golden-ticket-mimikatz-create","indicator_1645","success"
"ad-golden-ticket-mimikatz-create","indicator_1646","success"
"ad-golden-ticket-mimikatz-create","indicator_1647","success"
"ad-golden-ticket-mimikatz-create","indicator_1648","success"
"ad-golden-ticket-mimikatz-create","indicator_1649","success"
"ad-golden-ticket-mimikatz-create","indicator_1650","success"
"ad-golden-ticket-mimikatz-create","indicator_1651","success"
"ad-golden-ticket-mimikatz-create","indicator_1652","success"
"ad-golden-ticket-mimikatz-create","indicator_1653","failure"
"ad-golden-ticket-mimikatz-create","indicator_1654","failure"
"ad-golden-ticket-mimikatz-create","indicator_1655","failure"
"ad-golden-ticket-mimikatz-create","indicator_1656","failure"
"ad-golden-ticket-rubeus-create","indicator_1657","success"
"ad-golden-ticket-rubeus-create","indicator_1658","success"
"ad-golden-ticket-rubeus-create","indicator_1659","success"
"ad-golden-ticket-rubeus-create","indicator_1660","success"
"ad-golden-ticket-rubeus-create","indicator_1661","success"
"ad-golden-ticket-rubeus-create","indicator_1662","success"
"ad-golden-ticket-rubeus-create","indicator_1663","success"
"ad-golden-ticket-rubeus-create","indicator_1664","success"
