"id","pattern","indicator_type"
"indicator_755","Only alphanumeric + / + = characters","success"
"indicator_756","base64: command not found - should be on all Linux systems","failure"
"indicator_757","File not found - wrong path","failure"
"indicator_758","Output too large for terminal buffer - file >1MB not practical for copy/paste","failure"
"indicator_759","Password prompt appears (if using password auth)","success"
"indicator_760","Progress bar reaches 100%","success"
"indicator_761","File transferred message","success"
"indicator_762","Returns to prompt","success"
"indicator_763","Connection refused - SSH not running or wrong port","failure"
"indicator_764","Permission denied (publickey) - key auth required, no password auth","failure"
"indicator_765","Host key verification failed - unknown host key","failure"
"indicator_766","scp: command not found - rare, SSH package not installed","failure"
"indicator_767","Password/key auth succeeds","success"
"indicator_768","Progress bar reaches 100%","success"
"indicator_769","File appears locally: ls -la <LOCAL_PATH>","success"
"indicator_770","File size matches source","success"
"indicator_771","No such file or directory - wrong path on target","failure"
"indicator_772","Permission denied - cannot read source file or write destination","failure"
"indicator_773","Connection refused - SSH not accessible","failure"
"indicator_774","Host key verification failed","failure"
"indicator_775","HTTP request sent, awaiting response... 200 OK","success"
"indicator_776","Length: <SIZE> (<SIZE_HR>) [<TYPE>]","success"
"indicator_777","100% ... saved [<SIZE>/<SIZE>]","success"
"indicator_778","File exists: ls -la <OUTPUT>","success"
"indicator_779","wget: command not found - use curl alternative","failure"
"indicator_780","404 Not Found - wrong filename or path","failure"
"indicator_781","Connection refused - wrong IP/port or firewall","failure"
"indicator_782","No route to host - network connectivity issue","failure"
"indicator_783","Progress bar reaches 100%","success"
"indicator_784","Exit code 0: echo $?","success"
"indicator_785","File exists: ls -la <OUTPUT>","success"
"indicator_786","File size matches source","success"
"indicator_787","curl: command not found - use wget alternative","failure"
"indicator_788","Failed to connect - wrong IP/port or firewall","failure"
"indicator_789","404 Not Found - file not on server","failure"
"indicator_790","SSL certificate problem - add -k flag","failure"
"indicator_791","File created: ls -la <OUTPUT>","success"
"indicator_792","File size matches source","success"
"indicator_793","No error output from cat","success"
"indicator_794","/dev/tcp: No such file or directory - bash compiled without /dev/tcp support","failure"
"indicator_795","Connection refused - no listener on target port","failure"
"indicator_796","cat: write error: No space left on device","failure"
"indicator_797","Serving HTTP on 0.0.0.0 port <PORT>","success"
"indicator_798","GET request logged when target downloads","success"
"indicator_799","200 status code in logs","success"
"indicator_800","Address already in use - another service on this port","failure"
"indicator_801","Permission denied - ports <1024 require sudo","failure"
"indicator_802","No route to host - firewall blocking connection","failure"
"indicator_803","Impacket v0.x.x - Copyright message","success"
"indicator_804","Config file parsed","success"
"indicator_805","Incoming connection from target IP","success"
"indicator_806","AUTHENTICATE_MESSAGE logged","success"
"indicator_807","Address already in use - port 445 taken","failure"
"indicator_808","STATUS_ACCESS_DENIED - target requires authentication","failure"
"indicator_809","Connection timeout - firewall blocking port 445","failure"
"indicator_810","File upload available at /upload","success"
"indicator_811","Serving HTTP on 0.0.0.0","success"
"indicator_812","POST request received","success"
"indicator_813","File saved: <filename>","success"
"indicator_814","ModuleNotFoundError: No module named 'uploadserver'","failure"
"indicator_815","Address already in use","failure"
"indicator_816","Permission denied on port","failure"
"indicator_817","COMMAND","success"
"indicator_818","PID","success"
"indicator_819","USER","success"
"indicator_820","FD","success"
"indicator_821","TYPE","success"
"indicator_822","DEVICE","success"
"indicator_823","NODE","success"
"indicator_824","NAME","success"
"indicator_825","lsof: command not found","failure"
"indicator_826","Permission denied","failure"
"indicator_827","LISTEN","success"
"indicator_828","*:port","success"
"indicator_829","TCP","success"
"indicator_830","lsof: command not found","failure"
"indicator_831","No output (no listening services)","failure"
"indicator_832","COMMAND","success"
"indicator_833","PID","success"
"indicator_834","USER","success"
"indicator_835","NAME","success"
"indicator_836","No output (port not in use)","failure"
"indicator_837","lsof: command not found","failure"
"indicator_838","USER","success"
"indicator_839","PID","success"
"indicator_840","ACCESS","success"
"indicator_841","COMMAND","success"
"indicator_842","No process using port","failure"
"indicator_843","fuser: command not found","failure"
"indicator_844","Proto","success"
"indicator_845","Local Address","success"
"indicator_846","Foreign Address","success"
"indicator_847","State","success"
"indicator_848","PID/Program name","success"
"indicator_849","netstat: command not found","failure"
"indicator_850","(No info) in PID column (run as root for PID info)","failure"
"indicator_851","Netid","success"
"indicator_852","State","success"
"indicator_853","Recv-Q","success"
"indicator_854","Send-Q","success"
"indicator_855","Local Address:Port","success"
"indicator_856","Peer Address:Port","success"
"indicator_857","Process","success"
"indicator_858","ss: command not found","failure"
"indicator_859","No process info (need root)","failure"
"indicator_860","ESTAB","success"
"indicator_861","Process","success"
"indicator_862","Local Address","success"
"indicator_863","Peer Address","success"
"indicator_864","No established connections","failure"
"indicator_865","ss: command not found","failure"
"indicator_866","Proto","success"
"indicator_867","Local Address","success"
"indicator_868","Foreign Address","success"
"indicator_869","State","success"
"indicator_870","PID","success"
"indicator_871","ERROR: Access denied","failure"
"indicator_872","LocalAddress","success"
"indicator_873","LocalPort","success"
"indicator_874","RemoteAddress","success"
"indicator_875","State","success"
"indicator_876","OwningProcess","success"
"indicator_877","Get-NetTCPConnection: command not found","failure"
"indicator_878","Execution policy blocked","failure"
"indicator_879","Image Name","success"
"indicator_880","PID","success"
"indicator_881","Session Name","success"
"indicator_882","Mem Usage","success"
"indicator_883","INFO: No tasks running with the specified criteria","failure"
"indicator_884","ProcessId","success"
"indicator_885","Name","success"
"indicator_886","ExecutablePath","success"
"indicator_887","CommandLine","success"
"indicator_888","No instance(s) available","failure"
"indicator_889","UNIT","success"
"indicator_890","LOAD","success"
"indicator_891","ACTIVE","success"
"indicator_892","SUB","success"
"indicator_893","DESCRIPTION","success"
"indicator_894",".service","success"
"indicator_895","No units found","failure"
"indicator_896","systemctl: command not found","failure"
"indicator_897","UNIT FILE","success"
"indicator_898","STATE","success"
"indicator_899","enabled","success"
"indicator_900","No unit files found","failure"
"indicator_901","systemctl: command not found","failure"
"indicator_902","-rw-r--r--","success"
"indicator_903",".service","success"
"indicator_904","root root","success"
"indicator_905","No such file or directory","failure"
"indicator_906","Permission denied","failure"
"indicator_907","[+]","success"
"indicator_908","[-]","success"
"indicator_909","[?]","success"
"indicator_910","service: command not found","failure"
"indicator_911","0:off","success"
"indicator_912","3:on","success"
"indicator_913","5:on","success"
"indicator_914","chkconfig: command not found","failure"
"indicator_915","SERVICE_NAME:","success"
"indicator_916","DISPLAY_NAME:","success"
"indicator_917","STATE","success"
"indicator_918","RUNNING","success"
"indicator_919","STOPPED","success"
"indicator_920","ERROR: Access denied","failure"
"indicator_921","SERVICE_NAME:","success"
"indicator_922","RUNNING","success"
"indicator_923","STOPPED","success"
"indicator_924","ERROR: Invalid parameter","failure"
"indicator_925","BINARY_PATH_NAME","success"
"indicator_926","SERVICE_START_NAME","success"
"indicator_927","START_TYPE","success"
"indicator_928","DEPENDENCIES","success"
"indicator_929","FAILED 1060","failure"
"indicator_930","The specified service does not exist","failure"
"indicator_931","Name","success"
"indicator_932","ProcessId","success"
"indicator_933","StartMode","success"
"indicator_934","State","success"
"indicator_935","Status","success"
"indicator_936","ERROR: Access denied","failure"
"indicator_937","WMIC is deprecated","failure"
"indicator_938","Name","success"
"indicator_939","PathName","success"
"indicator_940","C:\Program Files","success"
"indicator_941","StartMode","success"
"indicator_942","ERROR: Access denied","failure"
"indicator_943","Status","success"
"indicator_944","Name","success"
"indicator_945","DisplayName","success"
"indicator_946","Running","success"
"indicator_947","Get-Service: command not found","failure"
"indicator_948","Execution policy blocked","failure"
"indicator_949","Name","success"
"indicator_950","State","success"
"indicator_951","PathName","success"
"indicator_952","Access denied","failure"
"indicator_953","Execution policy blocked","failure"
"indicator_954","* * * * *","success"
"indicator_955","Cron job entries","success"
"indicator_956","/bin/","success"
"indicator_957","@reboot","success"
"indicator_958","no crontab for <user>","failure"
"indicator_959","crontab: command not found","failure"
"indicator_960","* * * * *","success"
"indicator_961","Cron entries","success"
"indicator_962","Command paths","success"
"indicator_963","no crontab for <user>","failure"
"indicator_964","Permission denied","failure"
"indicator_965","SHELL=/bin/sh","success"
"indicator_966","PATH=","success"
"indicator_967","* * * * *","success"
"indicator_968","root","success"
"indicator_969","No such file","failure"
"indicator_970","Permission denied","failure"
"indicator_971","cron.hourly","success"
"indicator_972","cron.daily","success"
"indicator_973","cron.weekly","success"
"indicator_974","cron.monthly","success"
"indicator_975","cron.d","success"
"indicator_976","No such file or directory","failure"
"indicator_977","CRON","success"
"indicator_978","CMD","success"
"indicator_979","(root)","success"
"indicator_980","session opened","success"
"indicator_981","No such file","failure"
"indicator_982","Permission denied","failure"
"indicator_983","TaskName:","success"
"indicator_984","Next Run Time:","success"
"indicator_985","Status:","success"
"indicator_986","Task To Run:","success"
"indicator_987","Run As User:","success"
"indicator_988","ERROR: Access is denied","failure"
"indicator_989","No tasks scheduled","failure"
"indicator_990","TaskName","success"
"indicator_991","State","success"
"indicator_992","TaskPath","success"
"indicator_993","Ready","success"
"indicator_994","Running","success"
"indicator_995","Get-ScheduledTask: command not found","failure"
"indicator_996","Execution policy blocked","failure"
"indicator_997","LastRunTime","success"
"indicator_998","LastTaskResult","success"
"indicator_999","NextRunTime","success"
"indicator_1000","NumberOfMissedRuns","success"
"indicator_1001","No such task","failure"
"indicator_1002","Execution policy blocked","failure"
"indicator_1003","<?xml","success"
"indicator_1004","<Task","success"
"indicator_1005","<Actions>","success"
"indicator_1006","<Command>","success"
"indicator_1007","<Arguments>","success"
"indicator_1008","ERROR: The system cannot find the file specified","failure"
"indicator_1009","Command","success"
"indicator_1010","JobId","success"
"indicator_1011","Owner","success"
"indicator_1012","No instance(s) available","failure"
"indicator_1013","WMIC is deprecated","failure"
"indicator_1014","Job number","success"
"indicator_1015","Date","success"
"indicator_1016","Queue","success"
"indicator_1017","User","success"
"indicator_1018","No jobs","failure"
"indicator_1019","atq: command not found","failure"
"indicator_1020","NEXT","success"
"indicator_1021","LEFT","success"
"indicator_1022","LAST","success"
"indicator_1023","PASSED","success"
"indicator_1024","UNIT","success"
"indicator_1025",".timer","success"
"indicator_1026","No timers found","failure"
"indicator_1027","systemctl: command not found","failure"
"indicator_1028","Log entries appear in real-time","success"
"indicator_1029","Timestamps show current time","success"
"indicator_1030","No such file or directory","failure"
"indicator_1031","Permission denied","failure"
"indicator_1032","tail: command not found","failure"
"indicator_1033","Filtered log entries appear","success"
"indicator_1034","Only matching lines displayed","success"
"indicator_1035","No matching entries","failure"
"indicator_1036","Permission denied","failure"
"indicator_1037","==> <FILENAME> <==","success"
"indicator_1038","File headers displayed","success"
"indicator_1039","Updates from multiple logs","success"
"indicator_1040","No such file or directory","failure"
"indicator_1041","Permission denied","failure"
"indicator_1042","Journal entries appear","success"
"indicator_1043","Timestamps","success"
"indicator_1044","Service names","success"
"indicator_1045","journalctl: command not found","failure"
"indicator_1046","Failed to access journal","failure"
"indicator_1047","Service log entries","success"
"indicator_1048","Filtered to specified service","success"
"indicator_1049","No entries found","failure"
"indicator_1050","Unit not found","failure"
"indicator_1051","Log entries at specified priority","success"
"indicator_1052","Error messages if -p err","success"
"indicator_1053","No entries found","failure"
"indicator_1054","Invalid priority","failure"
"indicator_1055","Log entries in time range","success"
"indicator_1056","Timestamps match range","success"
"indicator_1057","No entries found","failure"
"indicator_1058","Invalid time format","failure"
"indicator_1059","Kernel messages","success"
"indicator_1060","Hardware detection","success"
"indicator_1061","Driver loading","success"
"indicator_1062","dmesg: command not found","failure"
"indicator_1063","Permission denied","failure"
"indicator_1064","Real-time kernel messages","success"
"indicator_1065","New hardware events displayed","success"
"indicator_1066","dmesg: invalid option -- 'w'","failure"
"indicator_1067","Permission denied","failure"
"indicator_1068","Failed password","success"
"indicator_1069","Failed publickey","success"
"indicator_1070","authentication failure","success"
"indicator_1071","No such file","failure"
"indicator_1072","Permission denied","failure"
"indicator_1073","COMMAND=","success"
"indicator_1074","USER=","success"
"indicator_1075","sudo:","success"
"indicator_1076","No matches found","failure"
"indicator_1077","Permission denied","failure"
"indicator_1078","Username","success"
"indicator_1079","Terminal","success"
"indicator_1080","IP address","success"
"indicator_1081","Date/Time","success"
"indicator_1082","lastb: command not found","failure"
"indicator_1083","btmp: No such file","failure"
"indicator_1084","Permission denied (need root)","failure"
"indicator_1085","Kernel boot messages","success"
"indicator_1086","Service startup messages","success"
"indicator_1087","Boot timestamp","success"
"indicator_1088","No entries found","failure"
"indicator_1089","journalctl: command not found","failure"
"indicator_1090","List of services with UNIT, LOAD, ACTIVE, SUB, DESCRIPTION columns","success"
"indicator_1091","Services ending in .service extension","success"
"indicator_1092","State indicators: loaded, active (running), enabled","success"
"indicator_1093","Number of loaded units shown at bottom","success"
"indicator_1094","Failed to connect to bus: No such file or directory (not systemd-based)","failure"
"indicator_1095","Permission denied (rare - systemctl list-units usually allowed for all users)","failure"
"indicator_1096","Unknown unit type 'service' (wrong systemd version)","failure"
"indicator_1097","Empty output with 0 loaded units (rare - indicates no services)","failure"
"indicator_1098","COMMAND, PID, USER, FD, TYPE, DEVICE, SIZE/OFF, NODE, NAME columns","success"
"indicator_1099","Network connections show protocol (TCP/UDP), local address, foreign address, state","success"
"indicator_1100","File descriptors show file paths, permissions, inode numbers","success"
"indicator_1101","LISTEN state indicates services accepting connections","success"
"indicator_1102","lsof: command not found (not installed - use alternatives)","failure"
"indicator_1103","lsof: WARNING: can't stat() <filesystem> (permission issue or unmounted filesystem)","failure"
"indicator_1104","Permission denied errors (normal for some files - lsof shows what you can access)","failure"
"indicator_1105","No output (valid - might mean no matching connections/files)","failure"
"indicator_1106","%MEM","success"
"indicator_1107","USER","success"
"indicator_1108","PID","success"
"indicator_1109","COMMAND","success"
"indicator_1110","ps: command not found","failure"
"indicator_1111","%CPU","success"
"indicator_1112","USER","success"
"indicator_1113","PID","success"
"indicator_1114","COMMAND","success"
"indicator_1115","ps: command not found","failure"
"indicator_1116","total","success"
"indicator_1117","used","success"
"indicator_1118","free","success"
"indicator_1119","available","success"
"indicator_1120","Mem:","success"
"indicator_1121","Swap:","success"
"indicator_1122","free: command not found","failure"
"indicator_1123","procs","success"
"indicator_1124","memory","success"
"indicator_1125","swap","success"
"indicator_1126","io","success"
"indicator_1127","system","success"
"indicator_1128","cpu","success"
"indicator_1129","vmstat: command not found","failure"
"indicator_1130","Device:","success"
"indicator_1131","r/s","success"
"indicator_1132","w/s","success"
"indicator_1133","%util","success"
"indicator_1134","await","success"
"indicator_1135","iostat: command not found","failure"
"indicator_1136","up","success"
"indicator_1137","users","success"
"indicator_1138","load average:","success"
"indicator_1139","uptime: command not found","failure"
"indicator_1140","Filesystem","success"
"indicator_1141","Size","success"
"indicator_1142","Used","success"
"indicator_1143","Avail","success"
"indicator_1144","Use%","success"
"indicator_1145","Mounted on","success"
"indicator_1146","df: command not found","failure"
"indicator_1147","Size followed by directory path","success"
"indicator_1148","G","success"
"indicator_1149","M","success"
"indicator_1150","K","success"
"indicator_1151","du: cannot access","failure"
"indicator_1152","Permission denied","failure"
"indicator_1153","COMMAND","success"
"indicator_1154","PID","success"
"indicator_1155","USER","success"
"indicator_1156","FD","success"
"indicator_1157","TYPE","success"
"indicator_1158","NAME","success"
"indicator_1159","lsof: command not found","failure"
"indicator_1160","Permission denied","failure"
"indicator_1161","COMMAND","success"
"indicator_1162","PID","success"
"indicator_1163","NAME","success"
"indicator_1164","No output (no processes using directory)","failure"
"indicator_1165","lsof: command not found","failure"
"indicator_1166","USER","success"
"indicator_1167","PID","success"
"indicator_1168","ACCESS","success"
"indicator_1169","COMMAND","success"
"indicator_1170","No processes found","failure"
"indicator_1171","fuser: command not found","failure"
"indicator_1172","USER","success"
"indicator_1173","TTY","success"
"indicator_1174","FROM","success"
"indicator_1175","LOGIN@","success"
"indicator_1176","IDLE","success"
"indicator_1177","WHAT","success"
"indicator_1178","load average","success"
"indicator_1179","w: command not found","failure"
"indicator_1180","system boot","success"
"indicator_1181","LOGIN","success"
"indicator_1182","pts/","success"
"indicator_1183","who: command not found","failure"
"indicator_1184","USER","success"
"indicator_1185","TTY","success"
"indicator_1186","LOGIN TIME","success"
"indicator_1187","LOGOUT TIME","success"
"indicator_1188","DURATION","success"
"indicator_1189","last: command not found","failure"
"indicator_1190","wtmp begins","failure"
"indicator_1191","Username","success"
"indicator_1192","Port","success"
"indicator_1193","From","success"
"indicator_1194","Latest","success"
"indicator_1195","**Never logged in**","failure"
"indicator_1196","lastlog: command not found","failure"
"indicator_1197","USER","success"
"indicator_1198","PID","success"
"indicator_1199","%CPU","success"
"indicator_1200","%MEM","success"
"indicator_1201","COMMAND","success"
"indicator_1202","ps: command not found","failure"
"indicator_1203","Permission denied","failure"
"indicator_1204","Full command lines visible","success"
"indicator_1205","Arguments displayed completely","success"
"indicator_1206","No truncation at column 80","success"
"indicator_1207","ps: command not found","failure"
"indicator_1208","UID","success"
"indicator_1209","PID","success"
"indicator_1210","PPID","success"
"indicator_1211","CMD","success"
"indicator_1212","ps: command not found","failure"
"indicator_1213","Tree structure displayed","success"
"indicator_1214","PIDs shown in (parentheses)","success"
"indicator_1215","Indentation shows hierarchy","success"
"indicator_1216","pstree: command not found","failure"
"indicator_1217","top - 12:34:56 up","success"
"indicator_1218","Tasks:","success"
"indicator_1219","%Cpu(s):","success"
"indicator_1220","PID","success"
"indicator_1221","USER","success"
"indicator_1222","top: command not found","failure"
"indicator_1223","PID command_line pairs","success"
"indicator_1224","Matching processes found","success"
"indicator_1225","No processes found","failure"
"indicator_1226","pgrep: command not found","failure"
"indicator_1227","One or more PIDs returned","success"
"indicator_1228","Space-separated numbers","success"
"indicator_1229","No output (process not found)","failure"
"indicator_1230","pidof: command not found","failure"
"indicator_1231","PID","success"
"indicator_1232","TTY","success"
"indicator_1233","TIME","success"
"indicator_1234","CMD","success"
"indicator_1235","No processes found for user","failure"
"indicator_1236","Full command line displayed","success"
"indicator_1237","No header row","success"
"indicator_1238","No such process","failure"
"indicator_1239","Image Name","success"
"indicator_1240","PID","success"
"indicator_1241","Session Name","success"
"indicator_1242","Session#","success"
"indicator_1243","Mem Usage","success"
"indicator_1244","Status","success"
"indicator_1245","User Name","success"
"indicator_1246","Window Title","success"
"indicator_1247","ERROR: Access denied","failure"
"indicator_1248","'tasklist' is not recognized","failure"
"indicator_1249","Image Name","success"
"indicator_1250","PID","success"
"indicator_1251","Services","success"
"indicator_1252","svchost.exe","success"
"indicator_1253","ERROR: Access denied","failure"
"indicator_1254","CommandLine","success"
"indicator_1255","ExecutablePath","success"
"indicator_1256","ParentProcessId","success"
"indicator_1257","ProcessId","success"
"indicator_1258","Name","success"
"indicator_1259","ERROR: Access denied","failure"
"indicator_1260","WMIC is deprecated","failure"
"indicator_1261","Name","success"
"indicator_1262","Id","success"
"indicator_1263","Path","success"
"indicator_1264","Company","success"
"indicator_1265","Get-Process: command not found","failure"
"indicator_1266","Execution policy blocked","failure"
"indicator_1267","Name","success"
"indicator_1268","ProcessId","success"
"indicator_1269","ExecutablePath","success"
"indicator_1270","CommandLine","success"
"indicator_1271","Access denied","failure"
"indicator_1272","Execution policy blocked","failure"
"indicator_1273","In sandbox: Exits immediately. On real system: Waits full duration then continues.","success"
"indicator_1274","Advanced sandboxes honor Sleep() - Use additional checks","failure"
"indicator_1275","Threshold too strict - System overhead may cause false positives","failure"
"indicator_1276","Too short sleep - Obvious to user that program is delaying","failure"
"indicator_1277","In sandbox: Returns IntPtr.Zero, exits. On real system: Returns valid memory address, continues.","success"
"indicator_1278","Some real systems lack NUMA support - May cause false positives on older hardware","failure"
"indicator_1279","Advanced sandboxes emulate this API - Combine multiple checks","failure"
"indicator_1280","Wrong comparison - Use IntPtr.Zero not null","failure"
"indicator_1281","In sandbox: Allocation fails or throws exception. On real system: Allocates successfully.","success"
"indicator_1282","Real systems with low memory may fail - Use moderate size (100-500MB)","failure"
"indicator_1283","Modern sandboxes may provide generous memory - Less reliable than API checks","failure"
"indicator_1284","In sandbox: Low core count, exits. On real system: Sufficient cores, continues.","success"
"indicator_1285","Old real systems may have 1-2 cores - Use threshold of 2, not 4","failure"
"indicator_1286","Modern sandboxes may provision more cores - Combine with other checks","failure"
"indicator_1287","VMs in enterprise may have limited cores - Consider target environment","failure"
"indicator_1288","In sandbox: Matches suspicious name, exits. On real system: Normal username/hostname, continues.","success"
"indicator_1289","False positives - User named 'Anderson' contains 'sand' - use exact matching or longer strings","failure"
"indicator_1290","Sophisticated sandboxes use realistic names - Not reliable alone","failure"
"indicator_1291","Legitimate test environments may trigger - Consider context","failure"
"indicator_1292","In sandbox: Low/zero file count, exits. On real system: Multiple recent files, continues.","success"
"indicator_1293","Clean real systems may have few files - Use low threshold (3-5)","failure"
"indicator_1294","Exception if path doesn't exist - Wrap in try/catch","failure"
"indicator_1295","Sandboxes may pre-populate artifacts - Combine with other checks","failure"
"indicator_1296","In sandbox: Low uptime, exits. On real system: Longer uptime, continues.","success"
"indicator_1297","User just rebooted - False positive if threshold too high","failure"
"indicator_1298","Environment.TickCount rolls over at 49.7 days - Use GetTickCount64 for accuracy","failure"
"indicator_1299","Persistent sandboxes may have long uptime - Less reliable for cloud sandboxes","failure"
"indicator_1300","No output indicates success. Subsequent AMSI checks will return E_INVALIDARG and allow execution.","success"
"indicator_1301",".NET version mismatch - Ensure PowerShell is using .NET 4.0+","failure"
"indicator_1302","Already patched by Defender updates - Try alternate methods","failure"
"indicator_1303","Insufficient permissions - Requires ability to modify process memory","failure"
"indicator_1304","AMSI context structure changed - Use memory patching method instead","failure"
"indicator_1305","No output. AMSI will report initialization failure and skip subsequent scans.","success"
"indicator_1306","Flag already set - Not necessarily a problem, verify with test payload","failure"
"indicator_1307","Newer PowerShell versions may ignore this flag","failure"
"indicator_1308","Behavioral detection may flag the reflection operation itself","failure"
"indicator_1309","[+] AMSI patched successfully (if using verbose version). Silent operation indicates success.","success"
"indicator_1310","VirtualProtect fails - May indicate DEP/ASLR protections or hooking by EDR","failure"
"indicator_1311","Win32 type already exists - Use different type name or restart PowerShell","failure"
"indicator_1312","Access denied - Requires SeDebugPrivilege or admin rights in some contexts","failure"
"indicator_1313","AMSI.DLL not loaded - Call AmsiInitialize first or load DLL manually","failure"
"indicator_1314","String echoes back without red 'This script contains malicious content' error. Success = bypass working.","success"
"indicator_1315","Red error appears - Bypass failed, try alternate method","failure"
"indicator_1316","No output at all - PowerShell may have crashed, check session","failure"
"indicator_1317","Bypass executes silently from encoded payload. Test with flagged string afterward.","success"
"indicator_1318","Base64 corruption from copy/paste - Use file transfer","failure"
"indicator_1319","Character encoding mismatch - Must be UTF-16LE for PowerShell","failure"
"indicator_1320","Command line too long - Use staged approach with remote download","failure"
"indicator_1321","Registry key set, AMSI disabled for current user's WSH sessions","success"
"indicator_1322","Registry access denied - Rare for HKCU, check user permissions","failure"
"indicator_1323","Key persists after execution - May alert defenders, clean up afterward","failure"
"indicator_1324","Doesn't affect PowerShell - This only disables AMSI for JScript/VBScript","failure"
"indicator_1325","Registry key set to 0. AMSI disabled for current user's WSH sessions. Persists across reboots.","success"
"indicator_1326","Registry access denied - Rare for HKCU, check user permissions","failure"
"indicator_1327","Key persists after operation - Clean up with RegDelete for stealth","failure"
"indicator_1328","Doesn't affect PowerShell - Only disables AMSI for JScript/VBScript, not PowerShell","failure"
"indicator_1329","JScript reads itself, extracts embedded payload, writes to temp, executes. Initial AMSI scan only sees dropper code.","success"
"indicator_1330","Marker not found - Ensure marker string is unique and present","failure"
"indicator_1331","File write fails - Check TEMP permissions","failure"
"indicator_1332","Payload corrupted - Verify no encoding issues (use Base64 for binary)","failure"
"indicator_1333","Still detected - Dropper code itself may be signatured","failure"
"indicator_1334","Obfuscated strings bypass simple pattern matching. Code executes normally.","success"
"indicator_1335","fromCharCode() with wrong values - Verify ASCII codes","failure"
"indicator_1336","Obfuscation detected by heuristics - Combine with AMSI bypass","failure"
"indicator_1337","Still flagged - Use multiple obfuscation layers","failure"
"indicator_1338","Command executes via COM interface. Breaks WScript.exe -> cmd.exe parent-child relationship monitored by AV.","success"
"indicator_1339","WMI access denied - Requires appropriate permissions","failure"
"indicator_1340","Task Scheduler fails - Check task definition syntax","failure"
"indicator_1341","COM object not available - Verify object exists on target system","failure"
"indicator_1342","Still detected - Behavioral analysis may catch COM usage pattern","failure"
"indicator_1343","Script executes via chosen engine. WScript: GUI mode, CScript: console mode.","success"
"indicator_1344","Popups appear - Use //B flag to suppress","failure"
"indicator_1345","Script timeout - Increase //T value or remove timeout","failure"
"indicator_1346","Encoding issues - Save as ANSI/ASCII, not UTF-8 with BOM","failure"
"indicator_1347","WinDbg attaches to process, breaks at entry point or continues execution. Debugger command prompt ready.","success"
"indicator_1348","Access denied - Run WinDbg as Administrator","failure"
"indicator_1349","Process crashes on attach - Normal for some processes, try non-invasive attach","failure"
"indicator_1350","Wrong architecture - Use WinDbg x64 for 64-bit processes, x86 for 32-bit","failure"
"indicator_1351","Anti-debug detected - Process may have IsDebuggerPresent checks","failure"
"indicator_1352","Breakpoint set. Execution continues until breakpoint hit, then breaks to debugger prompt.","success"
"indicator_1353","Module not loaded - Use 'lm' to list modules, 'sxe ld:amsi' to break on module load","failure"
"indicator_1354","Function not found - Check spelling, use 'x amsi!*' to list exports","failure"
"indicator_1355","Breakpoint never hits - Function not called, check code path","failure"
"indicator_1356","Memory contents displayed in specified format (hex, ASCII, Unicode, etc.).","success"
"indicator_1357","Access violation - Address not valid or not readable","failure"
"indicator_1358","Wrong format - Use du for Unicode strings, da for ASCII","failure"
"indicator_1359","Address not found - Use registers (rsp, rcx) instead of hard-coded addresses","failure"
"indicator_1360","Assembly instructions with addresses, opcodes, and mnemonics. Shows function logic flow.","success"
"indicator_1361","Address not executable - Pointing to data section","failure"
"indicator_1362","Symbols not loaded - Use '.reload /f' to force symbol load","failure"
"indicator_1363","Too complex to follow - Use flow graph in IDA/Ghidra","failure"
"indicator_1364","Real-time log of AMSI function calls with timestamps. Handler scripts can log arguments and return values.","success"
"indicator_1365","Process crashes - Frida conflict with AV/EDR, disable or use WinDbg","failure"
"indicator_1366","No output - Functions not called, execute AMSI-flagged command","failure"
"indicator_1367","Permission denied - Run with appropriate privileges","failure"
"indicator_1368","Frida not found - Install with pip","failure"
"indicator_1369","Memory modified. Function behavior changes according to patch. Live testing of bypass techniques.","success"
"indicator_1370","Access violation - Memory not writable, use !vprot to check/change permissions","failure"
"indicator_1371","Patch doesn't work - Wrong address or wrong bytes","failure"
"indicator_1372","Process crashes - Patched critical code path incorrectly","failure"
"indicator_1373","Creates test files in output directory. Scan each with AV - undetected file shows safe range. Detected file shows signature range.","success"
"indicator_1374","Script not found - Download from GitHub or course materials","failure"
"indicator_1375","Execution policy - Run: Set-ExecutionPolicy Bypass -Scope Process","failure"
"indicator_1376","AV interference - Exclude output directory from real-time scanning","failure"
"indicator_1377","Multiple signatures - Repeat process after fixing first signature","failure"
"indicator_1378","Modified executable created. Test with AV scan - should be undetected if all signatures removed.","success"
"indicator_1379","Executable corrupted - Modified critical code section, not signature data","failure"
"indicator_1380","Still detected - Multiple signatures exist, repeat Find-AVSignature","failure"
"indicator_1381","Crashes on execution - Overwrote functional code instead of padding/data section","failure"
"indicator_1382","False sense of security - AV may update signatures","failure"
"indicator_1383","Encoded executable created. Note: Likely still detected by modern AV without additional evasion.","success"
"indicator_1384","Still detected - Shikata heavily signatured, combine with other techniques","failure"
"indicator_1385","Payload fails to execute - Over-encoding can corrupt payload","failure"
"indicator_1386","x86/x64 mismatch - Shikata is x86 only, use zutto_dekiru for x64","failure"
"indicator_1387","x64 encoded executable. Same limitations as shikata - likely detected without additional evasion.","success"
"indicator_1388","Still detected - Same issue as shikata, well-known encoder","failure"
"indicator_1389","Architecture mismatch - Ensure target is 64-bit","failure"
"indicator_1390","Payload corruption - Excessive iterations","failure"
"indicator_1391","AES-encrypted executable. Better evasion than encoding but decryption stub may still be signatured.","success"
